epiweek,region,first-observed-wili,final-observed-wili
201214,hhs10,2.4100000858307,1.58722
201215,hhs10,2.3510000705719,1.9451
201216,hhs10,2.3659999370575,1.58187
201217,hhs10,2.1170001029968,1.42215
201218,hhs10,1.4630000591278,1.44907
201219,hhs10,2.1429998874664,1.12645
201220,hhs10,1.5950000286102,0.940368
201141,hhs3,0.80800002813339,1.17684
201142,hhs3,0.89899998903275,1.1001
201143,hhs3,1.625,1.25108
201144,hhs3,1.5190000534058,1.28269
201145,hhs3,1.1139999628067,1.37932
201146,hhs3,1.1990000009537,1.40645
201147,hhs3,1.5160000324249,1.56381
201148,hhs3,1.3439999818802,1.47372
201149,hhs3,1.3990000486374,1.33844
201150,hhs3,0.93699997663498,1.50428
201151,hhs3,1.7940000295639,1.77695
201152,hhs3,1.6430000066757,2.14289
201201,hhs3,1.4370000362396,1.69662
201202,hhs3,1.4420000314713,1.51382
201203,hhs3,1.4099999666214,1.56893
201204,hhs3,1.1569999456406,1.47406
201205,hhs3,1.4780000448227,1.53393
201206,hhs3,1.4689999818802,1.60263
201207,hhs3,1.6030000448227,1.69273
201208,hhs3,1.3849999904633,1.52215
201209,hhs3,1.7280000448227,1.7115
201210,hhs3,1.2979999780655,1.58162
201211,hhs3,1.6959999799728,1.86621
201212,hhs3,1.3960000276566,1.43856
201213,hhs3,1.164999961853,1.39429
201214,hhs3,1.3969999551773,1.28511
201215,hhs3,1.7769999504089,1.18191
201216,hhs3,0.88300001621246,1.09348
201217,hhs3,0.81900000572205,1.06214
201218,hhs3,1.1430000066757,1.29493
201219,hhs3,1.3639999628067,1.4556
201220,hhs3,1.2170000076294,0.990324
201141,hhs8,0.83499997854233,0.826278
201142,hhs8,0.88499999046326,0.807497
201143,hhs8,0.89999997615814,0.856544
201144,hhs8,1.00100004673,0.934151
201145,hhs8,1,0.963464
201146,hhs8,1.0479999780655,1.01435
201147,hhs8,1.1469999551773,1.05816
201148,hhs8,1.0169999599457,0.93762
201149,hhs8,0.98199999332428,0.918249
201150,hhs8,1.0369999408722,0.992111
201151,hhs8,1.1679999828339,1.02736
201152,hhs8,1.1849999427795,1.10691
201201,hhs8,1.1319999694824,1.05437
201202,hhs8,1.1469999551773,1.09694
201203,hhs8,1.1979999542236,1.13381
201204,hhs8,1.3700000047684,1.28828
201205,hhs8,1.6189999580383,1.49922
201206,hhs8,1.6779999732971,1.5567
201207,hhs8,1.7120000123978,1.63854
201208,hhs8,1.9589999914169,1.85078
201209,hhs8,1.8120000362396,1.69812
201210,hhs8,1.932000041008,1.79065
201211,hhs8,2.4460000991821,2.20177
201212,hhs8,1.7120000123978,1.59029
201213,hhs8,1.6440000534058,1.46089
201214,hhs8,1.2669999599457,1.20787
201215,hhs8,1.1610000133514,1.11695
201216,hhs8,1.0319999456406,0.945417
201217,hhs8,0.99299997091293,0.937586
201218,hhs8,0.86599999666214,0.908343
201219,hhs8,0.74599999189377,0.771157
201220,hhs8,0.783999979496,0.80287
201230,nat,0.801,0.949257
201231,nat,1.12,0.978903
201232,nat,1,0.925024
201233,nat,0.721,0.848456
201234,nat,0.908,1.04451
201235,nat,0.887,1.0986
201236,nat,1.072,1.22071
201237,nat,1.053,1.24976
201238,nat,1.045,1.22892
201239,nat,1.143,1.29393
201240,nat,1.131,1.23034
201241,nat,1.0579999685287,1.3278
201242,nat,1.182000041008,1.33995
201243,nat,1.0920000076294,1.37842
201244,nat,1.2799999713898,1.50085
201245,nat,1.432000041008,1.65163
201246,nat,1.5859999656677,1.76746
201247,nat,2.1519999504089,2.30609
201248,nat,1.9349999427795,2.16324
201249,nat,2.8480000495911,2.83038
201250,nat,3.1730000972748,3.43761
201251,nat,4.1989998817444,4.30554
201252,nat,5.6009998321533,6.06082
201301,nat,4.3289999961853,4.64931
201302,nat,4.5570001602173,4.32584
201303,nat,4.2969999313354,4.51113
201304,nat,4.2379999160767,4.2171
201305,nat,3.5789999961853,3.78956
201306,nat,3.1870000362396,3.29206
201307,nat,2.7999999523163,3.0197
201308,nat,2.7430000305176,2.71499
201309,nat,2.2769999504089,2.4845
201310,nat,2.5759999752045,2.57808
201311,nat,2.1710000038147,2.39237
201312,nat,1.835000038147,2.06778
201313,nat,1.7999999523163,1.90281
201314,nat,1.4680000543594,1.65902
201315,nat,1.3240000009537,1.43006
201316,nat,1.1219999790192,1.27757
201317,nat,1.0479999780655,1.19009
201318,nat,0.92500001192093,1.09556
201319,nat,0.88300001621246,1.08589
201320,nat,0.85699999332428,1.07343
201321,nat,0.88,1.01677
201322,nat,0.738,1.04847
201323,nat,0.862,0.920349
201324,nat,0.828,0.920779
201325,nat,0.835,0.904333
201326,nat,0.714,0.83057
201327,nat,0.752,0.862837
201328,nat,0.62,0.732182
201329,nat,0.683,0.724558
201241,hhs4,1.279000043869,1.20971
201242,hhs4,1.460000038147,1.24451
201243,hhs4,1.2230000495911,1.25841
201244,hhs4,1.3919999599457,1.42213
201245,hhs4,1.7309999465942,1.70575
201246,hhs4,2.1089999675751,2.06183
201247,hhs4,2.8420000076294,2.80769
201248,hhs4,2.6600000858307,2.68446
201249,hhs4,4.1820001602173,4.20506
201250,hhs4,4.7919998168945,4.69834
201251,hhs4,5.4270000457764,4.95339
201252,hhs4,6.8870000839233,6.29569
201301,hhs4,4.1370000839233,4.44941
201302,hhs4,3.5360000133514,3.48011
201303,hhs4,3.239000082016,3.12769
201304,hhs4,2.5130000114441,2.49331
201305,hhs4,2.5480000972748,2.53531
201306,hhs4,2.4270000457764,2.28238
201307,hhs4,2.2520000934601,2.15986
201308,hhs4,1.9479999542236,2.03482
201309,hhs4,1.914999961853,1.94851
201310,hhs4,2.2200000286102,2.20722
201311,hhs4,2.0659999847412,2.04859
201312,hhs4,1.7710000276566,1.83444
201313,hhs4,1.8700000047684,1.73148
201314,hhs4,1.4539999961853,1.44116
201315,hhs4,1.1610000133514,1.18925
201316,hhs4,0.99400001764297,1.02839
201317,hhs4,0.86799997091293,0.861119
201318,hhs4,0.70200002193451,0.68861
201319,hhs4,0.6690000295639,0.703683
201320,hhs4,0.83200001716614,0.760478
201241,hhs5,0.89899998903275,0.970531
201242,hhs5,0.94499999284744,1.00308
201243,hhs5,0.84700000286102,0.951917
201244,hhs5,1.0110000371933,1.0639
201245,hhs5,0.84200000762939,1.14892
201246,hhs5,1.2120000123978,1.21418
201247,hhs5,1.7359999418259,1.56902
201248,hhs5,1.3960000276566,1.54942
201249,hhs5,1.8500000238419,2.13984
201250,hhs5,2.9790000915527,2.96882
201251,hhs5,4.3489999771118,4.16172
201252,hhs5,5.7360000610352,5.71232
201301,hhs5,4.3520002365112,4.48158
201302,hhs5,3.7339999675751,3.82974
201303,hhs5,3.6300001144409,3.70465
201304,hhs5,3.5810000896454,3.31545
201305,hhs5,3.3689999580383,2.97914
201306,hhs5,2.8529999256134,2.68669
201307,hhs5,2.2430000305176,2.43442
201308,hhs5,2.5009999275208,2.29596
201309,hhs5,2.2019999027252,2.14368
201310,hhs5,1.8839999437332,1.9789
201311,hhs5,2.0650000572205,2.14009
201312,hhs5,1.7269999980927,1.77107
201313,hhs5,1.6410000324249,1.5748
201314,hhs5,1.3550000190735,1.39945
201315,hhs5,1.0809999704361,1.22036
201316,hhs5,1.095999956131,1.13168
201317,hhs5,0.93699997663498,0.971924
201318,hhs5,0.66699999570847,0.843975
201319,hhs5,0.80299997329712,0.857398
201320,hhs5,0.81999999284744,0.852781
201241,hhs6,2.0169999599457,2.23852
201242,hhs6,1.7719999551773,1.81741
201243,hhs6,2.3010001182556,2.38553
201244,hhs6,2.3589999675751,2.4706
201245,hhs6,2.7699999809265,2.90487
201246,hhs6,2.8220000267029,2.93099
201247,hhs6,4.1570000648499,4.39504
201248,hhs6,3.8980000019073,3.67382
201249,hhs6,4.8270001411438,4.60617
201250,hhs6,5.3109998703003,5.55733
201251,hhs6,6.938000202179,7.18653
201252,hhs6,9.0989999771118,9.25411
201301,hhs6,7.1710000038147,7.66877
201302,hhs6,6.9790000915527,7.26613
201303,hhs6,6.9679999351501,7.3695
201304,hhs6,6.6630001068115,7.10997
201305,hhs6,5.6630001068115,5.82086
201306,hhs6,4.451000213623,4.4613
201307,hhs6,3.7000000476837,3.85266
201308,hhs6,3.3480000495911,3.28524
201309,hhs6,3.0309998989105,3.22203
201310,hhs6,3.1619999408722,3.14942
201311,hhs6,2.6480000019073,3.04121
201312,hhs6,2.460000038147,2.56286
201313,hhs6,2.2769999504089,2.33966
201314,hhs6,2.1240000724792,2.23433
201315,hhs6,1.8830000162125,2.02133
201316,hhs6,2.0030000209808,1.9546
201317,hhs6,1.7430000305176,1.87992
201318,hhs6,1.5230000019073,1.65645
201319,hhs6,1.7259999513626,1.73602
201320,hhs6,1.5620000362396,1.63421
201241,hhs7,0.82400000095367,1.06337
201242,hhs7,1.2580000162125,1.35229
201243,hhs7,1.1849999427795,1.32045
201244,hhs7,1.4780000448227,1.49968
201245,hhs7,1.7469999790192,1.5617
201246,hhs7,1.8569999933243,1.963
201247,hhs7,2.4639999866486,2.31375
201248,hhs7,2.0350000858307,2.17001
201249,hhs7,2.6730000972748,2.31408
201250,hhs7,3.3099999427795,2.79395
201251,hhs7,3.9059998989105,4.08107
201252,hhs7,5.9450001716614,6.71975
201301,hhs7,6.0609998703003,5.80882
201302,hhs7,5.1119999885559,5.06625
201303,hhs7,5.2589998245239,5.21627
201304,hhs7,5.1230001449585,5.34475
201305,hhs7,4.8810000419617,5.16544
201306,hhs7,4.1589999198914,4.34939
201307,hhs7,3.2820000648499,3.42581
201308,hhs7,2.7070000171661,3.06399
201309,hhs7,2.0750000476837,2.37917
201310,hhs7,2.1979999542236,2.26166
201311,hhs7,1.7920000553131,1.90794
201312,hhs7,1.3079999685287,1.51602
201313,hhs7,1.1740000247955,1.50791
201314,hhs7,0.90299999713898,1.1312
201315,hhs7,0.76399999856949,1.02376
201316,hhs7,0.50499999523163,0.926927
201317,hhs7,0.78799998760223,0.949618
201318,hhs7,0.58200001716614,0.840615
201319,hhs7,0.58300000429153,0.769543
201320,hhs7,0.32199999690056,0.603697
201241,hhs2,0.97399997711182,1.21767
201242,hhs2,0.76599997282028,1.30435
201243,hhs2,0.80599999427795,1.2578
201244,hhs2,1.1670000553131,1.17835
201245,hhs2,1.2549999952316,1.35249
201246,hhs2,1.2029999494553,1.31828
201247,hhs2,2.3770000934601,1.72052
201248,hhs2,2.0799999237061,2.03993
201249,hhs2,2.4749999046326,2.35364
201250,hhs2,2.6800000667572,2.82647
201251,hhs2,4.0570001602173,3.82049
201252,hhs2,5.9970002174377,5.50971
201301,hhs2,4.8470001220703,4.52392
201302,hhs2,5.3689999580383,4.7772
201303,hhs2,4.9899997711182,5.32368
201304,hhs2,4.8270001411438,4.6393
201305,hhs2,4.2270002365112,3.82508
201306,hhs2,4.0819997787476,3.5781
201307,hhs2,3.210000038147,3.71476
201308,hhs2,2.9749999046326,3.43487
201309,hhs2,3.1159999370575,2.77153
201310,hhs2,3.4179999828339,2.98609
201311,hhs2,2.9969999790192,2.86258
201312,hhs2,1.9910000562668,2.53803
201313,hhs2,2.0999999046326,2.1803
201314,hhs2,2.1300001144409,1.92619
201315,hhs2,1.4199999570847,1.61129
201316,hhs2,1.4650000333786,1.39264
201317,hhs2,1.2250000238419,1.4588
201318,hhs2,1.0950000286102,1.43681
201319,hhs2,0.95700001716614,1.26071
201320,hhs2,0.94700002670288,1.33755
201241,hhs9,0.84200000762939,1.94226
201242,hhs9,1.3289999961853,2.04103
201243,hhs9,0.91000002622604,2.0413
201244,hhs9,1.0950000286102,2.12848
201245,hhs9,1.3150000572205,2.22183
201246,hhs9,1.3029999732971,2.21239
201247,hhs9,1.0939999818802,2.40647
201248,hhs9,0.8759999871254,2.23494
201249,hhs9,2.4489998817444,2.19283
201250,hhs9,1.0509999990463,2.4589
201251,hhs9,1.3980000019073,3.05562
201252,hhs9,1.9609999656677,4.82703
201301,hhs9,2.1019999980927,3.41933
201302,hhs9,4.8540000915527,3.49033
201303,hhs9,3.7860000133514,4.68634
201304,hhs9,5.856999874115,5.57853
201305,hhs9,3.6559998989105,5.49148
201306,hhs9,3.9460000991821,4.98836
201307,hhs9,3.7950000762939,4.49215
201308,hhs9,4.085000038147,3.81698
201309,hhs9,2.3840000629425,3.47363
201310,hhs9,3.5820000171661,3.60806
201311,hhs9,2.3619999885559,3.14503
201312,hhs9,2.2160000801086,2.89597
201313,hhs9,2.0569999217987,2.61787
201314,hhs9,1.2849999666214,2.23024
201315,hhs9,1.8719999790192,1.8563
201316,hhs9,1.0049999952316,1.68062
201317,hhs9,1.1510000228882,1.64367
201318,hhs9,1.029000043869,1.61538
201319,hhs9,0.7379999756813,1.54832
201320,hhs9,0.60600000619888,1.61454
201241,hhs1,0.44100001454353,0.56065
201242,hhs1,0.5799999833107,0.755333
201243,hhs1,0.47600001096725,0.575156
201244,hhs1,0.60500001907349,0.638644
201245,hhs1,0.60199999809265,0.630983
201246,hhs1,0.71100002527237,0.700343
201247,hhs1,0.93099999427795,0.845412
201248,hhs1,0.89899998903275,0.89633
201249,hhs1,1.1799999475479,1.24499
201250,hhs1,1.7860000133514,1.69905
201251,hhs1,3.2760000228882,2.62753
201252,hhs1,3.2509999275208,3.9292
201301,hhs1,2.5209999084473,3.21719
201302,hhs1,3.2929999828339,3.28461
201303,hhs1,2.8940000534058,3.02114
201304,hhs1,2.4179999828339,2.50428
201305,hhs1,2.1210000514984,2.21254
201306,hhs1,1.722000002861,1.87401
201307,hhs1,1.7719999551773,1.5552
201308,hhs1,1.5839999914169,1.50586
201309,hhs1,1.2430000305176,1.32621
201310,hhs1,1.3960000276566,1.30083
201311,hhs1,1.2569999694824,1.18804
201312,hhs1,1.0299999713898,1.19612
201313,hhs1,1.2990000247955,1.18515
201314,hhs1,0.97200000286102,1.19767
201315,hhs1,1.2150000333786,1.24114
201316,hhs1,0.93500000238419,1.05995
201317,hhs1,0.85600000619888,0.783118
201318,hhs1,0.79699999094009,0.805735
201319,hhs1,0.81499999761581,0.690938
201320,hhs1,0.64399999380112,0.623383
201241,hhs10,0.60299998521805,0.674099
201242,hhs10,0.61500000953674,0.742877
201243,hhs10,0.60199999809265,0.684782
201244,hhs10,0.86699998378754,0.895694
201245,hhs10,0.84299999475479,0.855878
201246,hhs10,0.59600001573563,1.09191
201247,hhs10,0.96399998664856,1.16039
201248,hhs10,1.1089999675751,0.964797
201249,hhs10,1.1640000343323,1.14642
201250,hhs10,1.7159999608994,1.55655
201251,hhs10,2.7019999027252,1.53785
201252,hhs10,3.8320000171661,3.39459
201301,hhs10,3.3410000801086,2.7755
201302,hhs10,2.9389998912811,2.56788
201303,hhs10,3.3310000896454,3.00818
201304,hhs10,3.9270000457764,3.69316
201305,hhs10,2.8780000209808,2.78231
201306,hhs10,2.2690000534058,2.439
201307,hhs10,2.2119998931885,2.09196
201308,hhs10,2.0060000419617,1.8586
201309,hhs10,1.3780000209808,1.41838
201310,hhs10,1.0329999923706,1.02992
201311,hhs10,1.0829999446869,1.07185
201312,hhs10,0.63999998569489,0.654524
201313,hhs10,0.88400000333786,0.738623
201314,hhs10,0.69999998807907,0.721545
201315,hhs10,0.36700001358986,0.425599
201316,hhs10,0.40999999642372,0.404495
201317,hhs10,0.37200000882149,0.374257
201318,hhs10,0.45300000905991,0.43933
201319,hhs10,0.20600000023842,0.209236
201320,hhs10,0.33100000023842,0.316906
201241,hhs3,0.75400000810623,1.08926
201242,hhs3,1.0800000429153,1.13473
201243,hhs3,0.82499998807907,1.05392
201244,hhs3,1.0670000314713,1.34313
201245,hhs3,1.1480000019073,1.28698
201246,hhs3,1.2920000553131,1.30434
201247,hhs3,1.5349999666214,1.74599
201248,hhs3,1.4240000247955,1.62175
201249,hhs3,2.3010001182556,2.512
201250,hhs3,2.8020000457764,3.36875
201251,hhs3,4.0729999542236,4.46606
201252,hhs3,5.8790001869202,7.13075
201301,hhs3,4.7639999389648,4.82033
201302,hhs3,4.9089999198914,5.11067
201303,hhs3,5.0050001144409,5.16413
201304,hhs3,3.2829999923706,3.59356
201305,hhs3,3.0720000267029,3.05049
201306,hhs3,2.3719999790192,2.58184
201307,hhs3,2.2720000743866,2.75565
201308,hhs3,2.7000000476837,2.63728
201309,hhs3,2.25,2.56368
201310,hhs3,3.0139999389648,3.30856
201311,hhs3,2.1310000419617,2.64646
201312,hhs3,1.9680000543594,2.23987
201313,hhs3,1.7130000591278,2.11309
201314,hhs3,1.4340000152588,1.6873
201315,hhs3,1.2319999933243,1.52749
201316,hhs3,0.87199997901917,1.14475
201317,hhs3,0.80000001192093,1.09053
201318,hhs3,1.1349999904633,1.05401
201319,hhs3,0.95099997520447,1.2852
201320,hhs3,0.97200000286102,1.13242
201241,hhs8,0.77700001001358,0.796538
201242,hhs8,0.71100002527237,0.805817
201243,hhs8,0.73699998855591,0.72746
201244,hhs8,0.90299999713898,0.922182
201245,hhs8,0.91699999570847,0.93274
201246,hhs8,1.0219999551773,1.02407
201247,hhs8,1.4420000314713,1.41876
201248,hhs8,1.3009999990463,1.32822
201249,hhs8,1.6640000343323,1.68848
201250,hhs8,2.3819999694824,2.42542
201251,hhs8,3.2290000915527,3.18065
201252,hhs8,4.2810001373291,4.09753
201301,hhs8,3.8499999046326,3.74481
201302,hhs8,4.0809998512268,3.85313
201303,hhs8,4.2090001106262,4.13787
201304,hhs8,4.0479998588562,3.97647
201305,hhs8,3.4430000782013,3.44291
201306,hhs8,2.9319999217987,2.97312
201307,hhs8,2.7660000324249,2.63255
201308,hhs8,2.2699999809265,2.17155
201309,hhs8,2.1019999980927,2.10319
201310,hhs8,1.8409999608994,1.79868
201311,hhs8,1.6549999713898,1.75337
201312,hhs8,1.1770000457764,1.21262
201313,hhs8,1.319000005722,1.24913
201314,hhs8,1.2050000429153,1.16801
201315,hhs8,0.98500001430511,1.01314
201316,hhs8,1.0140000581741,1.01639
201317,hhs8,1.3990000486374,1.00657
201318,hhs8,0.95999997854233,1.00405
201319,hhs8,1.0060000419617,0.929267
201320,hhs8,0.79199999570847,0.738568
201330,nat,0.494,0.740848
201331,nat,0.518,0.726037
201332,nat,0.56,0.755639
201333,nat,0.68,0.761847
201334,nat,0.708,0.779896
201335,nat,0.55,0.899138
201336,nat,0.74,0.999524
201337,nat,0.883,1.0558
201338,nat,0.972,1.0967
201340,nat,1.131,1.15746
201341,nat,1.1200000047684,1.27184
201342,nat,1.2200000286102,1.31623
201343,nat,1.2200000286102,1.37444
201344,nat,1.3600000143051,1.46781
201345,nat,1.6299999952316,1.5834
201346,nat,1.4900000095367,1.60253
201347,nat,1.710000038147,1.72344
201348,nat,1.8999999761581,2.11076
201349,nat,2.0899999141693,2.1708
201350,nat,2.3199999332428,2.36971
201351,nat,3.0299999713898,3.15997
201352,nat,4.3027398058982,4.59053
201401,nat,4.3577997522816,4.28195
201402,nat,3.59425164606,3.56288
201403,nat,3.4217739024174,3.36378
201404,nat,3.3205464125574,3.39659
201405,nat,3.1893338338016,3.11922
201406,nat,2.9636139616175,2.83572
201407,nat,2.4622664905104,2.48484
201408,nat,2.2893994686638,2.2741
201409,nat,2.0168814582024,2.07244
201410,nat,1.9701632401934,1.98207
201411,nat,1.6564607940227,1.82441
201412,nat,1.5992285537184,1.82036
201413,nat,1.6220929227706,1.75391
201414,nat,1.5992208334265,1.74542
201415,nat,1.543131072731,1.67236
201416,nat,1.3552371701349,1.51659
201417,nat,1.4610516818632,1.44778
201418,nat,1.1735988402707,1.29028
201419,nat,1.2688304098213,1.37388
201420,nat,1.140470106154,1.34208
201421,nat,1.2581338066435,1.34563
201422,nat,0.99421891210951,1.21291
201423,nat,1.0374945007164,1.19291
201424,nat,0.93467962779031,1.14146
201425,nat,0.8454969406387,1.06503
201426,nat,1.0612311559982,1.12669
201427,nat,0.76754498751087,0.947353
201428,nat,0.85870830750707,0.944187
201429,nat,0.91596378561395,0.934822
201341,hhs10,0.40000000596046,0.405647
201342,hhs10,0.43999999761581,0.511438
201343,hhs10,0.51999998092651,0.513327
201344,hhs10,0.40999999642372,0.535649
201345,hhs10,0.33000001311302,0.379759
201346,hhs10,0.54000002145767,0.503713
201347,hhs10,0.66000002622604,0.469309
201348,hhs10,0.46999999880791,0.680224
201349,hhs10,0.55000001192093,0.653257
201350,hhs10,0.75999999046326,0.860692
201351,hhs10,2.7200000286102,1.50751
201352,hhs10,3.7012859695997,3.58097
201401,hhs10,4.3168711409801,3.99164
201402,hhs10,3.6328370282534,3.36928
201403,hhs10,3.358136205242,2.75802
201404,hhs10,2.3727469197253,2.40345
201405,hhs10,1.7011215017906,1.7524
201406,hhs10,1.594380170238,1.59128
201407,hhs10,1.2932227182914,1.23503
201408,hhs10,1.4295619907983,1.29149
201409,hhs10,0.75028750422313,0.663587
201410,hhs10,1.0408392987412,0.828104
201411,hhs10,0.6866526408131,0.601935
201412,hhs10,0.86476179140968,0.814837
201413,hhs10,0.59412247760363,0.669393
201414,hhs10,0.75426596906697,0.752904
201415,hhs10,0.60434127968437,0.633137
201416,hhs10,0.77478805541518,0.764785
201417,hhs10,0.77820591244485,0.764892
201418,hhs10,0.55381475936694,0.515472
201419,hhs10,0.70538823941826,0.753909
201420,hhs10,0.68641874723569,0.643924
201421,hhs10,0.59489719144,0.578593
201422,hhs10,0.43956736334935,0.364697
201423,hhs10,0.40523816734749,0.355279
201424,hhs10,0.40769451308252,0.358122
201425,hhs10,0.42318569109162,0.366764
201426,hhs10,0.23780317154487,0.269915
201427,hhs10,0.33304177738648,0.281227
201428,hhs10,0.40509735210774,0.335847
201429,hhs10,0.30930374245246,0.256796
201341,hhs5,1.039999961853,1.03914
201342,hhs5,0.9200000166893,0.987201
201343,hhs5,1.0900000333786,1.11493
201344,hhs5,1.25,1.17731
201345,hhs5,1.1599999666214,1.2143
201346,hhs5,1,1.16591
201347,hhs5,1.1599999666214,1.20015
201348,hhs5,1.3500000238419,1.68542
201349,hhs5,1.3999999761581,1.56576
201350,hhs5,1.6399999856949,1.72177
201351,hhs5,2,2.14509
201352,hhs5,3.7424361896215,3.59674
201401,hhs5,3.5999318697482,3.3706
201402,hhs5,2.7206420568962,2.79666
201403,hhs5,2.5128547038774,2.51919
201404,hhs5,2.2585589105436,2.64636
201405,hhs5,2.167653625945,2.22933
201406,hhs5,1.7527525539523,2.03344
201407,hhs5,1.5786986495154,1.91478
201408,hhs5,1.7656383826076,1.98346
201409,hhs5,1.6582652821495,1.81723
201410,hhs5,1.3763632356233,1.75243
201411,hhs5,1.6437863173385,1.64571
201412,hhs5,1.5932478932936,1.61678
201413,hhs5,1.3087753014435,1.50233
201414,hhs5,1.4029021062773,1.45804
201415,hhs5,1.2681833888415,1.33854
201416,hhs5,1.2131783723609,1.22855
201417,hhs5,1.0540952382859,1.21509
201418,hhs5,1.1527258795554,1.21623
201419,hhs5,1.0817887516959,1.2569
201420,hhs5,0.96806218907965,1.177
201421,hhs5,0.84014342913876,1.2187
201422,hhs5,0.75093709192067,0.754199
201423,hhs5,0.87151054055716,0.852767
201424,hhs5,0.71926279311245,0.813025
201425,hhs5,0.61948997285082,0.761923
201426,hhs5,0.75580465391355,0.761998
201427,hhs5,0.80443639820507,0.697358
201428,hhs5,0.5837267341191,0.528833
201429,hhs5,0.41638804969483,0.487223
201341,hhs6,2.460000038147,2.23693
201342,hhs6,2.6099998950958,2.43559
201343,hhs6,2.5599999427795,2.39649
201344,hhs6,2.5499999523163,2.51041
201345,hhs6,2.9700000286102,2.91517
201346,hhs6,3.4700000286102,3.29638
201347,hhs6,3.8199999332428,3.70307
201348,hhs6,4.3600001335144,4.39287
201349,hhs6,5.210000038147,4.94593
201350,hhs6,5.8000001907349,5.60209
201351,hhs6,7.0700001716614,8.00422
201352,hhs6,9.2127917081008,9.86221
201401,hhs6,8.738752572425,8.5737
201402,hhs6,6.7578615438324,6.94006
201403,hhs6,5.5924469385322,5.78707
201404,hhs6,5.2379179049403,5.30023
201405,hhs6,5.1290304557275,5.2044
201406,hhs6,4.4540423798125,4.56823
201407,hhs6,3.7955027621837,3.88266
201408,hhs6,3.726956316566,3.7722
201409,hhs6,3.3789952597143,3.59481
201410,hhs6,3.5282097900088,3.43723
201411,hhs6,3.048798071456,3.19107
201412,hhs6,2.930684781458,3.00339
201413,hhs6,2.7319753983873,2.85576
201414,hhs6,2.6157729725269,2.7703
201415,hhs6,2.7389248231004,2.87728
201416,hhs6,2.6005758170274,2.61257
201417,hhs6,2.5030827871476,2.46958
201418,hhs6,2.1144813843472,2.1299
201419,hhs6,2.1337373522091,2.13556
201420,hhs6,2.2717746190539,2.35974
201421,hhs6,2.1321714672975,2.23412
201422,hhs6,2.1757622239172,2.22923
201423,hhs6,1.942094407844,1.97798
201424,hhs6,1.6754670606742,1.74785
201425,hhs6,0.4663922531542,1.54353
201426,hhs6,2.222746789597,2.31159
201427,hhs6,1.4383074086808,1.52067
201428,hhs6,1.5391608508156,1.49204
201429,hhs6,1.4968105800213,1.40095
201341,hhs7,1.0199999809265,0.848308
201342,hhs7,0.80000001192093,0.708172
201343,hhs7,1.1799999475479,0.912239
201344,hhs7,0.70999997854233,0.796841
201345,hhs7,1.4500000476837,0.893907
201346,hhs7,0.98000001907349,0.864878
201347,hhs7,1.1799999475479,1.03842
201348,hhs7,1.210000038147,1.121
201349,hhs7,1.5900000333786,1.2566
201350,hhs7,1.7799999713898,1.52616
201351,hhs7,3.2599999904633,2.80787
201352,hhs7,4.7296169319704,4.4809
201401,hhs7,4.3816757359258,4.06436
201402,hhs7,3.5671796180273,3.04754
201403,hhs7,3.2206330039895,3.06195
201404,hhs7,3.6904479827298,2.95351
201405,hhs7,2.994567507721,2.75317
201406,hhs7,2.2575040079491,2.0535
201407,hhs7,1.721037841229,1.59839
201408,hhs7,1.4248259279632,1.38378
201409,hhs7,1.3953592579318,1.29389
201410,hhs7,1.227639491566,1.09709
201411,hhs7,1.5916099350388,1.36946
201412,hhs7,1.069327365167,0.989103
201413,hhs7,0.93861777575935,0.834714
201414,hhs7,1.1078041818835,0.988517
201415,hhs7,0.72925842623617,0.650163
201416,hhs7,0.7569100545516,0.623494
201417,hhs7,0.69234651974778,0.664668
201418,hhs7,0.61079449245792,0.526637
201419,hhs7,0.67473197898314,0.643012
201420,hhs7,0.51386534978265,0.47847
201421,hhs7,0.54533024661354,0.503571
201422,hhs7,0.62297169595579,0.509952
201423,hhs7,0.029175778431281,0.25283
201424,hhs7,0.12132890727723,0.154496
201425,hhs7,0.17161430094741,0.216845
201426,hhs7,0.066925365246132,0.148706
201427,hhs7,0.24717753023461,0.225714
201428,hhs7,0.11181076930021,0.136949
201429,hhs7,0.1528338431585,0.213722
201341,hhs8,0.46999999880791,0.735041
201342,hhs8,0.43999999761581,0.644746
201343,hhs8,0.81000000238419,0.811668
201344,hhs8,0.47999998927116,0.71632
201345,hhs8,0.55000001192093,0.753484
201346,hhs8,0.47999998927116,0.706757
201347,hhs8,0.95999997854233,0.953634
201348,hhs8,1.0099999904633,0.995917
201349,hhs8,1.5599999427795,1.52746
201350,hhs8,1.5599999427795,1.60235
201351,hhs8,2,2.00255
201352,hhs8,3.9051693980229,3.6625
201401,hhs8,3.0371988439643,2.96215
201402,hhs8,2.5963948899448,2.56638
201403,hhs8,2.2976634964502,2.25814
201404,hhs8,2.1174275152687,2.09262
201405,hhs8,1.8617516931133,1.78441
201406,hhs8,1.844201229323,1.76779
201407,hhs8,1.5479228037288,1.50211
201408,hhs8,1.6239011167257,1.50934
201409,hhs8,1.24608314655,1.2317
201410,hhs8,1.378887700824,1.37325
201411,hhs8,1.101819923717,1.12482
201412,hhs8,1.0157541583369,0.995314
201413,hhs8,0.95701961562798,0.906605
201414,hhs8,0.56973223354723,0.937978
201415,hhs8,0.91699426762026,0.903504
