model,season,region,score,oneWk,twoWk,threeWk,fourWk
Delphi-EmpiricalFuture,2013-2014,hhs2,mae,0.7082216189234666,0.7187867628206727,0.7263188330141304,0.7565952318367061
Delphi-EmpiricalFuture,2013-2014,hhs2,log,-3.9689791922431685,-3.9785330091946602,-3.983186833537722,-3.995379978770519
Delphi-EmpiricalTraj,2013-2014,hhs2,mae,0.7082216189234666,0.7187867628206727,0.7263188330141304,0.7565952318367061
Delphi-EmpiricalTraj,2013-2014,hhs2,log,-3.9689791922431685,-3.9785330091946602,-3.983186833537722,-3.995379978770519
Delphi-Stat,2013-2014,hhs2,mae,0.40521458031125845,0.45515235424919365,0.5371101211058331,0.5711113134658895
Delphi-Stat,2013-2014,hhs2,log,-3.099607102082633,-3.333031803395888,-3.5214565437171497,-3.6092503983452553
Delphi-Uniform,2013-2014,hhs2,mae,4.099960131503237,4.087879836090879,4.077317462867118,4.0546168216203
Delphi-Uniform,2013-2014,hhs2,log,-5.015917306777824,-5.0140758053062084,-5.012910124641665,-5.009672429820729
ReichLab-KCDE,2013-2014,hhs2,mae,0.40612136569839064,0.4636498355350562,0.5316232986523751,0.5810779664078531
ReichLab-KCDE,2013-2014,hhs2,log,-3.2865166614105417,-3.38044372959808,-3.4658796907508544,-3.6190084692457862
ReichLab-KDE,2013-2014,hhs2,mae,0.6274784888817266,0.6377558906867333,0.6727244740561032,0.7074778818768
ReichLab-KDE,2013-2014,hhs2,log,-3.7899485872449286,-3.802825390920892,-3.865792899617655,-3.879414228606344
ReichLab-SARIMA1,2013-2014,hhs2,mae,0.3616004346644911,0.4526670911258364,0.5171484710060636,0.5797095248269668
ReichLab-SARIMA1,2013-2014,hhs2,log,-3.221523310684773,-3.397227526700706,-3.508472633037644,-3.622930326260257
ReichLab-SARIMA2,2013-2014,hhs2,mae,0.3741839563173696,0.4642174948301515,0.5582968714238636,0.6177549418979909
ReichLab-SARIMA2,2013-2014,hhs2,log,-3.2501497655679956,-3.367495052465997,-3.5261466420265264,-3.606323530824697
CU-BMA,2013-2014,hhs3,mae,0.4944342909897572,0.5462269138813821,0.5977257315641251,0.6225289609569465
CU-BMA,2013-2014,hhs3,log,-3.921680675707488,-3.975058800360813,-3.9847531836668506,-4.281630334792949
CU-EAKFC,2013-2014,hhs3,mae,0.3796419154040357,0.4519631877440607,0.5376268984623892,0.5845890134198751
CU-EAKFC,2013-2014,hhs3,log,-2.9972171608378906,-3.098970293067986,-4.039363921424034,-3.5596085433815996
Delphi-BasisRegression,2013-2014,hhs3,mae,0.5103929184846304,0.5778223231509032,0.576578962944885,0.5698236193539563
Delphi-BasisRegression,2013-2014,hhs3,log,-4.725138274348033,-4.729897213369038,-4.731773860607111,-4.733707222695331
Delphi-DeltaDensity1,2013-2014,hhs3,mae,0.2880307564224607,0.39474364995486455,0.428790946300606,0.49662796172655266
Delphi-DeltaDensity1,2013-2014,hhs3,log,-2.7861317734484636,-2.9648757238210126,-3.0160898018097266,-3.0387045147039897
Delphi-DeltaDensity2,2013-2014,hhs3,mae,0.3240531186414485,0.40058006349400616,0.46387897069629486,0.5535269927433709
Delphi-DeltaDensity2,2013-2014,hhs3,log,-3.6004254375773983,-3.158734888046187,-3.106670688102717,-3.1379354375757167
Delphi-EmpiricalBayes1,2013-2014,hhs3,mae,0.31304976256676975,0.5402540304884872,0.7050241132215637,0.8553375404490111
Delphi-EmpiricalBayes1,2013-2014,hhs3,log,-3.1986035614492705,-3.9879215306016498,-4.000832207561203,-4.131600964141255
Delphi-EmpiricalBayes2,2013-2014,hhs3,mae,0.552531759328697,0.6861222170897028,0.8213452703384364,0.895285536514896
Delphi-EmpiricalBayes2,2013-2014,hhs3,log,-4.316432381978197,-4.878417506458851,-5.648517580953015,-5.9038801373692396
Delphi-EmpiricalFuture,2013-2014,hhs3,mae,0.48454507936600605,0.47789012549804843,0.47507635489478783,0.47036399164751386
Delphi-EmpiricalFuture,2013-2014,hhs3,log,-3.676131552085315,-3.652245647282324,-3.622553711056728,-3.6041840097775295
Delphi-EmpiricalTraj,2013-2014,hhs3,mae,0.48454507936600605,0.47789012549804843,0.47507635489478783,0.47036399164751386
Delphi-EmpiricalTraj,2013-2014,hhs3,log,-3.676131552085315,-3.652245647282324,-3.622553711056728,-3.6041840097775295
Delphi-Stat,2013-2014,hhs3,mae,0.2883323315883002,0.36856055217839223,0.41114106825794444,0.48043713340817124
Delphi-Stat,2013-2014,hhs3,log,-2.8000964517899027,-2.993558262543668,-3.056045326395846,-3.063784767956846
Delphi-Uniform,2013-2014,hhs3,mae,4.679379150859582,4.6757545000219265,4.673490963548643,4.677869509392277
Delphi-Uniform,2013-2014,hhs3,log,-5.096122962574501,-5.095456637979009,-5.094790313383515,-5.0960154569688605
ReichLab-KCDE,2013-2014,hhs3,mae,0.3009074450909719,0.4075219769525219,0.4323210981352688,0.5566971581877906
ReichLab-KCDE,2013-2014,hhs3,log,-2.6924064272461474,-2.982295337699758,-2.938202817428382,-3.0877776028313626
ReichLab-KDE,2013-2014,hhs3,mae,0.6017222223930535,0.5956955340939167,0.5802334502417534,0.5583151121220921
ReichLab-KDE,2013-2014,hhs3,log,-3.311396842669517,-3.307352954717913,-3.2955939422237663,-3.2649168440850924
ReichLab-SARIMA1,2013-2014,hhs3,mae,0.2773306085624485,0.3440666730018485,0.39533565516225455,0.45397213523033225
ReichLab-SARIMA1,2013-2014,hhs3,log,-2.7145569997851138,-2.9904162691334832,-3.1186281935263054,-3.230138379980218
ReichLab-SARIMA2,2013-2014,hhs3,mae,0.40994209280665456,0.44014710632249693,0.5755440413043152,0.6130205067863566
ReichLab-SARIMA2,2013-2014,hhs3,log,-2.9789601561917562,-3.1113262526217014,-3.253837958835002,-3.3118440272438683
CU-BMA,2013-2014,hhs4,mae,0.5343387119143872,0.48279302998740553,0.616223583244768,0.7100714314920306
CU-BMA,2013-2014,hhs4,log,-2.825228779241375,-2.9405699992531065,-3.200019329346765,-3.309148705392549
CU-EAKFC,2013-2014,hhs4,mae,0.4832190822761299,0.567367456240775,0.6315500406448818,0.6565049844500004
CU-EAKFC,2013-2014,hhs4,log,-4.4891506136637975,-4.593093957060907,-5.206763390599784,-5.217226126789176
Delphi-BasisRegression,2013-2014,hhs4,mae,0.39192528125988857,0.4487673716646482,0.48262426234507916,0.5021194657469419
Delphi-BasisRegression,2013-2014,hhs4,log,-4.731219645676091,-4.734589400903838,-4.737032563474066,-4.739302503026638
Delphi-DeltaDensity1,2013-2014,hhs4,mae,0.21546570589242298,0.2901483756939821,0.33813933430122184,0.3713806278568457
Delphi-DeltaDensity1,2013-2014,hhs4,log,-2.218024021986082,-2.509650546491755,-2.6999204732556623,-2.7550657073416787
Delphi-DeltaDensity2,2013-2014,hhs4,mae,0.34608314576421695,0.51512718491273,0.5124745977975864,0.6546514238993426
Delphi-DeltaDensity2,2013-2014,hhs4,log,-2.9270296130261646,-3.045776349147949,-3.034362031446931,-3.0586828608079535
Delphi-EmpiricalBayes1,2013-2014,hhs4,mae,0.3087163825717934,0.40701413161686323,0.518943154166534,0.6804079386518432
Delphi-EmpiricalBayes1,2013-2014,hhs4,log,-3.1250801338658856,-3.566845193967652,-4.10560587648598,-4.384596872402227
Delphi-EmpiricalBayes2,2013-2014,hhs4,mae,0.4965628541897497,0.5752282418403336,0.6741826626288177,0.6880217618194379
Delphi-EmpiricalBayes2,2013-2014,hhs4,log,-4.877162669086806,-5.1508920956844975,-5.598366827561076,-5.8613028888284635
Delphi-EmpiricalFuture,2013-2014,hhs4,mae,0.6007252150041982,0.6030218508635035,0.6040442029670373,0.5997005147166893
Delphi-EmpiricalFuture,2013-2014,hhs4,log,-3.60122548938571,-3.5805793618229673,-3.556765891347811,-3.5323728317319865
Delphi-EmpiricalTraj,2013-2014,hhs4,mae,0.6007252150041982,0.6030218508635035,0.6040442029670373,0.5997005147166893
Delphi-EmpiricalTraj,2013-2014,hhs4,log,-3.60122548938571,-3.5805793618229673,-3.556765891347811,-3.5323728317319865
Delphi-Stat,2013-2014,hhs4,mae,0.2509705086549778,0.3363593598497235,0.37208446814536267,0.41299743712436476
Delphi-Stat,2013-2014,hhs4,log,-2.2874630448585753,-2.5480513022888194,-2.731111393917935,-2.827411341172586
Delphi-Uniform,2013-2014,hhs4,mae,4.8181139571453615,4.826471199065272,4.834337781848583,4.850802682220142
Delphi-Uniform,2013-2014,hhs4,log,-5.125426197673465,-5.126559917193854,-5.128252455704093,-5.131641920698417
ReichLab-KCDE,2013-2014,hhs4,mae,0.19801140496933028,0.2512127264240484,0.2842796705517566,0.3211566759582415
ReichLab-KCDE,2013-2014,hhs4,log,-2.60137000608197,-2.6568119619040296,-2.7358484697942504,-2.7816780865234776
ReichLab-KDE,2013-2014,hhs4,mae,0.5476716818618931,0.5454929636144831,0.5511467285357925,0.5446574516254065
ReichLab-KDE,2013-2014,hhs4,log,-3.1867997376755297,-3.1685138166176205,-3.1407755684936465,-3.114470025373386
ReichLab-SARIMA1,2013-2014,hhs4,mae,0.20865822525290845,0.303880016262733,0.3682360879578433,0.4228785508967361
ReichLab-SARIMA1,2013-2014,hhs4,log,-2.3645234911316817,-2.6381795360496234,-2.8132530948431285,-2.9218919923095172
ReichLab-SARIMA2,2013-2014,hhs4,mae,0.2657981436734922,0.3193965007706858,0.3537759135820992,0.41886141974172164
ReichLab-SARIMA2,2013-2014,hhs4,log,-2.4666200731526358,-2.641432654119385,-2.7917985799035314,-2.8837216475793084
CU-BMA,2013-2014,hhs5,mae,0.4445100497418214,0.43917554683495713,0.5181403757756284,0.5947080182285799
CU-BMA,2013-2014,hhs5,log,-2.8398698884898734,-3.183179326040514,-3.6074468877523516,-3.9742624251293805
CU-EAKFC,2013-2014,hhs5,mae,0.39877478218823575,0.4600918130132571,0.539829918793993,0.6525826224176797
CU-EAKFC,2013-2014,hhs5,log,-3.356086011356218,-3.2474081740978553,-3.558569142245385,-4.0714106336312375
Delphi-BasisRegression,2013-2014,hhs5,mae,0.35415968807128,0.3842555690285752,0.3988125129749122,0.39751304734707943
Delphi-BasisRegression,2013-2014,hhs5,log,-4.7181335676487866,-4.720279027855794,-4.7209420330243645,-4.721078357230402
Delphi-DeltaDensity1,2013-2014,hhs5,mae,0.24109743318254054,0.35072624352401766,0.39558699244553025,0.3997252134552692
Delphi-DeltaDensity1,2013-2014,hhs5,log,-2.524063953068526,-2.6886977653898705,-2.7848408637106767,-2.8430497801082275
Delphi-DeltaDensity2,2013-2014,hhs5,mae,0.25652670009846185,0.3640953947195933,0.41768699048506963,0.4340956376397724
Delphi-DeltaDensity2,2013-2014,hhs5,log,-3.6309948559038165,-3.949246901852789,-3.956365300668155,-3.654539626475928
Delphi-EmpiricalBayes1,2013-2014,hhs5,mae,0.5043087890606193,0.8430661617518177,1.0200530501685428,1.0782353002197038
Delphi-EmpiricalBayes1,2013-2014,hhs5,log,-5.397993242920312,-6.277023508763493,-6.112947749034011,-6.725065783987162
Delphi-EmpiricalBayes2,2013-2014,hhs5,mae,0.4828386959905561,0.5447585237785824,0.5768837752760733,0.6589109373764163
Delphi-EmpiricalBayes2,2013-2014,hhs5,log,-7.394251720486009,-7.29496168123723,-7.354623084384602,-7.9625876888415466
Delphi-EmpiricalFuture,2013-2014,hhs5,mae,0.4202863798527769,0.42200332235595694,0.4292883541687546,0.4337759907537643
Delphi-EmpiricalFuture,2013-2014,hhs5,log,-3.570859887872103,-3.540087267876358,-3.5112475041906883,-3.4857209020259274
Delphi-EmpiricalTraj,2013-2014,hhs5,mae,0.4202863798527769,0.42200332235595694,0.4292883541687546,0.4337759907537643
Delphi-EmpiricalTraj,2013-2014,hhs5,log,-3.570859887872103,-3.540087267876358,-3.5112475041906883,-3.4857209020259274
Delphi-Stat,2013-2014,hhs5,mae,0.2436395576189335,0.34477221284911447,0.39365798813197855,0.41442295509063715
Delphi-Stat,2013-2014,hhs5,log,-2.579643732656054,-2.7624014018904184,-2.8376828378820633,-2.918396150464651
Delphi-Uniform,2013-2014,hhs5,mae,4.836357953095614,4.8449925743621325,4.8490530373624665,4.8582017644138205
Delphi-Uniform,2013-2014,hhs5,log,-5.113624349303502,-5.115316887813742,-5.115749510145327,-5.117407276062256
ReichLab-KCDE,2013-2014,hhs5,mae,0.2579549359899169,0.3570134427202294,0.40616969682036375,0.40633159508111566
ReichLab-KCDE,2013-2014,hhs5,log,-2.4851763545672267,-2.9484003920286606,-3.1680180918072525,-3.33157195281724
ReichLab-KDE,2013-2014,hhs5,mae,0.4801491727535201,0.496045314130282,0.4940087390543208,0.5033066570250513
ReichLab-KDE,2013-2014,hhs5,log,-3.326838209457712,-3.3285460743518147,-3.3008332374153126,-3.317726988033014
ReichLab-SARIMA1,2013-2014,hhs5,mae,0.21341019760895266,0.27401828222211816,0.30815491371327214,0.340697090526517
ReichLab-SARIMA1,2013-2014,hhs5,log,-2.4056325348196004,-2.698838526908667,-2.894077690348109,-2.9541006956484295
ReichLab-SARIMA2,2013-2014,hhs5,mae,0.18141994890478907,0.24893473282123577,0.2928214779963546,0.3317676235820492
ReichLab-SARIMA2,2013-2014,hhs5,log,-2.4271393071330927,-2.6796137252894137,-2.8143560986140996,-2.889190001841765
CU-BMA,2013-2014,hhs6,mae,0.7682369499486427,0.8305301770744429,0.9810158104903749,1.0965538124526426
CU-BMA,2013-2014,hhs6,log,-4.03135881640806,-4.338144009311459,-4.252695728043235,-4.363852204800849
CU-EAKFC,2013-2014,hhs6,mae,0.7524190061973427,0.9261896384947287,1.066239185875575,1.1400679268195644
CU-EAKFC,2013-2014,hhs6,log,-4.490858781475393,-4.430333071615311,-4.591474794851086,-4.712202675686169
Delphi-BasisRegression,2013-2014,hhs6,mae,0.8430305456872365,0.9263383227319667,0.9979616294134668,1.0397124186705091
Delphi-BasisRegression,2013-2014,hhs6,log,-4.679986725138733,-4.685813987463199,-4.690241574074485,-4.691939348859885
Delphi-DeltaDensity1,2013-2014,hhs6,mae,0.43023549665094546,0.7129663769745386,0.8333193122028446,0.873028593457927
Delphi-DeltaDensity1,2013-2014,hhs6,log,-3.034700753720877,-3.4909240768388328,-3.6336037410291797,-3.748395440190523
Delphi-DeltaDensity2,2013-2014,hhs6,mae,0.49606675341440626,0.7516179271302396,0.9797961456197352,1.1795256502190505
Delphi-DeltaDensity2,2013-2014,hhs6,log,-3.458835270264857,-3.4940948249257526,-3.5616255019992007,-3.744240102828095
Delphi-EmpiricalBayes1,2013-2014,hhs6,mae,0.6758727449256061,1.0178058924141122,1.098651849108612,0.8815533629760891
Delphi-EmpiricalBayes1,2013-2014,hhs6,log,-4.160585462060201,-4.719510782099208,-5.027430651427162,-5.0130878336361135
Delphi-EmpiricalBayes2,2013-2014,hhs6,mae,0.6086333675247333,0.6492307933679666,0.6889228557719939,0.7056221136628242
Delphi-EmpiricalBayes2,2013-2014,hhs6,log,-4.568373937123913,-4.573286561867194,-4.710234273555059,-4.625901951932624
Delphi-EmpiricalFuture,2013-2014,hhs6,mae,1.3121429404503027,1.3149382567655785,1.3222824441638847,1.323199730171097
Delphi-EmpiricalFuture,2013-2014,hhs6,log,-4.189347254047436,-4.1805850794650405,-4.172731631460094,-4.152092777656755
Delphi-EmpiricalTraj,2013-2014,hhs6,mae,1.3121429404503027,1.3149382567655785,1.3222824441638847,1.323199730171097
Delphi-EmpiricalTraj,2013-2014,hhs6,log,-4.189347254047436,-4.1805850794650405,-4.172731631460094,-4.152092777656755
Delphi-Stat,2013-2014,hhs6,mae,0.4118458956184829,0.6609540923484107,0.8393153973557514,0.8610454837433196
Delphi-Stat,2013-2014,hhs6,log,-3.071171264591705,-3.4165067396270503,-3.59227928526819,-3.693901700197361
Delphi-Uniform,2013-2014,hhs6,mae,2.988627007378539,2.988861994093566,3.002729927907381,3.0215096115971387
Delphi-Uniform,2013-2014,hhs6,log,-4.930008978250718,-4.930008978250718,-4.931951852073911,-4.934333483886588
ReichLab-KCDE,2013-2014,hhs6,mae,0.41315506694450943,0.6734290482700815,0.7589086878570469,0.8400756191238689
ReichLab-KCDE,2013-2014,hhs6,log,-3.316500637131465,-3.6184837227509514,-3.766972175708653,-3.8541816189585907
ReichLab-KDE,2013-2014,hhs6,mae,1.60651831950178,1.6204867206444729,1.5860903085085234,1.5539556914518433
ReichLab-KDE,2013-2014,hhs6,log,-4.56837479268368,-4.563437035861624,-4.580314661818744,-4.501525436440813
ReichLab-SARIMA1,2013-2014,hhs6,mae,0.526295777687,0.8571194934342454,1.081935154166018,1.2874687772346365
ReichLab-SARIMA1,2013-2014,hhs6,log,-3.624314738312342,-3.9792088217814676,-4.145150857370686,-4.318488861475266
ReichLab-SARIMA2,2013-2014,hhs6,mae,0.4683764917993152,0.6647777699823849,0.790608868812709,0.8988338099031757
ReichLab-SARIMA2,2013-2014,hhs6,log,-3.6689239794188766,-3.875764046565698,-4.012030417019369,-4.100117679680909
CU-BMA,2013-2014,hhs7,mae,0.7062009875275111,0.8197455585375996,0.9522244110662825,0.8966747963453017
CU-BMA,2013-2014,hhs7,log,-3.607233559114788,-3.7403951158263316,-3.812458627090635,-3.775264150554736
CU-EAKFC,2013-2014,hhs7,mae,0.5442609990218583,0.7279076480783572,0.6935365827382404,0.7029022168426121
CU-EAKFC,2013-2014,hhs7,log,-4.994544581513258,-4.821032944515645,-5.6196941117935335,-5.909629001062518
Delphi-BasisRegression,2013-2014,hhs7,mae,0.5070833777240717,0.5452012867506116,0.5631400628202778,0.5618567615590374
Delphi-BasisRegression,2013-2014,hhs7,log,-4.753083400977507,-4.75762564284931,-4.760331360065098,-4.762370008816085
Delphi-DeltaDensity1,2013-2014,hhs7,mae,0.3368906067080004,0.42185689722181935,0.45155741287668383,0.48306311253801154
Delphi-DeltaDensity1,2013-2014,hhs7,log,-2.608342751662191,-2.786516443708427,-2.927108364999822,-2.9614161435940356
Delphi-DeltaDensity2,2013-2014,hhs7,mae,0.4149042676801446,0.5689991553113534,0.6661851993784216,0.7529509231596013
Delphi-DeltaDensity2,2013-2014,hhs7,log,-4.115912369923829,-3.9457321123153606,-3.9807489469964517,-3.959999428924079
Delphi-EmpiricalBayes1,2013-2014,hhs7,mae,0.5660363819607601,0.7461607394664382,0.8391236985068501,0.8478631752842577
Delphi-EmpiricalBayes1,2013-2014,hhs7,log,-4.20457593457534,-3.726987314174274,-4.109942852631267,-4.3342194279950546
Delphi-EmpiricalBayes2,2013-2014,hhs7,mae,0.6787477697972755,0.9031122972498521,0.9657921033806945,0.8690237661369209
Delphi-EmpiricalBayes2,2013-2014,hhs7,log,-4.290880609127423,-4.568966803394842,-4.619926959938314,-4.642588306348366
Delphi-EmpiricalFuture,2013-2014,hhs7,mae,0.5425255671990128,0.5398592969805605,0.5399997343999807,0.5379802698708338
Delphi-EmpiricalFuture,2013-2014,hhs7,log,-3.5810402307041014,-3.544945134309472,-3.502239398146167,-3.4796191168280086
Delphi-EmpiricalTraj,2013-2014,hhs7,mae,0.5425255671990128,0.5398592969805605,0.5399997343999807,0.5379802698708338
Delphi-EmpiricalTraj,2013-2014,hhs7,log,-3.5810402307041014,-3.544945134309472,-3.502239398146167,-3.4796191168280086
Delphi-Stat,2013-2014,hhs7,mae,0.30992446032444954,0.4044396970138295,0.46046339425185406,0.5086687818507488
Delphi-Stat,2013-2014,hhs7,log,-2.7023190378831314,-2.8602839999619434,-2.985140081455865,-3.021093357927862
Delphi-Uniform,2013-2014,hhs7,mae,5.073080587678663,5.0833226154728735,5.097099416528657,5.120058539509842
Delphi-Uniform,2013-2014,hhs7,log,-5.16692147130825,-5.168727760320222,-5.171791868201844,-5.176761049976643
ReichLab-KCDE,2013-2014,hhs7,mae,0.34202377560278036,0.42094312889936947,0.41604314241051554,0.4235563230829621
ReichLab-KCDE,2013-2014,hhs7,log,-2.7453102663690707,-2.782809585206877,-2.9193843016041057,-2.96996108271233
ReichLab-KDE,2013-2014,hhs7,mae,0.5910693021083813,0.5993524849918419,0.5859981345559973,0.5896775404708461
ReichLab-KDE,2013-2014,hhs7,log,-3.2375775784277354,-3.2149962008610435,-3.1800483699967286,-3.1872465806758337
ReichLab-SARIMA1,2013-2014,hhs7,mae,0.2992472894551276,0.3939944410790012,0.4957969855045651,0.5615520512051394
ReichLab-SARIMA1,2013-2014,hhs7,log,-2.6615438849262367,-2.867593417297266,-3.0235364868942436,-3.176686646489507
ReichLab-SARIMA2,2013-2014,hhs7,mae,0.3628836530914912,0.47379855162660484,0.5719446176785028,0.6377996132215256
ReichLab-SARIMA2,2013-2014,hhs7,log,-2.687883749211379,-2.8615941868720842,-2.9702722925543767,-3.015212645971665
CU-BMA,2013-2014,hhs8,mae,0.44571470858510615,0.5535133413188306,0.6460351017498641,0.7116058903233433
CU-BMA,2013-2014,hhs8,log,-3.3369902753941143,-3.7678587388323086,-3.6839616734415324,-3.561748690734557
CU-EAKFC,2013-2014,hhs8,mae,0.3597995384529053,0.4248818779107499,0.6085355621645336,0.6886428933477386
CU-EAKFC,2013-2014,hhs8,log,-3.929049898448981,-4.122498964905967,-4.241616124742027,-4.603971939806049
Delphi-BasisRegression,2013-2014,hhs8,mae,0.29818524325131973,0.3426845729087479,0.3496170964782661,0.35542742430305974
Delphi-BasisRegression,2013-2014,hhs8,log,-4.742844222929322,-4.7452249498665395,-4.745671794666821,-4.746591284777148
Delphi-DeltaDensity1,2013-2014,hhs8,mae,0.22839717578533483,0.2793445221360587,0.3323218310770066,0.33353467139349485
Delphi-DeltaDensity1,2013-2014,hhs8,log,-2.479528834421225,-2.5673727234543873,-2.716630847140211,-2.7264830432246754
Delphi-DeltaDensity2,2013-2014,hhs8,mae,0.3042244263027197,0.3854848689860691,0.4523138399591715,0.525402260283687
Delphi-DeltaDensity2,2013-2014,hhs8,log,-4.45118034148053,-3.455187084522972,-3.2269622199802477,-3.2887388196649456
Delphi-EmpiricalBayes1,2013-2014,hhs8,mae,0.2694488143797397,0.32761841324447155,0.3826204600066206,0.4300790069990257
Delphi-EmpiricalBayes1,2013-2014,hhs8,log,-2.896382358991796,-2.965894099880548,-3.0463220596909437,-3.347307812205248
Delphi-EmpiricalBayes2,2013-2014,hhs8,mae,0.4281746810711809,0.5826492734123829,0.7276579074774964,0.8153089086223076
Delphi-EmpiricalBayes2,2013-2014,hhs8,log,-3.5214508931498187,-3.9624098403317376,-4.3302267072400165,-4.574417789855537
Delphi-EmpiricalFuture,2013-2014,hhs8,mae,0.46022048001427973,0.46291299263240615,0.46002999431051883,0.4635372408899276
Delphi-EmpiricalFuture,2013-2014,hhs8,log,-3.402981904367226,-3.3690175450738837,-3.3387894483186034,-3.3068269388395812
Delphi-EmpiricalTraj,2013-2014,hhs8,mae,0.46022048001427973,0.46291299263240615,0.46002999431051883,0.4635372408899276
Delphi-EmpiricalTraj,2013-2014,hhs8,log,-3.402981904367226,-3.3690175450738837,-3.3387894483186034,-3.3068269388395812
Delphi-Stat,2013-2014,hhs8,mae,0.24326573270771504,0.292629723818327,0.3481199258731474,0.344688695353201
Delphi-Stat,2013-2014,hhs8,log,-2.530365141979785,-2.6010473597887644,-2.747088403455057,-2.7697785874207854
Delphi-Uniform,2013-2014,hhs8,mae,5.2291286627638485,5.234620465686757,5.24082837645578,5.2479271904824305
Delphi-Uniform,2013-2014,hhs8,log,-5.178455122208386,-5.179560314031555,-5.1807706059198395,-5.182576894931811
ReichLab-KCDE,2013-2014,hhs8,mae,0.24986017892423845,0.29719691225783534,0.32416729430894053,0.3274882589047044
ReichLab-KCDE,2013-2014,hhs8,log,-2.5457897452542984,-2.7011889757961836,-2.8519701992771798,-2.9307988318506717
ReichLab-KDE,2013-2014,hhs8,mae,0.404124604080407,0.4220409896303369,0.411757146164379,0.420650243197811
ReichLab-KDE,2013-2014,hhs8,log,-3.2435807411994495,-3.2155399883063676,-3.228768282691741,-3.2187575475044725
ReichLab-SARIMA1,2013-2014,hhs8,mae,0.23314767369088998,0.2846990787609,0.3531760839902957,0.3782672967669276
ReichLab-SARIMA1,2013-2014,hhs8,log,-2.674486081947241,-2.9194398100780994,-3.0697157670741695,-3.128858628776968
ReichLab-SARIMA2,2013-2014,hhs8,mae,0.25918568034931366,0.3373838095998285,0.4042925213623352,0.4274739535693906
ReichLab-SARIMA2,2013-2014,hhs8,log,-2.681319640837289,-2.8844303154843316,-3.0204398298696455,-3.0486873461718322
CU-BMA,2013-2014,hhs9,mae,0.46385093240159275,0.5145943147175464,0.5326084225331499,0.6604403780596036
CU-BMA,2013-2014,hhs9,log,-3.6727128499078465,-4.058365008622049,-3.8552398397834056,-4.0840287278981275
CU-EAKFC,2013-2014,hhs9,mae,0.46834476350313575,0.47874003759913225,0.5431064246809857,0.6081241909124107
CU-EAKFC,2013-2014,hhs9,log,-4.085849778242675,-4.222264296759787,-4.340898071398023,-4.261483363381849
Delphi-BasisRegression,2013-2014,hhs9,mae,0.36544386470804857,0.41059550625567887,0.44144580965094243,0.45687842468443035
Delphi-BasisRegression,2013-2014,hhs9,log,-4.687579647448124,-4.688767221236403,-4.689767481450075,-4.69018866863429
Delphi-DeltaDensity1,2013-2014,hhs9,mae,0.5890917040461637,0.5622046939821455,0.5295352679148213,0.5432136009087152
Delphi-DeltaDensity1,2013-2014,hhs9,log,-3.727871062590884,-3.5355106912062384,-3.476177045962277,-3.466940737471464
Delphi-DeltaDensity2,2013-2014,hhs9,mae,0.5940816672324061,0.6731750254535516,0.7233184861342272,0.7920741490284203
Delphi-DeltaDensity2,2013-2014,hhs9,log,-5.377093358654881,-4.271639905816525,-3.877613552858854,-3.8573602280444628
Delphi-EmpiricalBayes1,2013-2014,hhs9,mae,0.5095770476858911,0.5704245863408547,0.5928075552573424,0.6331147512974908
Delphi-EmpiricalBayes1,2013-2014,hhs9,log,-3.8462848625884933,-3.884766883448418,-4.305310895181029,-4.482500684846473
Delphi-EmpiricalBayes2,2013-2014,hhs9,mae,0.43688132546856967,0.5855398467764,0.6237408033037728,0.6570188666878
Delphi-EmpiricalBayes2,2013-2014,hhs9,log,-3.5880837553299036,-4.396719115326843,-4.425516518490025,-4.756379547640762
Delphi-EmpiricalFuture,2013-2014,hhs9,mae,0.3591585593498303,0.3596896265935334,0.3581270625732273,0.3597804849140363
Delphi-EmpiricalFuture,2013-2014,hhs9,log,-3.7215942690736816,-3.7161550914368013,-3.701775356687246,-3.6863634765584927
Delphi-EmpiricalTraj,2013-2014,hhs9,mae,0.3591585593498303,0.3596896265935334,0.3581270625732273,0.3597804849140363
Delphi-EmpiricalTraj,2013-2014,hhs9,log,-3.7215942690736816,-3.7161550914368013,-3.701775356687246,-3.6863634765584927
Delphi-Stat,2013-2014,hhs9,mae,0.5297285754486829,0.5234381340755035,0.5178997083723555,0.5538052609870382
Delphi-Stat,2013-2014,hhs9,log,-3.385451546551246,-3.4948809994737178,-3.4397830675269745,-3.4828042523665843
Delphi-Uniform,2013-2014,hhs9,mae,3.984892283589358,3.9798157618001997,3.9765884555435123,3.974495990609376
Delphi-Uniform,2013-2014,hhs9,log,-5.015708408201905,-5.014688012083825,-5.013667615965745,-5.013236984082214
ReichLab-KCDE,2013-2014,hhs9,mae,0.5381904527641346,0.6256144950908282,0.6140603845836436,0.7014976793903376
ReichLab-KCDE,2013-2014,hhs9,log,-3.4362988001426396,-3.5783433859109763,-3.618386867681186,-3.698963436616559
ReichLab-KDE,2013-2014,hhs9,mae,0.35894279981054,0.37720029822184326,0.3922346595660599,0.40204912728772657
ReichLab-KDE,2013-2014,hhs9,log,-3.6005087631474124,-3.582651639141373,-3.5927672257572785,-3.5847932290223268
ReichLab-SARIMA1,2013-2014,hhs9,mae,0.5699084953310608,0.6621246434005817,0.7060145827334334,0.7781835775355395
ReichLab-SARIMA1,2013-2014,hhs9,log,-3.4966222214231992,-3.5744110352066003,-3.6601071936323453,-3.7257781276418966
