model,season,region,score,oneWk,twoWk,threeWk,fourWk
ReichLab-KDE,2011-2012,hhs2,log,-3.3705791803672556,-3.379022309616097,-3.381549428311346,-3.3831319195025182
ReichLab-SARIMA1,2011-2012,hhs2,mae,0.13887501396238,0.18090322517578525,0.1959666697184183,0.24375862212016025
ReichLab-SARIMA1,2011-2012,hhs2,log,-2.417659083133614,-2.674316475956929,-2.817878209875473,-2.9160256978894505
ReichLab-SARIMA2,2011-2012,hhs2,mae,0.1651875022798706,0.2623225754307084,0.3014999961852983,0.3436896550244224
ReichLab-SARIMA2,2011-2012,hhs2,log,-2.4883172715335964,-2.674317889035638,-2.8076513979280873,-2.8697156788747504
CU-BMA,2011-2012,hhs3,mae,0.43721428854125344,0.398142858062475,0.5478888962004036,0.7552307752462656
CU-BMA,2011-2012,hhs3,log,-3.073767214856376,-3.6016043371397037,-4.2014977400879605,-4.802020032553025
CU-EAKFC,2011-2012,hhs3,mae,0.25149999431201076,0.32857142942292494,0.38337037563324816,0.49015385370988845
CU-EAKFC,2011-2012,hhs3,log,-3.1063131387611795,-3.1834561901068126,-3.318920039474723,-3.3563481644372404
Delphi-BasisRegression,2011-2012,hhs3,mae,0.527718754112725,0.6689032308517032,0.7860000117619969,0.8792069098045207
Delphi-BasisRegression,2011-2012,hhs3,log,-4.748869066982328,-4.758438371977424,-4.767301705994553,-4.775306802015827
Delphi-DeltaDensity1,2011-2012,hhs3,mae,0.23728124648332496,0.32309678446862583,0.45086666901906997,0.5698965607018448
Delphi-DeltaDensity1,2011-2012,hhs3,log,-2.477465138590089,-2.8033454747466733,-2.9696854799179753,-3.143297934802434
Delphi-DeltaDensity2,2011-2012,hhs3,mae,0.23284375369547497,0.24677419662474187,0.24920000871022102,0.23858620956026555
Delphi-DeltaDensity2,2011-2012,hhs3,log,-2.7108789058491944,-2.636221336499028,-2.7345222727515544,-2.823906132682598
Delphi-EmpiricalBayes1,2011-2012,hhs3,mae,0.18071873635053126,0.24438709905070333,0.28313334306081006,0.37293104221081036
Delphi-EmpiricalBayes1,2011-2012,hhs3,log,-2.5314390098000357,-2.815124125677073,-2.8222775026943188,-3.4933775199936306
Delphi-EmpiricalBayes2,2011-2012,hhs3,mae,0.8570937484502875,1.2780000071371875,1.75733334064485,2.147275871243983
Delphi-EmpiricalBayes2,2011-2012,hhs3,log,-5.116869160624817,-6.593995253672364,-7.2951331271756015,-7.666931532489137
Delphi-EmpiricalFuture,2011-2012,hhs3,mae,0.8747187554836372,0.889290329717832,0.9073333406448497,0.9231379402094998
Delphi-EmpiricalFuture,2011-2012,hhs3,log,-3.96386311774564,-3.9618673049308124,-3.957481711587541,-3.951684998140203
Delphi-EmpiricalTraj,2011-2012,hhs3,mae,0.8747187554836372,0.889290329717832,0.9073333406448497,0.9231379402094998
Delphi-EmpiricalTraj,2011-2012,hhs3,log,-3.96386311774564,-3.9618673049308124,-3.957481711587541,-3.951684998140203
Delphi-Stat,2011-2012,hhs3,mae,0.20635200220122848,0.26969256564534794,0.3849180683055698,0.5571965661674876
Delphi-Stat,2011-2012,hhs3,log,-2.5279145537849543,-2.8104862560275605,-2.968812460539021,-3.127399959852198
Delphi-Uniform,2011-2012,hhs3,mae,5.088781255483636,5.079612910362993,5.06733334064485,5.059344836761224
Delphi-Uniform,2011-2012,hhs3,log,-5.144251439065584,-5.142688510438994,-5.141021386570631,-5.139691517976323
ReichLab-KCDE,2011-2012,hhs3,mae,0.17921874374150626,0.21580645345871624,0.24019999821980995,0.2707931099266862
ReichLab-KCDE,2011-2012,hhs3,log,-2.409957191456707,-2.5796455565189196,-2.608190428304979,-2.590771563127917
ReichLab-KDE,2011-2012,hhs3,mae,1.0645172505543277,1.087642866373075,1.1197407484054704,1.1438461597149345
ReichLab-KDE,2011-2012,hhs3,log,-3.61247341256683,-3.652421483649558,-3.6831961223763434,-3.714556339763166
ReichLab-SARIMA1,2011-2012,hhs3,mae,0.21990624666213124,0.22645161844067105,0.23959999561309003,0.22382757334873454
ReichLab-SARIMA1,2011-2012,hhs3,log,-2.5461436888765947,-2.7161310583052884,-2.8102234795357526,-2.863619051357135
ReichLab-SARIMA2,2011-2012,hhs3,mae,0.22671875059604374,0.2856774207084387,0.3783333396911634,0.48403448154187245
ReichLab-SARIMA2,2011-2012,hhs3,log,-2.73747218664751,-2.925320719952692,-3.067527051304938,-3.15964094638142
CU-BMA,2011-2012,hhs4,mae,0.3659285817827536,0.31717857888766426,0.4251481488899,0.56626923817855
CU-BMA,2011-2012,hhs4,log,-2.872361570637602,-3.2396523326520383,-3.316049374714089,-3.700446422298917
CU-EAKFC,2011-2012,hhs4,mae,0.257571426459725,0.3171071350574501,0.34848147233327037,0.37265383830437304
CU-EAKFC,2011-2012,hhs4,log,-2.8471794879019603,-2.9665661892474,-3.1267182845913775,-3.2774957036472463
Delphi-BasisRegression,2011-2012,hhs4,mae,0.34368751496076566,0.3993225920584904,0.44906667073568,0.511827593014162
Delphi-BasisRegression,2011-2012,hhs4,log,-4.723934691586602,-4.725753298733891,-4.728910545659356,-4.7309671224883765
Delphi-DeltaDensity1,2011-2012,hhs4,mae,0.2443125098943656,0.27622581374260635,0.36740000724792665,0.40679312656665856
Delphi-DeltaDensity1,2011-2012,hhs4,log,-2.7252527881701223,-2.871182551631978,-3.005912904690141,-3.0731453890654192
Delphi-DeltaDensity2,2011-2012,hhs4,mae,0.2151875138282719,0.23687097564819995,0.3042000102996866,0.35203449561678285
Delphi-DeltaDensity2,2011-2012,hhs4,log,-3.2645177565396404,-2.8444771691133837,-2.9056885161518036,-3.0657013947828506
Delphi-EmpiricalBayes1,2011-2012,hhs4,mae,0.29412500858306556,0.3460322772302967,0.4990666755040467,0.6998276011697138
Delphi-EmpiricalBayes1,2011-2012,hhs4,log,-3.1537872254234345,-3.5336396725304224,-3.9911546134523634,-4.2364709463474455
Delphi-EmpiricalBayes2,2011-2012,hhs4,mae,0.9539375022053718,1.5469999967082841,2.02453333377838,2.1583103418350174
Delphi-EmpiricalBayes2,2011-2012,hhs4,log,-7.263187685103027,-7.5756980993851455,-8.016779903307052,-8.30078987921708
Delphi-EmpiricalFuture,2011-2012,hhs4,mae,0.3665000200271594,0.3722258252482259,0.3764666859308868,0.37996553799201727
Delphi-EmpiricalFuture,2011-2012,hhs4,log,-3.7235752813386354,-3.7208565456798164,-3.719149101861843,-3.7169788887286344
Delphi-EmpiricalTraj,2011-2012,hhs4,mae,0.3665000200271594,0.3722258252482259,0.3764666859308868,0.37996553799201727
Delphi-EmpiricalTraj,2011-2012,hhs4,log,-3.7235752813386354,-3.7208565456798164,-3.719149101861843,-3.7169788887286344
Delphi-Stat,2011-2012,hhs4,mae,0.2139652263828862,0.2312503040048822,0.32604893488329867,0.4043086085281828
Delphi-Stat,2011-2012,hhs4,log,-2.716713132756187,-2.8365262093256884,-3.011766477303978,-3.09709446552613
Delphi-Uniform,2011-2012,hhs4,mae,4.884062486886985,4.8670645044695995,4.852466654777533,4.8378965386029
Delphi-Uniform,2011-2012,hhs4,log,-5.114364642288704,-5.111837623443505,-5.109579291698103,-5.107165212935777
ReichLab-KCDE,2011-2012,hhs4,mae,0.2443125098943656,0.25351613952267094,0.31740000724792655,0.33962070448645176
ReichLab-KCDE,2011-2012,hhs4,log,-2.567877125128309,-2.8179443884517443,-2.9943955880243918,-3.191932192377191
ReichLab-KDE,2011-2012,hhs4,mae,0.43417242395466554,0.43467858263424286,0.4501851956049593,0.4624230916683501
ReichLab-KDE,2011-2012,hhs4,log,-3.259998054188537,-3.278438393804404,-3.2764582381651906,-3.307524569260203
ReichLab-SARIMA1,2011-2012,hhs4,mae,0.24737501144408436,0.27809677816205797,0.31620000203449994,0.3227931113078656
ReichLab-SARIMA1,2011-2012,hhs4,log,-2.436470544619035,-2.6973889740180814,-2.8814458750019556,-2.9754796584560617
ReichLab-SARIMA2,2011-2012,hhs4,mae,0.20275001227855938,0.2337096944932064,0.27346667925517326,0.2841034585032034
ReichLab-SARIMA2,2011-2012,hhs4,log,-2.359225024693902,-2.608961994466218,-2.802417772385132,-2.922360214782276
CU-BMA,2011-2012,hhs5,mae,0.34774999831402864,0.32224999623638534,0.41907406868757086,0.494999996056915
CU-BMA,2011-2012,hhs5,log,-3.1426716911419077,-3.5795451260532367,-3.5095728637525436,-3.7786121631583685
CU-EAKFC,2011-2012,hhs5,mae,0.2907500024352642,0.3718214294740068,0.4605555485795996,0.595307685320192
CU-EAKFC,2011-2012,hhs5,log,-2.3433608540277353,-2.738237887873449,-2.892079073163153,-3.018353498846733
Delphi-BasisRegression,2011-2012,hhs5,mae,0.31503125652670916,0.3492258098817639,0.39340000430742617,0.41799999968758594
Delphi-BasisRegression,2011-2012,hhs5,log,-4.746404473228768,-4.748756271950411,-4.751659322192102,-4.753026561126484
Delphi-DeltaDensity1,2011-2012,hhs5,mae,0.18328124657272593,0.2556774181704283,0.34286666274070604,0.43841378647705476
Delphi-DeltaDensity1,2011-2012,hhs5,log,-2.4972507364796823,-2.5078155566050224,-2.684057269458416,-2.9159638482072174
Delphi-DeltaDensity2,2011-2012,hhs5,mae,0.20203124806284464,0.2273548368484671,0.2719999897479934,0.3345517228389514
Delphi-DeltaDensity2,2011-2012,hhs5,log,-3.1821334335810882,-2.5941395639643012,-2.622842893477846,-2.873134838946926
Delphi-EmpiricalBayes1,2011-2012,hhs5,mae,0.23103124946354464,0.36838709269800257,0.5055999974409661,0.7115862028352067
Delphi-EmpiricalBayes1,2011-2012,hhs5,log,-3.408677060345539,-4.2128991005141065,-4.573161298903453,-5.296189957010855
Delphi-EmpiricalBayes2,2011-2012,hhs5,mae,0.544593748450274,0.8077419369451426,1.0214388746304428,1.1110452932893147
Delphi-EmpiricalBayes2,2011-2012,hhs5,log,-6.058870712477721,-6.048228798353118,-6.636423974853409,-7.812166845600319
Delphi-EmpiricalFuture,2011-2012,hhs5,mae,0.4689062461256954,0.4805806417619001,0.4949333314100868,0.5067586195879935
Delphi-EmpiricalFuture,2011-2012,hhs5,log,-3.7807472843196095,-3.7785144791178507,-3.7713865295515676,-3.7637790423481654
Delphi-EmpiricalTraj,2011-2012,hhs5,mae,0.4689062461256954,0.4805806417619001,0.4949333314100868,0.5067586195879935
Delphi-EmpiricalTraj,2011-2012,hhs5,log,-3.7807472843196095,-3.7785144791178507,-3.7713865295515676,-3.7637790423481654
Delphi-Stat,2011-2012,hhs5,mae,0.16692375339103677,0.24238613456432892,0.3191307713727047,0.44602238637945457
Delphi-Stat,2011-2012,hhs5,log,-2.3663516046233615,-2.538083777646332,-2.7021922061134083,-2.912812280807925
Delphi-Uniform,2011-2012,hhs5,mae,5.254156246036288,5.242774190056706,5.234199994802473,5.223241374821496
Delphi-Uniform,2011-2012,hhs5,log,-5.174878907819796,-5.172999776949265,-5.171610071576202,-5.169488626982064
ReichLab-KCDE,2011-2012,hhs5,mae,0.176531251519909,0.27329032151929283,0.3403333326180668,0.3910344785657307
ReichLab-KCDE,2011-2012,hhs5,log,-2.369040682480741,-2.6747308594171035,-2.945333597831865,-3.1385609727179506
ReichLab-KDE,2011-2012,hhs5,mae,0.5233793098351037,0.5417499980756216,0.5624814806161114,0.5695384617035233
ReichLab-KDE,2011-2012,hhs5,log,-3.10898756137152,-3.1178442108699875,-3.128853424965186,-3.1523048317731672
ReichLab-SARIMA1,2011-2012,hhs5,mae,0.17109375521540096,0.224774198762829,0.24793333490689798,0.27779310859483414
ReichLab-SARIMA1,2011-2012,hhs5,log,-2.2193756156891764,-2.4806487363025598,-2.6807732499191643,-2.861667282715053
ReichLab-SARIMA2,2011-2012,hhs5,mae,0.1948437549173822,0.26425807360679626,0.35506666779517065,0.4719310369984755
ReichLab-SARIMA2,2011-2012,hhs5,log,-2.3931741171017427,-2.707660115165922,-2.884451774113293,-3.0465841297746112
CU-BMA,2011-2012,hhs6,mae,0.5792500095708072,0.46485713720321437,0.5268518465536592,0.5219230761894808
CU-BMA,2011-2012,hhs6,log,-3.4200688694356876,-3.259946751225051,-3.597183801437705,-3.754373677377414
CU-EAKFC,2011-2012,hhs6,mae,0.3951071407113714,0.47478571619306426,0.6124814916540147,0.6490000064556424
CU-EAKFC,2011-2012,hhs6,log,-3.244833788242949,-3.703440174230926,-3.781234436543602,-3.740242779726437
Delphi-BasisRegression,2011-2012,hhs6,mae,0.6689062640070967,0.8035483829436838,0.9284666625658731,1.0388275812412204
Delphi-BasisRegression,2011-2012,hhs6,log,-4.716679485158957,-4.726869481733116,-4.737269986332669,-4.745371294722572
Delphi-DeltaDensity1,2011-2012,hhs6,mae,0.3025937497615781,0.5469677348290687,0.7942666649818465,0.9917930923659308
Delphi-DeltaDensity1,2011-2012,hhs6,log,-2.9220593953336227,-3.3777572928152417,-3.601273432671123,-3.762621761420497
Delphi-DeltaDensity2,2011-2012,hhs6,mae,0.3892812609672594,0.40464514840033555,0.5073333334922799,0.6382758559851885
Delphi-DeltaDensity2,2011-2012,hhs6,log,-3.20380209413136,-3.3392774308284334,-3.505366182281052,-3.687940619191882
Delphi-EmpiricalBayes1,2011-2012,hhs6,mae,0.3534687459468906,0.5611612866001808,0.8868000086148666,1.281448264779724
Delphi-EmpiricalBayes1,2011-2012,hhs6,log,-3.3823818309946723,-3.844018458305572,-4.3869192379173505,-4.72630736768966
Delphi-EmpiricalBayes2,2011-2012,hhs6,mae,0.7524062573909781,1.1414193591763937,1.5713333376248735,1.9552052620702354
Delphi-EmpiricalBayes2,2011-2012,hhs6,log,-4.203218820293492,-4.993773408486579,-5.606280653027436,-6.030631420632687
Delphi-EmpiricalFuture,2011-2012,hhs6,mae,1.1063437387347284,1.1394193441637166,1.1738666558265736,1.2099310225453932
Delphi-EmpiricalFuture,2011-2012,hhs6,log,-4.161196985493204,-4.163317073765115,-4.166012659443138,-4.167045366345667
Delphi-EmpiricalTraj,2011-2012,hhs6,mae,1.1063437387347284,1.1394193441637166,1.1738666558265736,1.2099310225453932
Delphi-EmpiricalTraj,2011-2012,hhs6,log,-4.161196985493204,-4.163317073765115,-4.166012659443138,-4.167045366345667
Delphi-Stat,2011-2012,hhs6,mae,0.27934294936917214,0.47776358397956414,0.6647572262892381,0.9380965382426996
Delphi-Stat,2011-2012,hhs6,log,-2.9477511686723044,-3.346341031673467,-3.5831412649547425,-3.721964797444966
Delphi-Uniform,2011-2012,hhs6,mae,4.198218750953685,4.17619355032522,4.161866668860126,4.1440689670628625
Delphi-Uniform,2011-2012,hhs6,log,-5.027938363097433,-5.025080379890253,-5.023456167566777,-5.021291680736299
ReichLab-KCDE,2011-2012,hhs6,mae,0.28309375345707183,0.4661935414037419,0.6638666637738599,0.8577241330311243
ReichLab-KCDE,2011-2012,hhs6,log,-3.0410815401920606,-3.319263846172491,-3.550522609237812,-3.720698875741439
ReichLab-KDE,2011-2012,hhs6,mae,1.1268275811754411,1.164714278493607,1.192777771419948,1.218307682184073
ReichLab-KDE,2011-2012,hhs6,log,-4.04292545171224,-4.04802373793025,-4.082772599062991,-4.106453595907709
ReichLab-SARIMA1,2011-2012,hhs6,mae,0.3163437530398282,0.4247096715434775,0.5248666675885467,0.6153793096542275
ReichLab-SARIMA1,2011-2012,hhs6,log,-3.222154724519187,-3.5191897696771925,-3.726869072385926,-3.828346655487307
ReichLab-SARIMA2,2011-2012,hhs6,mae,0.30346875190735306,0.3929677186473677,0.51913332223892,0.6301379261345723
ReichLab-SARIMA2,2011-2012,hhs6,log,-3.3027101077627803,-3.5371733172875524,-3.657019071670045,-3.746118110636984
CU-BMA,2011-2012,hhs7,mae,0.2977142874683624,0.35096429150019176,0.3591111177647544,0.4021538421511658
CU-BMA,2011-2012,hhs7,log,-3.3371234783081882,-3.3897911828889398,-3.318674913681439,-3.2192260424837706
CU-EAKFC,2011-2012,hhs7,mae,0.3986428571598847,0.5397500020052703,0.5752592672904329,0.5897692349094596
CU-EAKFC,2011-2012,hhs7,log,-3.312035147692988,-3.504993477296683,-3.5122809329813,-3.8505866047438366
Delphi-BasisRegression,2011-2012,hhs7,mae,0.3430625072680386,0.35432258642488806,0.3581666734814638,0.32779311136952716
Delphi-BasisRegression,2011-2012,hhs7,log,-4.734846357661521,-4.733969081466714,-4.731935416389698,-4.729730092227498
Delphi-DeltaDensity1,2011-2012,hhs7,mae,0.2529375067912031,0.3514193664635361,0.37750000427166325,0.4000689678150989
Delphi-DeltaDensity1,2011-2012,hhs7,log,-2.5863318776141804,-2.749594451924812,-2.9161367454981946,-2.9246721285833184
Delphi-DeltaDensity2,2011-2012,hhs7,mae,0.2500625007785844,0.3209032280791213,0.3548333314061146,0.35455171805003277
Delphi-DeltaDensity2,2011-2012,hhs7,log,-2.8235077279338285,-2.7524984695743684,-2.931329577782611,-2.9007308985005222
Delphi-EmpiricalBayes1,2011-2012,hhs7,mae,0.44256250476464254,0.6141284653180448,0.7754333411653764,0.9329655169412974
Delphi-EmpiricalBayes1,2011-2012,hhs7,log,-3.7526766063449433,-4.03941652610785,-4.312670765322386,-4.253109065832956
Delphi-EmpiricalBayes2,2011-2012,hhs7,mae,0.570499998982992,1.064774197051603,1.5515666742126144,1.9965517306122302
Delphi-EmpiricalBayes2,2011-2012,hhs7,log,-4.915072635055267,-5.817801214635254,-6.216060448335868,-6.53343962779019
Delphi-EmpiricalFuture,2011-2012,hhs7,mae,0.3053124918602355,0.30380644327209305,0.31023332546154125,0.3119310254680644
Delphi-EmpiricalFuture,2011-2012,hhs7,log,-3.743805416571255,-3.7351168162253545,-3.725219175883014,-3.7175424008206206
Delphi-EmpiricalTraj,2011-2012,hhs7,mae,0.3053124918602355,0.30380644327209305,0.31023332546154125,0.3119310254680644
Delphi-EmpiricalTraj,2011-2012,hhs7,log,-3.743805416571255,-3.7351168162253545,-3.725219175883014,-3.7175424008206206
Delphi-Stat,2011-2012,hhs7,mae,0.2500007709839245,0.31839622557564895,0.31727768844193843,0.335274709085689
Delphi-Stat,2011-2012,hhs7,log,-2.611054939185014,-2.8108180356287837,-2.9775588193340186,-3.001018520810204
Delphi-Uniform,2011-2012,hhs7,mae,5.068687502946706,5.048387099754428,5.02370000233253,5.004206899836147
Delphi-Uniform,2011-2012,hhs7,log,-5.158968719257327,-5.156115823047934,-5.15230152685023,-5.1495142703689885
ReichLab-KCDE,2011-2012,hhs7,mae,0.2999375066719969,0.4014193649253532,0.4535666723052633,0.43565517694785066
ReichLab-KCDE,2011-2012,hhs7,log,-2.78115259903551,-2.997807272823062,-3.0855827736666757,-3.0908114362594064
ReichLab-KDE,2011-2012,hhs7,mae,0.2926896587527975,0.3016785739787939,0.3020740759593418,0.31523077017985346
ReichLab-KDE,2011-2012,hhs7,log,-3.1697567172202614,-3.1729166797821504,-3.1892835784213935,-3.2000846454905085
ReichLab-SARIMA1,2011-2012,hhs7,mae,0.3365000030957212,0.45606452024752614,0.5921666680773121,0.681862067251372
ReichLab-SARIMA1,2011-2012,hhs7,log,-2.8288702063495994,-3.0899830428186124,-3.3293802154198033,-3.422235604026288
ReichLab-SARIMA2,2011-2012,hhs7,mae,0.2796250066719969,0.3491612902572101,0.3510333350300786,0.3515172357189217
ReichLab-SARIMA2,2011-2012,hhs7,log,-2.8458906342643133,-3.030526794391274,-3.166054766340553,-3.175650198409674
CU-BMA,2011-2012,hhs8,mae,0.29835714953286896,0.27628571944577573,0.32544445020181634,0.3806538609357994
CU-BMA,2011-2012,hhs8,log,-2.9645932004975757,-2.8619297271675457,-3.149014087847657,-3.040163669627877
CU-EAKFC,2011-2012,hhs8,mae,0.3099285721778903,0.32964286250727576,0.36833333350994374,0.4722692342904915
CU-EAKFC,2011-2012,hhs8,log,-2.3990564623123376,-2.46111765499642,-2.6609173646953184,-2.830938612863428
Delphi-BasisRegression,2011-2012,hhs8,mae,0.14793750196695224,0.159354842093682,0.17490000287691637,0.1695172420863438
Delphi-BasisRegression,2011-2012,hhs8,log,-4.740899603789649,-4.74001917606975,-4.738465564858327,-4.736739883987525
Delphi-DeltaDensity1,2011-2012,hhs8,mae,0.1273750066757241,0.16077420326971417,0.21343334317207902,0.24910345447474935
Delphi-DeltaDensity1,2011-2012,hhs8,log,-2.0319334791717165,-2.2980045278170325,-2.4280379357139448,-2.546429751048521
Delphi-DeltaDensity2,2011-2012,hhs8,mae,0.132937504351145,0.14451614041482258,0.1703000040849017,0.2018620774663693
Delphi-DeltaDensity2,2011-2012,hhs8,log,-2.0645352998128454,-2.53893758380742,-2.617734190986892,-2.741057805153419
Delphi-EmpiricalBayes1,2011-2012,hhs8,mae,0.2400624983012735,0.36903226452489296,0.5231666696071671,0.6224827647209202
Delphi-EmpiricalBayes1,2011-2012,hhs8,log,-2.5937431303171103,-3.04584897431662,-3.235831151429695,-3.7146145362277214
Delphi-EmpiricalBayes2,2011-2012,hhs8,mae,0.5590624988079009,0.784387094743784,1.0125666646162605,1.1737930992553907
Delphi-EmpiricalBayes2,2011-2012,hhs8,log,-4.324284952095397,-5.482459534617403,-6.2150995434781215,-6.908243699897826
Delphi-EmpiricalFuture,2011-2012,hhs8,mae,0.19006250947714218,0.1905161396149703,0.19376667698224767,0.1967586315911431
Delphi-EmpiricalFuture,2011-2012,hhs8,log,-3.602085411899582,-3.5913694700910264,-3.579164146608373,-3.56977815538961
Delphi-EmpiricalTraj,2011-2012,hhs8,mae,0.19006250947714218,0.1905161396149703,0.19376667698224767,0.1967586315911431
Delphi-EmpiricalTraj,2011-2012,hhs8,log,-3.602085411899582,-3.5913694700910264,-3.579164146608373,-3.56977815538961
Delphi-Stat,2011-2012,hhs8,mae,0.11960094960192622,0.14567435869039472,0.1995947795827174,0.2563012664393187
Delphi-Stat,2011-2012,hhs8,log,-2.0734778460633785,-2.364935464559338,-2.5298085188297557,-2.664445168504028
Delphi-Uniform,2011-2012,hhs8,mae,5.36156250089407,5.349870967864992,5.336766666173937,5.324482757880771
Delphi-Uniform,2011-2012,hhs8,log,-5.191817113689944,-5.190023843107409,-5.188111021152704,-5.186066280442502
ReichLab-KCDE,2011-2012,hhs8,mae,0.12662499994040097,0.1717419432055619,0.2147666704654791,0.2416551824273769
ReichLab-KCDE,2011-2012,hhs8,log,-2.334855506933052,-2.5520830301989608,-2.65128562300563,-2.7481559956605714
ReichLab-KDE,2011-2012,hhs8,mae,0.2977931166517321,0.31071429380348714,0.30877778618424007,0.31634616576708385
ReichLab-KDE,2011-2012,hhs8,log,-3.220580318974493,-3.2441004910016855,-3.2303467125826453,-3.2501372573125686
ReichLab-SARIMA1,2011-2012,hhs8,mae,0.09512500017881279,0.13864516750458714,0.1842333328723904,0.22800000166070591
ReichLab-SARIMA1,2011-2012,hhs8,log,-2.56575543945479,-2.7946955377162346,-2.9486842351421205,-3.0531393937715063
ReichLab-SARIMA2,2011-2012,hhs8,mae,0.1264375105500216,0.16341936434468968,0.1936333413918817,0.22537931614908585
ReichLab-SARIMA2,2011-2012,hhs8,log,-2.6470482482328936,-2.823301985255499,-2.911035855737494,-3.042568626784531
CU-BMA,2011-2012,hhs9,mae,0.6450714239052465,0.6517857061965179,0.5928148123953149,0.6701153768943038
CU-BMA,2011-2012,hhs9,log,-4.358143375019293,-4.555586032734147,-4.163096769688881,-3.7958239950491497
CU-EAKFC,2011-2012,hhs9,mae,0.5544285833835607,0.6284285753965394,0.6439999999823445,0.6885769197574116
CU-EAKFC,2011-2012,hhs9,log,-5.253536346215573,-5.528058334463171,-5.664091148947773,-5.576998635665986
Delphi-BasisRegression,2011-2012,hhs9,mae,0.34549998603760307,0.33512901529189676,0.36579998532930996,0.43896549529042056
Delphi-BasisRegression,2011-2012,hhs9,log,-4.682370574024844,-4.682376309103175,-4.684521837749361,-4.687093633213787
Delphi-DeltaDensity1,2011-2012,hhs9,mae,0.6981874983757781,0.669774197378471,0.5729333309332566,0.5602758559687403
Delphi-DeltaDensity1,2011-2012,hhs9,log,-4.045870125186247,-3.6214183288648476,-3.482893279369309,-3.417260001613455
Delphi-DeltaDensity2,2011-2012,hhs9,mae,0.7326249938458216,0.754096768363841,0.6950666765371967,0.7360689512614621
Delphi-DeltaDensity2,2011-2012,hhs9,log,-5.17646155156094,-4.649736489907378,-3.967048404030926,-3.757527965535723
Delphi-EmpiricalBayes1,2011-2012,hhs9,mae,0.7130625050514968,0.7422257996374578,0.6890666727224968,0.7443448284576619
Delphi-EmpiricalBayes1,2011-2012,hhs9,log,-4.770145514199601,-4.501773799437664,-4.308757614236655,-4.588650532747469
Delphi-EmpiricalBayes2,2011-2012,hhs9,mae,0.6078750070184469,0.8560322734617354,1.0127999961376164,1.0851724201235242
Delphi-EmpiricalBayes2,2011-2012,hhs9,log,-4.189142677305604,-4.898658163914205,-4.655936070371314,-4.823428330479537
Delphi-EmpiricalFuture,2011-2012,hhs9,mae,0.4823749896138904,0.4886774097719481,0.4910666549205764,0.49393102095044805
Delphi-EmpiricalFuture,2011-2012,hhs9,log,-3.8843149960430257,-3.8811870034135527,-3.88009146979862,-3.878173220112379
Delphi-EmpiricalTraj,2011-2012,hhs9,mae,0.4823749896138904,0.4886774097719481,0.4910666549205764,0.49393102095044805
Delphi-EmpiricalTraj,2011-2012,hhs9,log,-3.8843149960430257,-3.8811870034135527,-3.88009146979862,-3.878173220112379
Delphi-Stat,2011-2012,hhs9,mae,0.6685558039620599,0.6303532043703135,0.5222712726033568,0.4981489332867591
Delphi-Stat,2011-2012,hhs9,log,-3.8412791527098347,-3.6325671733382867,-3.466114785960218,-3.4982088228025026
Delphi-Uniform,2011-2012,hhs9,mae,4.095562496408815,4.069193543541812,4.050399996836976,4.028275860178054
Delphi-Uniform,2011-2012,hhs9,log,-5.018599648734652,-5.015440416677058,-5.013494872246475,-5.010986892473919
ReichLab-KCDE,2011-2012,hhs9,mae,0.6794999998062845,0.7198387072932387,0.5868000034491235,0.6335172328455724
ReichLab-KCDE,2011-2012,hhs9,log,-3.756251070307819,-3.831402776425476,-3.3896078770148805,-3.5522742973033874
ReichLab-KDE,2011-2012,hhs9,mae,0.6228275615593448,0.6424999735185036,0.6817777487966703,0.677730737741173
ReichLab-KDE,2011-2012,hhs9,log,-3.7081862892915565,-3.732985061064297,-3.761796154958205,-3.779228712416814
ReichLab-SARIMA1,2011-2012,hhs9,mae,0.7831250082701409,0.848870965357755,0.8349333385626502,0.8811724074955725
ReichLab-SARIMA1,2011-2012,hhs9,log,-4.082358141971731,-3.9832990861620283,-3.8217268590100484,-3.8849293765507067
ReichLab-SARIMA2,2011-2012,hhs9,mae,0.6726250078529096,0.6727419257164063,0.62426665981611,0.631862058721745
ReichLab-SARIMA2,2011-2012,hhs9,log,-3.762375349623107,-3.7025161806620663,-3.5495937345036945,-3.6136476888138214
CU-BMA,2011-2012,hhs10,mae,0.47496426786694607,0.44660713119166157,0.5407036869614175,0.674384602216568
CU-BMA,2011-2012,hhs10,log,-3.133260869069029,-3.6970310678873375,-3.8971537361467816,-4.181863495347236
CU-EAKFC,2011-2012,hhs10,mae,0.35867856740951887,0.42782142375197213,0.4325555465839581,0.42799998796903493
CU-EAKFC,2011-2012,hhs10,log,-3.576586527730208,-3.7323379602520883,-3.8263834158415864,-4.076867517626602
Delphi-BasisRegression,2011-2012,hhs10,mae,0.4625937476754116,0.534838712215417,0.5925000051657331,0.6398620827444603
Delphi-BasisRegression,2011-2012,hhs10,log,-4.740485627933328,-4.743677509412679,-4.744902557668568,-4.745053975420581
Delphi-DeltaDensity1,2011-2012,hhs10,mae,0.3993437588214946,0.4709032170234107,0.5290333290894795,0.5417241433571086
Delphi-DeltaDensity1,2011-2012,hhs10,log,-3.194179285616151,-3.135861842335247,-3.2798610470486422,-3.3397771798694444
Delphi-DeltaDensity2,2011-2012,hhs10,mae,0.4378437452018347,0.4469677413663506,0.46263331929843066,0.5128965435356879
