component_model_id,season,target,weight
CU-EKF_SEIRS,2012/2013,Season peak percentage,7.3335022886705e-17
CU-EKF_SIRS,2012/2013,Season peak percentage,1.48706774474812e-12
CU-RHF_SEIRS,2012/2013,Season peak percentage,9.24236204218124e-17
CU-RHF_SIRS,2012/2013,Season peak percentage,5.86208787055533e-13
Delphi-BasisRegression,2012/2013,Season peak percentage,6.17185779139643e-74
Delphi-DeltaDensity1,2012/2013,Season peak percentage,0.338032363327079
Delphi-DeltaDensity2,2012/2013,Season peak percentage,0.179099413780691
Delphi-EmpiricalBayes1,2012/2013,Season peak percentage,3.84253493603561e-06
Delphi-EmpiricalBayes2,2012/2013,Season peak percentage,3.66592454998154e-15
Delphi-EmpiricalFuture,2012/2013,Season peak percentage,8.82191168671031e-21
Delphi-EmpiricalTraj,2012/2013,Season peak percentage,8.21167584876932e-47
Delphi-Stat,2012/2013,Season peak percentage,2.57729312578965e-08
Delphi-Uniform,2012/2013,Season peak percentage,6.97241414797247e-88
LANL-DBM,2012/2013,Season peak percentage,0.281280662443079
ReichLab-KCDE,2012/2013,Season peak percentage,2.13615353951309e-06
ReichLab-KDE,2012/2013,Season peak percentage,1.26733158298788e-40
ReichLab-SARIMA1,2012/2013,Season peak percentage,6.39071132390402e-11
ReichLab-SARIMA2,2012/2013,Season peak percentage,1.75713763688417e-10
CU-BMA,2013/2014,Season peak percentage,0.178509813857518
CU-EAKFC_SEIRS,2013/2014,Season peak percentage,4.19018267792936e-39
CU-EAKFC_SIRS,2013/2014,Season peak percentage,2.54950124961979e-23
CU-EKF_SEIRS,2013/2014,Season peak percentage,3.1892741457279e-46
CU-EKF_SIRS,2013/2014,Season peak percentage,1.43021370104345e-31
CU-RHF_SEIRS,2013/2014,Season peak percentage,1.21640695859289e-44
CU-RHF_SIRS,2013/2014,Season peak percentage,7.20819820834428e-32
Delphi-BasisRegression,2013/2014,Season peak percentage,1.75743707121147e-233
Delphi-DeltaDensity1,2013/2014,Season peak percentage,0.193779872097541
Delphi-DeltaDensity2,2013/2014,Season peak percentage,0.242830283853411
Delphi-EmpiricalBayes1,2013/2014,Season peak percentage,6.4371001401456e-05
Delphi-EmpiricalBayes2,2013/2014,Season peak percentage,2.09393739384455e-33
Delphi-EmpiricalFuture,2013/2014,Season peak percentage,7.49778799037285e-61
Delphi-EmpiricalTraj,2013/2014,Season peak percentage,7.66571340136333e-151
Delphi-Stat,2013/2014,Season peak percentage,4.61761063285703e-20
Delphi-Uniform,2013/2014,Season peak percentage,1.50151937135109e-273
LANL-DBM,2013/2014,Season peak percentage,0.384612510862431
ReichLab-KCDE,2013/2014,Season peak percentage,0.000203148327696986
ReichLab-KDE,2013/2014,Season peak percentage,1.5274791273181e-130
ReichLab-SARIMA1,2013/2014,Season peak percentage,2.1572332738205e-30
ReichLab-SARIMA2,2013/2014,Season peak percentage,3.75713953775458e-27
CU-BMA,2014/2015,Season peak percentage,0.100239512229443
CU-EAKFC_SEIRS,2014/2015,Season peak percentage,3.37533172749293e-18
CU-EAKFC_SIRS,2014/2015,Season peak percentage,2.41470906615324e-14
CU-EKF_SEIRS,2014/2015,Season peak percentage,5.41660299802264e-21
CU-EKF_SIRS,2014/2015,Season peak percentage,2.70863577093679e-16
CU-RHF_SEIRS,2014/2015,Season peak percentage,4.1543844436356e-20
CU-RHF_SIRS,2014/2015,Season peak percentage,3.16058126151617e-15
Delphi-BasisRegression,2014/2015,Season peak percentage,7.80733299731376e-87
Delphi-DeltaDensity1,2014/2015,Season peak percentage,0.438055758869163
Delphi-DeltaDensity2,2014/2015,Season peak percentage,0.136353125990026
Delphi-EmpiricalBayes1,2014/2015,Season peak percentage,4.64144570154909e-06
Delphi-EmpiricalBayes2,2014/2015,Season peak percentage,7.44319639960215e-14
Delphi-EmpiricalFuture,2014/2015,Season peak percentage,1.64175543232822e-25
Delphi-EmpiricalTraj,2014/2015,Season peak percentage,7.29396991150675e-56
Delphi-Stat,2014/2015,Season peak percentage,8.99139762133192e-10
Delphi-Uniform,2014/2015,Season peak percentage,1.39486800499274e-103
LANL-DBM,2014/2015,Season peak percentage,0.325342637133064
ReichLab-KCDE,2014/2015,Season peak percentage,4.32342173020594e-06
ReichLab-KDE,2014/2015,Season peak percentage,3.85369746310513e-48
ReichLab-SARIMA1,2014/2015,Season peak percentage,1.16294650923673e-11
ReichLab-SARIMA2,2014/2015,Season peak percentage,1.37996290621535e-15
CU-BMA,2015/2016,Season peak percentage,0.243714892421511
CU-EAKFC_SEIRS,2015/2016,Season peak percentage,4.20349633576017e-16
CU-EAKFC_SIRS,2015/2016,Season peak percentage,2.55947219974933e-07
CU-EKF_SEIRS,2015/2016,Season peak percentage,1.26223041816998e-20
CU-EKF_SIRS,2015/2016,Season peak percentage,3.84173395763394e-13
CU-RHF_SEIRS,2015/2016,Season peak percentage,3.39321098613115e-21
CU-RHF_SIRS,2015/2016,Season peak percentage,1.90463656617024e-13
Delphi-BasisRegression,2015/2016,Season peak percentage,3.07348362747307e-141
Delphi-DeltaDensity1,2015/2016,Season peak percentage,0.119895028462734
Delphi-DeltaDensity2,2015/2016,Season peak percentage,0.33294280298243
Delphi-EmpiricalBayes1,2015/2016,Season peak percentage,0.00344865482516078
Delphi-EmpiricalBayes2,2015/2016,Season peak percentage,3.75515486809718e-19
Delphi-EmpiricalFuture,2015/2016,Season peak percentage,4.60444724619789e-44
Delphi-EmpiricalTraj,2015/2016,Season peak percentage,1.96052963329236e-104
Delphi-Stat,2015/2016,Season peak percentage,9.24031727721296e-12
Delphi-Uniform,2015/2016,Season peak percentage,4.45007430094825e-160
LANL-DBM,2015/2016,Season peak percentage,0.226997374494197
ReichLab-KCDE,2015/2016,Season peak percentage,0.0730009907405312
ReichLab-KDE,2015/2016,Season peak percentage,2.2892712936915e-93
ReichLab-SARIMA1,2015/2016,Season peak percentage,1.91300830400015e-17
ReichLab-SARIMA2,2015/2016,Season peak percentage,1.1640112693068e-10
CU-BMA,2016/2017,Season peak percentage,0.164943950557402
CU-EAKFC_SEIRS,2016/2017,Season peak percentage,6.24998818587439e-22
CU-EAKFC_SIRS,2016/2017,Season peak percentage,1.06072310960062e-12
CU-EKF_SEIRS,2016/2017,Season peak percentage,1.36483390266699e-27
CU-EKF_SIRS,2016/2017,Season peak percentage,9.5925913422584e-20
CU-RHF_SEIRS,2016/2017,Season peak percentage,3.05748706374804e-29
CU-RHF_SIRS,2016/2017,Season peak percentage,1.07854312245304e-19
Delphi-BasisRegression,2016/2017,Season peak percentage,1.57568544677342e-122
Delphi-DeltaDensity1,2016/2017,Season peak percentage,0.317201950750459
Delphi-DeltaDensity2,2016/2017,Season peak percentage,0.244241889271704
Delphi-EmpiricalBayes1,2016/2017,Season peak percentage,1.72311289306325e-05
Delphi-EmpiricalBayes2,2016/2017,Season peak percentage,3.03290472947093e-17
Delphi-EmpiricalFuture,2016/2017,Season peak percentage,4.71919678784297e-33
Delphi-EmpiricalTraj,2016/2017,Season peak percentage,1.30540625208079e-78
Delphi-Stat,2016/2017,Season peak percentage,2.6081678252243e-12
Delphi-Uniform,2016/2017,Season peak percentage,6.9522480607782e-146
LANL-DBM,2016/2017,Season peak percentage,0.273583094054082
ReichLab-KCDE,2016/2017,Season peak percentage,1.1884233752777e-05
ReichLab-KDE,2016/2017,Season peak percentage,6.83610282876811e-67
ReichLab-SARIMA1,2016/2017,Season peak percentage,4.88937441064783e-18
ReichLab-SARIMA2,2016/2017,Season peak percentage,4.03081663611606e-17
CU-BMA,2010/2011,Season peak week,0.206375330506649
CU-EAKFC_SEIRS,2010/2011,Season peak week,0.000597660038863495
CU-EAKFC_SIRS,2010/2011,Season peak week,0.248500163704671
CU-EKF_SEIRS,2010/2011,Season peak week,4.2623230461269e-05
CU-EKF_SIRS,2010/2011,Season peak week,3.63184376817068e-06
CU-RHF_SEIRS,2010/2011,Season peak week,0.0137249555529917
CU-RHF_SIRS,2010/2011,Season peak week,0.0432871712777902
Delphi-BasisRegression,2010/2011,Season peak week,4.21317247902656e-214
Delphi-DeltaDensity1,2010/2011,Season peak week,1.00356381858696e-07
Delphi-DeltaDensity2,2010/2011,Season peak week,0.153093706684139
Delphi-EmpiricalBayes1,2010/2011,Season peak week,0.000127764254984893
Delphi-EmpiricalBayes2,2010/2011,Season peak week,0.018401356243319
Delphi-EmpiricalFuture,2010/2011,Season peak week,3.94288580729639e-120
Delphi-EmpiricalTraj,2010/2011,Season peak week,4.15510303130898e-164
Delphi-Stat,2010/2011,Season peak week,9.8343062513956e-20
Delphi-Uniform,2010/2011,Season peak week,5.24111046547479e-225
LANL-DBM,2010/2011,Season peak week,0.0475609514571471
ReichLab-KCDE,2010/2011,Season peak week,0.232539941679857
ReichLab-KDE,2010/2011,Season peak week,8.00872844026725e-146
ReichLab-SARIMA1,2010/2011,Season peak week,3.00731652109026e-51
ReichLab-SARIMA2,2010/2011,Season peak week,0.0357446431689753
CU-BMA,2011/2012,Season peak week,0.340153167104903
CU-EAKFC_SEIRS,2011/2012,Season peak week,3.2461705996817e-08
CU-EAKFC_SIRS,2011/2012,Season peak week,0.211228274172714
CU-EKF_SEIRS,2011/2012,Season peak week,0.000850284247016983
CU-EKF_SIRS,2011/2012,Season peak week,0.0275545488845363
CU-RHF_SEIRS,2011/2012,Season peak week,7.55732582088849e-11
CU-RHF_SIRS,2011/2012,Season peak week,0.00605596442192444
Delphi-BasisRegression,2011/2012,Season peak week,0
Delphi-DeltaDensity1,2011/2012,Season peak week,0.27594775506374
Delphi-DeltaDensity2,2011/2012,Season peak week,0.121493132679116
Delphi-EmpiricalBayes1,2011/2012,Season peak week,1.0755809017954e-13
Delphi-EmpiricalBayes2,2011/2012,Season peak week,2.33433573495287e-05
Delphi-EmpiricalFuture,2011/2012,Season peak week,5.61958161220671e-190
Delphi-EmpiricalTraj,2011/2012,Season peak week,5.60167700317149e-288
Delphi-Stat,2011/2012,Season peak week,1.70021588754111e-22
Delphi-Uniform,2011/2012,Season peak week,0
LANL-DBM,2011/2012,Season peak week,1.27379604466392e-10
ReichLab-KCDE,2011/2012,Season peak week,0.000156446785146773
ReichLab-KDE,2011/2012,Season peak week,1.88056525060597e-199
ReichLab-SARIMA1,2011/2012,Season peak week,8.32686790316281e-71
ReichLab-SARIMA2,2011/2012,Season peak week,0.0165370506187856
CU-BMA,2012/2013,Season peak week,0.22576260998407
CU-EAKFC_SEIRS,2012/2013,Season peak week,0.105671673729102
CU-EAKFC_SIRS,2012/2013,Season peak week,0.157128668198869
CU-EKF_SEIRS,2012/2013,Season peak week,0.0335807224770969
CU-EKF_SIRS,2012/2013,Season peak week,4.6470579301677e-08
CU-RHF_SEIRS,2012/2013,Season peak week,0.00682457392342801
CU-RHF_SIRS,2012/2013,Season peak week,0.000229332783597069
Delphi-BasisRegression,2012/2013,Season peak week,3.37394203782361e-234
Delphi-DeltaDensity1,2012/2013,Season peak week,2.84577559795585e-13
Delphi-DeltaDensity2,2012/2013,Season peak week,0.187186813585093
Delphi-EmpiricalBayes1,2012/2013,Season peak week,1.43278694916784e-21
Delphi-EmpiricalBayes2,2012/2013,Season peak week,5.03571081662575e-12
Delphi-EmpiricalFuture,2012/2013,Season peak week,6.69585506542024e-136
Delphi-EmpiricalTraj,2012/2013,Season peak week,4.06234328259331e-187
Delphi-Stat,2012/2013,Season peak week,1.51403425066435e-23
Delphi-Uniform,2012/2013,Season peak week,1.42915731954046e-248
LANL-DBM,2012/2013,Season peak week,0.0995521227858435
ReichLab-KCDE,2012/2013,Season peak week,0.0739723582307924
ReichLab-KDE,2012/2013,Season peak week,1.66807665741435e-147
ReichLab-SARIMA1,2012/2013,Season peak week,9.97878649911828e-65
ReichLab-SARIMA2,2012/2013,Season peak week,0.11009107782621
CU-BMA,2013/2014,Season peak week,0.225001842129638
CU-EAKFC_SEIRS,2013/2014,Season peak week,0.0447541971499824
CU-EAKFC_SIRS,2013/2014,Season peak week,0.181775331398237
CU-EKF_SEIRS,2013/2014,Season peak week,0.0383615504541524
CU-EKF_SIRS,2013/2014,Season peak week,8.73760150214273e-05
CU-RHF_SEIRS,2013/2014,Season peak week,0.0151149241253338
CU-RHF_SIRS,2013/2014,Season peak week,0.0614309331769378
Delphi-BasisRegression,2013/2014,Season peak week,4.23915755738796e-192
Delphi-DeltaDensity1,2013/2014,Season peak week,8.82847282428123e-08
Delphi-DeltaDensity2,2013/2014,Season peak week,0.13956452155397
Delphi-EmpiricalBayes1,2013/2014,Season peak week,6.36971937328735e-10
Delphi-EmpiricalBayes2,2013/2014,Season peak week,0.00508591186263336
Delphi-EmpiricalFuture,2013/2014,Season peak week,2.92348628694652e-109
Delphi-EmpiricalTraj,2013/2014,Season peak week,8.26497885207074e-154
Delphi-Stat,2013/2014,Season peak week,1.11904267788414e-18
Delphi-Uniform,2013/2014,Season peak week,2.78422284291508e-203
LANL-DBM,2013/2014,Season peak week,0.109150317335239
ReichLab-KCDE,2013/2014,Season peak week,0.179672916666579
ReichLab-KDE,2013/2014,Season peak week,4.82590962716689e-122
ReichLab-SARIMA1,2013/2014,Season peak week,1.06514263773604e-52
ReichLab-SARIMA2,2013/2014,Season peak week,8.92105748624155e-08
CU-BMA,2014/2015,Season peak week,0.213729580954517
CU-EAKFC_SEIRS,2014/2015,Season peak week,0.0497085725953563
CU-EAKFC_SIRS,2014/2015,Season peak week,0.189977580663259
CU-EKF_SEIRS,2014/2015,Season peak week,0.0421542912187717
CU-EKF_SIRS,2014/2015,Season peak week,2.40818245760132e-06
CU-RHF_SEIRS,2014/2015,Season peak week,0.00415324684986413
CU-RHF_SIRS,2014/2015,Season peak week,0.00895477677320929
Delphi-BasisRegression,2014/2015,Season peak week,6.80742211234674e-246
Delphi-DeltaDensity1,2014/2015,Season peak week,8.3221007971993e-08
Delphi-DeltaDensity2,2014/2015,Season peak week,0.20713010898001
Delphi-EmpiricalBayes1,2014/2015,Season peak week,9.95969436462108e-18
Delphi-EmpiricalBayes2,2014/2015,Season peak week,7.81274137397438e-17
Delphi-EmpiricalFuture,2014/2015,Season peak week,2.18701607190817e-145
Delphi-EmpiricalTraj,2014/2015,Season peak week,1.54344388260409e-197
Delphi-Stat,2014/2015,Season peak week,7.170660496369e-24
Delphi-Uniform,2014/2015,Season peak week,3.9120949578348e-261
LANL-DBM,2014/2015,Season peak week,0.0917766667832858
ReichLab-KCDE,2014/2015,Season peak week,0.192412683773673
ReichLab-KDE,2014/2015,Season peak week,3.0244036067499e-158
ReichLab-SARIMA1,2014/2015,Season peak week,1.82236021906162e-65
ReichLab-SARIMA2,2014/2015,Season peak week,4.58787778303667e-12
CU-BMA,2015/2016,Season peak week,0.243454281339004
CU-EAKFC_SEIRS,2015/2016,Season peak week,4.57782841955933e-05
CU-EAKFC_SIRS,2015/2016,Season peak week,0.294096390181821
CU-EKF_SEIRS,2015/2016,Season peak week,1.47433833421728e-08
CU-EKF_SIRS,2015/2016,Season peak week,4.5942863154116e-07
CU-RHF_SEIRS,2015/2016,Season peak week,6.45816604915874e-11
CU-RHF_SIRS,2015/2016,Season peak week,0.000427888361591959
Delphi-BasisRegression,2015/2016,Season peak week,1.10907038146309e-245
Delphi-DeltaDensity1,2015/2016,Season peak week,4.15687473016108e-15
Delphi-DeltaDensity2,2015/2016,Season peak week,0.251081346740369
Delphi-EmpiricalBayes1,2015/2016,Season peak week,3.00826383194982e-10
Delphi-EmpiricalBayes2,2015/2016,Season peak week,0.0198383713063607
Delphi-EmpiricalFuture,2015/2016,Season peak week,7.20656809091794e-155
Delphi-EmpiricalTraj,2015/2016,Season peak week,7.63650115822194e-188
Delphi-Stat,2015/2016,Season peak week,4.13679261957716e-26
Delphi-Uniform,2015/2016,Season peak week,2.67851613069076e-255
LANL-DBM,2015/2016,Season peak week,0.024885002053228
ReichLab-KCDE,2015/2016,Season peak week,1.88168392210468e-11
ReichLab-KDE,2015/2016,Season peak week,4.36770077144149e-161
ReichLab-SARIMA1,2015/2016,Season peak week,3.41157703782089e-68
ReichLab-SARIMA2,2015/2016,Season peak week,0.166170467177185
CU-BMA,2016/2017,Season peak week,0.170918341159405
CU-EAKFC_SEIRS,2016/2017,Season peak week,3.03941113983072e-05
CU-EAKFC_SIRS,2016/2017,Season peak week,0.283622719020869
CU-EKF_SEIRS,2016/2017,Season peak week,3.01781612503705e-10
CU-EKF_SIRS,2016/2017,Season peak week,1.84147628002787e-10
CU-RHF_SEIRS,2016/2017,Season peak week,1.86689624386869e-08
CU-RHF_SIRS,2016/2017,Season peak week,6.6675966915297e-07
Delphi-BasisRegression,2016/2017,Season peak week,2.00063571241141e-237
Delphi-DeltaDensity1,2016/2017,Season peak week,0.00538971994058959
Delphi-DeltaDensity2,2016/2017,Season peak week,0.113551340803325
Delphi-EmpiricalBayes1,2016/2017,Season peak week,7.97706583169519e-08
Delphi-EmpiricalBayes2,2016/2017,Season peak week,0.0272667241756426
Delphi-EmpiricalFuture,2016/2017,Season peak week,2.76379337693866e-139
Delphi-EmpiricalTraj,2016/2017,Season peak week,1.5465376476359e-182
Delphi-Stat,2016/2017,Season peak week,4.0983014927913e-20
Delphi-Uniform,2016/2017,Season peak week,1.92168336944225e-249
LANL-DBM,2016/2017,Season peak week,0.0481360754980342
ReichLab-KCDE,2016/2017,Season peak week,0.223783075972917
ReichLab-KDE,2016/2017,Season peak week,2.11612837615563e-154
ReichLab-SARIMA1,2016/2017,Season peak week,1.57721068111605e-66
ReichLab-SARIMA2,2016/2017,Season peak week,0.1273008436326
CU-BMA,2017/2018,1 wk ahead,1.36567027070539e-07
CU-EAKFC_SEIRS,2017/2018,1 wk ahead,0.0910532541502008
CU-EAKFC_SIRS,2017/2018,1 wk ahead,0.0910532541502008
CU-EKF_SEIRS,2017/2018,1 wk ahead,0.0910532541502008
CU-EKF_SIRS,2017/2018,1 wk ahead,0.0910532541502008
CU-RHF_SEIRS,2017/2018,1 wk ahead,0.0910532541502008
CU-RHF_SIRS,2017/2018,1 wk ahead,0.0910532541502008
Delphi-BasisRegression,2017/2018,1 wk ahead,1.97911464797627e-128
Delphi-DeltaDensity1,2017/2018,1 wk ahead,0.245218038022256
Delphi-DeltaDensity2,2017/2018,1 wk ahead,0.119153638857794
Delphi-EmpiricalBayes1,2017/2018,1 wk ahead,0.0893044738468254
Delphi-EmpiricalBayes2,2017/2018,1 wk ahead,8.37905049532324e-18
Delphi-EmpiricalFuture,2017/2018,1 wk ahead,1.93400296749216e-73
Delphi-EmpiricalTraj,2017/2018,1 wk ahead,1.93400296749216e-73
Delphi-Stat,2017/2018,1 wk ahead,4.15130864148331e-06
Delphi-Uniform,2017/2018,1 wk ahead,1.08465898448734e-149
LANL-DBM,2017/2018,1 wk ahead,2.59002193517497e-20
ReichLab-KCDE,2017/2018,1 wk ahead,3.64960103301278e-08
ReichLab-KDE,2017/2018,1 wk ahead,3.34027412961424e-60
ReichLab-SARIMA1,2017/2018,1 wk ahead,2.23066982074368e-13
ReichLab-SARIMA2,2017/2018,1 wk ahead,1.858051189335e-14
CU-BMA,2017/2018,2 wk ahead,0.0443512262537078
CU-EAKFC_SEIRS,2017/2018,2 wk ahead,0.261131599370841
CU-EAKFC_SIRS,2017/2018,2 wk ahead,0.000868668867048869
CU-EKF_SEIRS,2017/2018,2 wk ahead,0.266332400199445
CU-EKF_SIRS,2017/2018,2 wk ahead,9.76846243580404e-05
CU-RHF_SEIRS,2017/2018,2 wk ahead,0.0166716795057294
CU-RHF_SIRS,2017/2018,2 wk ahead,1.77177809755114e-08
Delphi-BasisRegression,2017/2018,2 wk ahead,0
Delphi-DeltaDensity1,2017/2018,2 wk ahead,0.285624570659829
Delphi-DeltaDensity2,2017/2018,2 wk ahead,0.052298433600261
Delphi-EmpiricalBayes1,2017/2018,2 wk ahead,0.0726237192009995
Delphi-EmpiricalBayes2,2017/2018,2 wk ahead,8.47140820025843e-58
Delphi-EmpiricalFuture,2017/2018,2 wk ahead,1.38348639102214e-218
Delphi-EmpiricalTraj,2017/2018,2 wk ahead,1.38348639102214e-218
Delphi-Stat,2017/2018,2 wk ahead,3.64502618000513e-21
Delphi-Uniform,2017/2018,2 wk ahead,0
LANL-DBM,2017/2018,2 wk ahead,1.0344702326208e-42
ReichLab-KCDE,2017/2018,2 wk ahead,4.11832520220388e-34
ReichLab-KDE,2017/2018,2 wk ahead,5.23626745378158e-164
ReichLab-SARIMA1,2017/2018,2 wk ahead,3.53441686065333e-54
ReichLab-SARIMA2,2017/2018,2 wk ahead,7.66041461863904e-35
CU-BMA,2017/2018,3 wk ahead,0.0600505309923209
CU-EAKFC_SEIRS,2017/2018,3 wk ahead,0.137167273806439
CU-EAKFC_SIRS,2017/2018,3 wk ahead,3.32446339584806e-07
CU-EKF_SEIRS,2017/2018,3 wk ahead,0.274063549993725
CU-EKF_SIRS,2017/2018,3 wk ahead,1.5236387441915e-06
CU-RHF_SEIRS,2017/2018,3 wk ahead,0.0143077769752224
CU-RHF_SIRS,2017/2018,3 wk ahead,6.2254090287357e-10
Delphi-BasisRegression,2017/2018,3 wk ahead,2.83388295208032e-290
Delphi-DeltaDensity1,2017/2018,3 wk ahead,0.436168666744969
Delphi-DeltaDensity2,2017/2018,3 wk ahead,0.0211100985514942
Delphi-EmpiricalBayes1,2017/2018,3 wk ahead,0.0571302462281865
Delphi-EmpiricalBayes2,2017/2018,3 wk ahead,1.75405054038057e-33
Delphi-EmpiricalFuture,2017/2018,3 wk ahead,1.11621002391233e-113
Delphi-EmpiricalTraj,2017/2018,3 wk ahead,1.11621002391233e-113
Delphi-Stat,2017/2018,3 wk ahead,1.79421634261459e-14
Delphi-Uniform,2017/2018,3 wk ahead,0
LANL-DBM,2017/2018,3 wk ahead,1.32782841536456e-27
ReichLab-KCDE,2017/2018,3 wk ahead,1.41821076395837e-22
ReichLab-KDE,2017/2018,3 wk ahead,2.81192201005886e-82
ReichLab-SARIMA1,2017/2018,3 wk ahead,1.98001993684894e-48
ReichLab-SARIMA2,2017/2018,3 wk ahead,2.94020212804906e-24
CU-BMA,2017/2018,4 wk ahead,0.0579530999465798
CU-EAKFC_SEIRS,2017/2018,4 wk ahead,0.147520687760561
CU-EAKFC_SIRS,2017/2018,4 wk ahead,0.000217774689602774
CU-EKF_SEIRS,2017/2018,4 wk ahead,0.162086022858115
CU-EKF_SIRS,2017/2018,4 wk ahead,1.77585296094466e-07
CU-RHF_SEIRS,2017/2018,4 wk ahead,0.0367199366347204
CU-RHF_SIRS,2017/2018,4 wk ahead,7.39521467489355e-05
Delphi-BasisRegression,2017/2018,4 wk ahead,2.72307737333917e-241
Delphi-DeltaDensity1,2017/2018,4 wk ahead,0.547403525431392
Delphi-DeltaDensity2,2017/2018,4 wk ahead,0.0162780807957518
Delphi-EmpiricalBayes1,2017/2018,4 wk ahead,0.0317467421499884
Delphi-EmpiricalBayes2,2017/2018,4 wk ahead,1.37080734002464e-24
Delphi-EmpiricalFuture,2017/2018,4 wk ahead,1.55592164501009e-86
Delphi-EmpiricalTraj,2017/2018,4 wk ahead,1.55592164501009e-86
Delphi-Stat,2017/2018,4 wk ahead,1.21397893498026e-12
Delphi-Uniform,2017/2018,4 wk ahead,6.03456734462422e-300
LANL-DBM,2017/2018,4 wk ahead,1.69685991958035e-21
ReichLab-KCDE,2017/2018,4 wk ahead,2.79159295810809e-14
ReichLab-KDE,2017/2018,4 wk ahead,6.72482789989852e-55
ReichLab-SARIMA1,2017/2018,4 wk ahead,1.93445101340257e-50
ReichLab-SARIMA2,2017/2018,4 wk ahead,1.38041796432706e-15
CU-BMA,2017/2018,Season onset,0.154614754738067
CU-EAKFC_SEIRS,2017/2018,Season onset,3.04563302835009e-10
CU-EAKFC_SIRS,2017/2018,Season onset,1.9384629082439e-10
CU-EKF_SEIRS,2017/2018,Season onset,0.223272318441565
CU-EKF_SIRS,2017/2018,Season onset,0.0416641099154544
CU-RHF_SEIRS,2017/2018,Season onset,4.27980056592827e-13
CU-RHF_SIRS,2017/2018,Season onset,2.61643228656355e-11
Delphi-BasisRegression,2017/2018,Season onset,3.11805723617732e-97
Delphi-DeltaDensity1,2017/2018,Season onset,0.000230645151332785
Delphi-DeltaDensity2,2017/2018,Season onset,0.105736830614315
Delphi-EmpiricalBayes1,2017/2018,Season onset,6.78351007849082e-33
Delphi-EmpiricalBayes2,2017/2018,Season onset,2.06664909431944e-38
Delphi-EmpiricalFuture,2017/2018,Season onset,0.000178414548761627
Delphi-EmpiricalTraj,2017/2018,Season onset,1.01314180068403e-86
Delphi-Stat,2017/2018,Season onset,5.24549620087788e-22
Delphi-Uniform,2017/2018,Season onset,2.42830254611164e-119
LANL-DBM,2017/2018,Season onset,0.413893224452828
ReichLab-KCDE,2017/2018,Season onset,0.0490680896200032
ReichLab-KDE,2017/2018,Season onset,0.0113415934385719
ReichLab-SARIMA1,2017/2018,Season onset,3.65925798109514e-35
ReichLab-SARIMA2,2017/2018,Season onset,1.85540982727105e-08
CU-BMA,2017/2018,Season peak percentage,0.176859201073774
CU-EAKFC_SEIRS,2017/2018,Season peak percentage,8.18470570840993e-34
CU-EAKFC_SIRS,2017/2018,Season peak percentage,4.45220584422593e-22
CU-EKF_SEIRS,2017/2018,Season peak percentage,2.33471821487366e-40
CU-EKF_SIRS,2017/2018,Season peak percentage,2.51212178184685e-29
CU-RHF_SEIRS,2017/2018,Season peak percentage,5.72556483794974e-41
CU-RHF_SIRS,2017/2018,Season peak percentage,4.31612492256527e-30
Delphi-BasisRegression,2017/2018,Season peak percentage,5.26455986742408e-193
Delphi-DeltaDensity1,2017/2018,Season peak percentage,0.289849340557617
Delphi-DeltaDensity2,2017/2018,Season peak percentage,0.229441158438907
Delphi-EmpiricalBayes1,2017/2018,Season peak percentage,1.04881210929071e-06
Delphi-EmpiricalBayes2,2017/2018,Season peak percentage,7.98873992923627e-25
Delphi-EmpiricalFuture,2017/2018,Season peak percentage,4.07443811517702e-50
Delphi-EmpiricalTraj,2017/2018,Season peak percentage,2.58372878747073e-122
Delphi-Stat,2017/2018,Season peak percentage,7.85977996303253e-17
Delphi-Uniform,2017/2018,Season peak percentage,5.3969552875941e-226
LANL-DBM,2017/2018,Season peak percentage,0.303727273880257
ReichLab-KCDE,2017/2018,Season peak percentage,0.000121977237335663
ReichLab-KDE,2017/2018,Season peak percentage,1.01273255885065e-103
ReichLab-SARIMA1,2017/2018,Season peak percentage,1.38332608844304e-27
ReichLab-SARIMA2,2017/2018,Season peak percentage,9.26640357423757e-23
CU-BMA,2017/2018,Season peak week,0.233187985440631
CU-EAKFC_SEIRS,2017/2018,Season peak week,0.0309468571671355
CU-EAKFC_SIRS,2017/2018,Season peak week,0.256580559022924
CU-EKF_SEIRS,2017/2018,Season peak week,0.00457544090652338
CU-EKF_SIRS,2017/2018,Season peak week,3.82629028941295e-06
CU-RHF_SEIRS,2017/2018,Season peak week,0.000625274049282149
CU-RHF_SIRS,2017/2018,Season peak week,0.00670752287693541
Delphi-BasisRegression,2017/2018,Season peak week,1.06848807378208e-258
Delphi-DeltaDensity1,2017/2018,Season peak week,1.39988789126753e-06
Delphi-DeltaDensity2,2017/2018,Season peak week,0.200568792473852
Delphi-EmpiricalBayes1,2017/2018,Season peak week,4.51513208371986e-11
Delphi-EmpiricalBayes2,2017/2018,Season peak week,0.00836941340715428
Delphi-EmpiricalFuture,2017/2018,Season peak week,6.96587881845255e-151
Delphi-EmpiricalTraj,2017/2018,Season peak week,4.74653134266351e-206
Delphi-Stat,2017/2018,Season peak week,3.64503459187646e-22
Delphi-Uniform,2017/2018,Season peak week,3.31861236523898e-273
LANL-DBM,2017/2018,Season peak week,0.0556103521063189
ReichLab-KCDE,2017/2018,Season peak week,0.155713157277041
ReichLab-KDE,2017/2018,Season peak week,1.16078812227621e-165
