component_model_id,season,target,weight
Delphi-BasisRegression,2014/2015,3 wk ahead,1.34780941768167e-237
Delphi-DeltaDensity1,2014/2015,3 wk ahead,0.477193615901561
Delphi-DeltaDensity2,2014/2015,3 wk ahead,0.00809365213762055
Delphi-EmpiricalBayes1,2014/2015,3 wk ahead,0.0458513083211634
Delphi-EmpiricalBayes2,2014/2015,3 wk ahead,3.57735502331647e-34
Delphi-EmpiricalFuture,2014/2015,3 wk ahead,7.3366245302472e-94
Delphi-EmpiricalTraj,2014/2015,3 wk ahead,7.3366245302472e-94
Delphi-Stat,2014/2015,3 wk ahead,2.20192705464142e-12
Delphi-Uniform,2014/2015,3 wk ahead,2.2073479724559e-291
LANL-DBM,2014/2015,3 wk ahead,7.66770765939338e-17
ReichLab-KCDE,2014/2015,3 wk ahead,9.22766122229844e-19
ReichLab-KDE,2014/2015,3 wk ahead,4.70494157701653e-63
ReichLab-SARIMA1,2014/2015,3 wk ahead,9.29626815722041e-37
ReichLab-SARIMA2,2014/2015,3 wk ahead,4.84802274906702e-24
CU-BMA,2015/2016,3 wk ahead,0.0252942948026927
CU-EAKFC_SEIRS,2015/2016,3 wk ahead,0.129445445792439
CU-EAKFC_SIRS,2015/2016,3 wk ahead,1.09914651795073e-08
CU-EKF_SEIRS,2015/2016,3 wk ahead,0.344175394999781
CU-EKF_SIRS,2015/2016,3 wk ahead,1.59219159062839e-07
CU-RHF_SEIRS,2015/2016,3 wk ahead,0.00138416943578637
CU-RHF_SIRS,2015/2016,3 wk ahead,2.42314665496296e-12
Delphi-BasisRegression,2015/2016,3 wk ahead,0
Delphi-DeltaDensity1,2015/2016,3 wk ahead,0.397230793847836
Delphi-DeltaDensity2,2015/2016,3 wk ahead,0.0341228445369685
Delphi-EmpiricalBayes1,2015/2016,3 wk ahead,0.0683468863714487
Delphi-EmpiricalBayes2,2015/2016,3 wk ahead,3.69303486124718e-46
Delphi-EmpiricalFuture,2015/2016,3 wk ahead,6.49495235854813e-153
Delphi-EmpiricalTraj,2015/2016,3 wk ahead,6.49495235854813e-153
Delphi-Stat,2015/2016,3 wk ahead,1.22042875444834e-19
Delphi-Uniform,2015/2016,3 wk ahead,0
LANL-DBM,2015/2016,3 wk ahead,2.58434487678736e-35
ReichLab-KCDE,2015/2016,3 wk ahead,2.72163116059509e-27
ReichLab-KDE,2015/2016,3 wk ahead,2.08925471332588e-107
ReichLab-SARIMA1,2015/2016,3 wk ahead,5.06977130804738e-61
ReichLab-SARIMA2,2015/2016,3 wk ahead,1.50404642218135e-22
CU-BMA,2016/2017,3 wk ahead,0.0504942504141031
CU-EAKFC_SEIRS,2016/2017,3 wk ahead,0.204038722122018
CU-EAKFC_SIRS,2016/2017,3 wk ahead,4.60111100769583e-06
CU-EKF_SEIRS,2016/2017,3 wk ahead,0.220313439416099
CU-EKF_SIRS,2016/2017,3 wk ahead,5.98362098404864e-08
CU-RHF_SEIRS,2016/2017,3 wk ahead,0.000332928321871952
CU-RHF_SIRS,2016/2017,3 wk ahead,4.95219673986208e-10
Delphi-BasisRegression,2016/2017,3 wk ahead,0
Delphi-DeltaDensity1,2016/2017,3 wk ahead,0.451620177033252
Delphi-DeltaDensity2,2016/2017,3 wk ahead,3.72692567288149e-09
Delphi-EmpiricalBayes1,2016/2017,3 wk ahead,0.0731958175232934
Delphi-EmpiricalBayes2,2016/2017,3 wk ahead,4.99567366857434e-38
Delphi-EmpiricalFuture,2016/2017,3 wk ahead,2.71396929117337e-134
Delphi-EmpiricalTraj,2016/2017,3 wk ahead,2.71396929117337e-134
Delphi-Stat,2016/2017,3 wk ahead,3.82668121594494e-18
Delphi-Uniform,2016/2017,3 wk ahead,0
LANL-DBM,2016/2017,3 wk ahead,1.85305307241278e-41
ReichLab-KCDE,2016/2017,3 wk ahead,5.85532840858049e-30
ReichLab-KDE,2016/2017,3 wk ahead,1.67337780302307e-94
ReichLab-SARIMA1,2016/2017,3 wk ahead,3.91638588576657e-57
ReichLab-SARIMA2,2016/2017,3 wk ahead,7.83065980381774e-24
CU-BMA,2010/2011,4 wk ahead,0.0250276225582233
CU-EAKFC_SEIRS,2010/2011,4 wk ahead,0.160199001659084
CU-EAKFC_SIRS,2010/2011,4 wk ahead,2.829807793017e-05
CU-EKF_SEIRS,2010/2011,4 wk ahead,0.206978110753298
CU-EKF_SIRS,2010/2011,4 wk ahead,8.68691523281062e-10
CU-RHF_SEIRS,2010/2011,4 wk ahead,0.00155540394176584
CU-RHF_SIRS,2010/2011,4 wk ahead,3.75125166222586e-06
Delphi-BasisRegression,2010/2011,4 wk ahead,5.84410983905423e-318
Delphi-DeltaDensity1,2010/2011,4 wk ahead,0.544729694676687
Delphi-DeltaDensity2,2010/2011,4 wk ahead,0.0372376558439516
Delphi-EmpiricalBayes1,2010/2011,4 wk ahead,0.0242404603687054
Delphi-EmpiricalBayes2,2010/2011,4 wk ahead,5.24764633356189e-37
Delphi-EmpiricalFuture,2010/2011,4 wk ahead,1.47870309372588e-110
Delphi-EmpiricalTraj,2010/2011,4 wk ahead,1.47870309372588e-110
Delphi-Stat,2010/2011,4 wk ahead,4.05593279175644e-16
Delphi-Uniform,2010/2011,4 wk ahead,0
LANL-DBM,2010/2011,4 wk ahead,5.65156059331234e-33
ReichLab-KCDE,2010/2011,4 wk ahead,9.72993700670796e-18
ReichLab-KDE,2010/2011,4 wk ahead,1.31250293624878e-72
ReichLab-SARIMA1,2010/2011,4 wk ahead,1.06110361811854e-57
ReichLab-SARIMA2,2010/2011,4 wk ahead,4.33489914113926e-16
CU-BMA,2011/2012,4 wk ahead,0.0502328207364264
CU-EAKFC_SEIRS,2011/2012,4 wk ahead,0.099399619935503
CU-EAKFC_SIRS,2011/2012,4 wk ahead,0.000417744093532484
CU-EKF_SEIRS,2011/2012,4 wk ahead,0.162694556792454
CU-EKF_SIRS,2011/2012,4 wk ahead,2.71913340208579e-06
CU-RHF_SEIRS,2011/2012,4 wk ahead,0.0461046632422816
CU-RHF_SIRS,2011/2012,4 wk ahead,8.18634095723514e-05
Delphi-BasisRegression,2011/2012,4 wk ahead,3.03855696772203e-215
Delphi-DeltaDensity1,2011/2012,4 wk ahead,0.611120822996593
Delphi-DeltaDensity2,2011/2012,4 wk ahead,0.0044995779817856
Delphi-EmpiricalBayes1,2011/2012,4 wk ahead,0.0254456115596656
Delphi-EmpiricalBayes2,2011/2012,4 wk ahead,2.12826863455235e-11
Delphi-EmpiricalFuture,2011/2012,4 wk ahead,6.03190680333771e-71
Delphi-EmpiricalTraj,2011/2012,4 wk ahead,6.03190680333771e-71
Delphi-Stat,2011/2012,4 wk ahead,9.2580932358099e-11
Delphi-Uniform,2011/2012,4 wk ahead,2.0363690072179e-270
LANL-DBM,2011/2012,4 wk ahead,8.9418377491411e-20
ReichLab-KCDE,2011/2012,4 wk ahead,4.87421785820536e-12
ReichLab-KDE,2011/2012,4 wk ahead,9.26292781620067e-51
ReichLab-SARIMA1,2011/2012,4 wk ahead,1.59854584532482e-58
ReichLab-SARIMA2,2011/2012,4 wk ahead,4.61491883913313e-14
CU-BMA,2012/2013,4 wk ahead,0.0830874004747426
CU-EAKFC_SEIRS,2012/2013,4 wk ahead,0.195661742119445
CU-EAKFC_SIRS,2012/2013,4 wk ahead,1.42684991522076e-05
CU-EKF_SEIRS,2012/2013,4 wk ahead,0.0759172441430489
CU-EKF_SIRS,2012/2013,4 wk ahead,3.07882799795565e-07
CU-RHF_SEIRS,2012/2013,4 wk ahead,0.0588843053584006
CU-RHF_SIRS,2012/2013,4 wk ahead,1.50271812234398e-05
Delphi-BasisRegression,2012/2013,4 wk ahead,5.99300207742401e-153
Delphi-DeltaDensity1,2012/2013,4 wk ahead,0.46927299908537
Delphi-DeltaDensity2,2012/2013,4 wk ahead,0.0787945417934011
Delphi-EmpiricalBayes1,2012/2013,4 wk ahead,0.038352072034635
Delphi-EmpiricalBayes2,2012/2013,4 wk ahead,2.85935718944205e-12
Delphi-EmpiricalFuture,2012/2013,4 wk ahead,3.25270039484397e-55
Delphi-EmpiricalTraj,2012/2013,4 wk ahead,3.25270039484397e-55
Delphi-Stat,2012/2013,4 wk ahead,9.11381923225158e-08
Delphi-Uniform,2012/2013,4 wk ahead,5.19642269650011e-189
LANL-DBM,2012/2013,4 wk ahead,5.48307250271772e-13
ReichLab-KCDE,2012/2013,4 wk ahead,1.63725123085025e-10
ReichLab-KDE,2012/2013,4 wk ahead,6.30007793782387e-36
ReichLab-SARIMA1,2012/2013,4 wk ahead,6.66674827653683e-31
ReichLab-SARIMA2,2012/2013,4 wk ahead,1.22456512206276e-10
CU-BMA,2013/2014,4 wk ahead,0.0832052630025714
CU-EAKFC_SEIRS,2013/2014,4 wk ahead,0.134076545263058
CU-EAKFC_SIRS,2013/2014,4 wk ahead,0.000152919561068821
CU-EKF_SEIRS,2013/2014,4 wk ahead,0.167329682856432
CU-EKF_SIRS,2013/2014,4 wk ahead,2.50564714535515e-07
CU-RHF_SEIRS,2013/2014,4 wk ahead,0.0548402704368888
CU-RHF_SIRS,2013/2014,4 wk ahead,1.18723312161891e-07
Delphi-BasisRegression,2013/2014,4 wk ahead,5.24334195477227e-214
Delphi-DeltaDensity1,2013/2014,4 wk ahead,0.493336308983916
Delphi-DeltaDensity2,2013/2014,4 wk ahead,0.0366634111033872
Delphi-EmpiricalBayes1,2013/2014,4 wk ahead,0.0303952294723223
Delphi-EmpiricalBayes2,2013/2014,4 wk ahead,1.8545784814322e-18
Delphi-EmpiricalFuture,2013/2014,4 wk ahead,1.50886301239267e-79
Delphi-EmpiricalTraj,2013/2014,4 wk ahead,1.50886301239267e-79
Delphi-Stat,2013/2014,4 wk ahead,3.19690569973141e-11
Delphi-Uniform,2013/2014,4 wk ahead,5.1023094786391e-263
LANL-DBM,2013/2014,4 wk ahead,1.89179745676861e-17
ReichLab-KCDE,2013/2014,4 wk ahead,3.59754355825019e-13
ReichLab-KDE,2013/2014,4 wk ahead,5.6270461914581e-52
ReichLab-SARIMA1,2013/2014,4 wk ahead,4.2711438680314e-47
ReichLab-SARIMA2,2013/2014,4 wk ahead,1.39084790292072e-20
CU-BMA,2014/2015,4 wk ahead,0.0806237830005197
CU-EAKFC_SEIRS,2014/2015,4 wk ahead,0.115875375546433
CU-EAKFC_SIRS,2014/2015,4 wk ahead,0.000181110181142339
CU-EKF_SEIRS,2014/2015,4 wk ahead,0.148688251003337
CU-EKF_SIRS,2014/2015,4 wk ahead,7.40283567953275e-07
CU-RHF_SEIRS,2014/2015,4 wk ahead,0.0326267280355003
CU-RHF_SIRS,2014/2015,4 wk ahead,0.0267809740209348
Delphi-BasisRegression,2014/2015,4 wk ahead,1.08851219649252e-255
Delphi-DeltaDensity1,2014/2015,4 wk ahead,0.587298008528251
Delphi-DeltaDensity2,2014/2015,4 wk ahead,1.20049862933977e-05
Delphi-EmpiricalBayes1,2014/2015,4 wk ahead,0.00791302441392676
Delphi-EmpiricalBayes2,2014/2015,4 wk ahead,2.96350840897813e-39
Delphi-EmpiricalFuture,2014/2015,4 wk ahead,1.8738260691103e-93
Delphi-EmpiricalTraj,2014/2015,4 wk ahead,1.8738260691103e-93
Delphi-Stat,2014/2015,4 wk ahead,4.11324747426534e-14
Delphi-Uniform,2014/2015,4 wk ahead,1.53540780758084e-318
LANL-DBM,2014/2015,4 wk ahead,4.96083399125581e-14
ReichLab-KCDE,2014/2015,4 wk ahead,2.44371388723539e-15
ReichLab-KDE,2014/2015,4 wk ahead,3.81192978588282e-53
ReichLab-SARIMA1,2014/2015,4 wk ahead,3.60825708637355e-47
ReichLab-SARIMA2,2014/2015,4 wk ahead,6.32782513656966e-23
CU-BMA,2015/2016,4 wk ahead,0.0315040758851262
CU-EAKFC_SEIRS,2015/2016,4 wk ahead,0.158679198645327
CU-EAKFC_SIRS,2015/2016,4 wk ahead,0.000518456395267045
CU-EKF_SEIRS,2015/2016,4 wk ahead,0.214133986351761
CU-EKF_SIRS,2015/2016,4 wk ahead,4.10033822803852e-07
CU-RHF_SEIRS,2015/2016,4 wk ahead,0.0221337245915584
CU-RHF_SIRS,2015/2016,4 wk ahead,0.000315345985109769
Delphi-BasisRegression,2015/2016,4 wk ahead,1.04824180324455e-258
Delphi-DeltaDensity1,2015/2016,4 wk ahead,0.503709923720991
Delphi-DeltaDensity2,2015/2016,4 wk ahead,0.030615960802208
Delphi-EmpiricalBayes1,2015/2016,4 wk ahead,0.0383889170361177
Delphi-EmpiricalBayes2,2015/2016,4 wk ahead,7.60411939220278e-27
Delphi-EmpiricalFuture,2015/2016,4 wk ahead,2.52390538100581e-96
Delphi-EmpiricalTraj,2015/2016,4 wk ahead,2.52390538100581e-96
Delphi-Stat,2015/2016,4 wk ahead,1.24844755955243e-14
Delphi-Uniform,2015/2016,4 wk ahead,4.44659081257122e-323
LANL-DBM,2015/2016,4 wk ahead,1.36391771550435e-23
ReichLab-KCDE,2015/2016,4 wk ahead,1.25449774813439e-13
ReichLab-KDE,2015/2016,4 wk ahead,3.44928362547745e-58
ReichLab-SARIMA1,2015/2016,4 wk ahead,7.53500281093421e-54
ReichLab-SARIMA2,2015/2016,4 wk ahead,5.5257338320646e-10
CU-BMA,2016/2017,4 wk ahead,0.0453459592222529
CU-EAKFC_SEIRS,2016/2017,4 wk ahead,0.193491538498563
CU-EAKFC_SIRS,2016/2017,4 wk ahead,0.021871185061425
CU-EKF_SEIRS,2016/2017,4 wk ahead,0.0927409749697334
CU-EKF_SIRS,2016/2017,4 wk ahead,2.06641413336603e-06
CU-RHF_SEIRS,2016/2017,4 wk ahead,0.0275808522111675
CU-RHF_SIRS,2016/2017,4 wk ahead,0.000275267538129836
Delphi-BasisRegression,2016/2017,4 wk ahead,1.99476533537899e-197
Delphi-DeltaDensity1,2016/2017,4 wk ahead,0.563206073605321
Delphi-DeltaDensity2,2016/2017,4 wk ahead,6.53365369063473e-10
Delphi-EmpiricalBayes1,2016/2017,4 wk ahead,0.0554860818161256
Delphi-EmpiricalBayes2,2016/2017,4 wk ahead,7.74494848658746e-26
Delphi-EmpiricalFuture,2016/2017,4 wk ahead,6.71646758907848e-73
Delphi-EmpiricalTraj,2016/2017,4 wk ahead,6.71646758907848e-73
Delphi-Stat,2016/2017,4 wk ahead,9.66519543765445e-12
Delphi-Uniform,2016/2017,4 wk ahead,1.08892948125874e-245
LANL-DBM,2016/2017,4 wk ahead,4.8305581111951e-28
ReichLab-KCDE,2016/2017,4 wk ahead,2.64470152922433e-15
ReichLab-KDE,2016/2017,4 wk ahead,9.40216456483118e-45
ReichLab-SARIMA1,2016/2017,4 wk ahead,5.61586455662123e-43
ReichLab-SARIMA2,2016/2017,4 wk ahead,1.15465058894962e-13
CU-BMA,2010/2011,Season onset,1.02863129000803e-06
CU-EAKFC_SEIRS,2010/2011,Season onset,4.19266132013807e-13
CU-EAKFC_SIRS,2010/2011,Season onset,5.28642941839145e-13
CU-EKF_SEIRS,2010/2011,Season onset,0.262926777121841
CU-EKF_SIRS,2010/2011,Season onset,0.0575891426412239
CU-RHF_SEIRS,2010/2011,Season onset,4.82766241827144e-15
CU-RHF_SIRS,2010/2011,Season onset,1.29151185703498e-13
Delphi-BasisRegression,2010/2011,Season onset,4.77869032642108e-100
Delphi-DeltaDensity1,2010/2011,Season onset,0.00816299069640786
Delphi-DeltaDensity2,2010/2011,Season onset,0.112423521695859
Delphi-EmpiricalBayes1,2010/2011,Season onset,2.45757369834318e-32
Delphi-EmpiricalBayes2,2010/2011,Season onset,1.15873373228321e-55
Delphi-EmpiricalFuture,2010/2011,Season onset,0.00474817257420124
Delphi-EmpiricalTraj,2010/2011,Season onset,8.56423092167354e-95
Delphi-Stat,2010/2011,Season onset,2.88906135991259e-26
Delphi-Uniform,2010/2011,Season onset,1.10054456315065e-130
LANL-DBM,2010/2011,Season onset,0.425622703842818
ReichLab-KCDE,2010/2011,Season onset,0.114582644964154
ReichLab-KDE,2010/2011,Season onset,0.0136237388315763
ReichLab-SARIMA1,2010/2011,Season onset,1.09491046879277e-24
ReichLab-SARIMA2,2010/2011,Season onset,0.000319278999546476
CU-BMA,2011/2012,Season onset,0.260165970041909
CU-EAKFC_SEIRS,2011/2012,Season onset,0.150564227357663
CU-EAKFC_SIRS,2011/2012,Season onset,0.00672569090191571
CU-EKF_SEIRS,2011/2012,Season onset,0.165926677838864
CU-EKF_SIRS,2011/2012,Season onset,5.40996677949946e-08
CU-RHF_SEIRS,2011/2012,Season onset,0.000320784628585955
CU-RHF_SIRS,2011/2012,Season onset,1.52570903703511e-09
Delphi-BasisRegression,2011/2012,Season onset,2.54257100039064e-150
Delphi-DeltaDensity1,2011/2012,Season onset,0.188162534595871
Delphi-DeltaDensity2,2011/2012,Season onset,2.02033060337544e-36
Delphi-EmpiricalBayes1,2011/2012,Season onset,8.68300515751088e-23
Delphi-EmpiricalBayes2,2011/2012,Season onset,0.0122627624734809
Delphi-EmpiricalFuture,2011/2012,Season onset,0.0061045607338877
Delphi-EmpiricalTraj,2011/2012,Season onset,1.36602582135881e-108
Delphi-Stat,2011/2012,Season onset,7.22012548785536e-20
Delphi-Uniform,2011/2012,Season onset,6.88804851947488e-170
LANL-DBM,2011/2012,Season onset,0.0653420237495729
ReichLab-KCDE,2011/2012,Season onset,0.0863657727498029
ReichLab-KDE,2011/2012,Season onset,0.0580589393030701
ReichLab-SARIMA1,2011/2012,Season onset,1.01257652068254e-152
ReichLab-SARIMA2,2011/2012,Season onset,4.06284573198248e-41
CU-BMA,2012/2013,Season onset,0.176295819661729
CU-EAKFC_SEIRS,2012/2013,Season onset,5.66168716998451e-09
CU-EAKFC_SIRS,2012/2013,Season onset,1.18538969964538e-09
CU-EKF_SEIRS,2012/2013,Season onset,0.14603817781588
CU-EKF_SIRS,2012/2013,Season onset,0.0502085737064221
CU-RHF_SEIRS,2012/2013,Season onset,1.18691619736246e-11
CU-RHF_SIRS,2012/2013,Season onset,7.75782274705896e-10
Delphi-BasisRegression,2012/2013,Season onset,4.54103170358227e-83
Delphi-DeltaDensity1,2012/2013,Season onset,1.19811502061193e-07
Delphi-DeltaDensity2,2012/2013,Season onset,0.0956201964422877
Delphi-EmpiricalBayes1,2012/2013,Season onset,2.03239113521455e-30
Delphi-EmpiricalBayes2,2012/2013,Season onset,1.00633304988034e-36
Delphi-EmpiricalFuture,2012/2013,Season onset,2.96122965773761e-51
Delphi-EmpiricalTraj,2012/2013,Season onset,4.91506344164233e-81
Delphi-Stat,2012/2013,Season onset,4.50665457866996e-21
Delphi-Uniform,2012/2013,Season onset,4.69910743767388e-99
LANL-DBM,2012/2013,Season onset,0.506563676578666
ReichLab-KCDE,2012/2013,Season onset,0.0122726865456977
ReichLab-KDE,2012/2013,Season onset,2.88107510747833e-14
ReichLab-SARIMA1,2012/2013,Season onset,4.84973290486723e-23
ReichLab-SARIMA2,2012/2013,Season onset,0.0130007418030587
CU-BMA,2013/2014,Season onset,0.159645340911997
CU-EAKFC_SEIRS,2013/2014,Season onset,3.05654552008016e-10
CU-EAKFC_SIRS,2013/2014,Season onset,1.71548106445137e-10
CU-EKF_SEIRS,2013/2014,Season onset,0.204453398430381
CU-EKF_SIRS,2013/2014,Season onset,0.0328282706624671
CU-RHF_SEIRS,2013/2014,Season onset,2.39591168558796e-12
CU-RHF_SIRS,2013/2014,Season onset,8.37623594337877e-11
Delphi-BasisRegression,2013/2014,Season onset,3.81894944820932e-87
Delphi-DeltaDensity1,2013/2014,Season onset,4.1748246849478e-15
Delphi-DeltaDensity2,2013/2014,Season onset,2.01192022827545e-05
Delphi-EmpiricalBayes1,2013/2014,Season onset,3.01169065062299e-34
Delphi-EmpiricalBayes2,2013/2014,Season onset,2.23258003130345e-51
Delphi-EmpiricalFuture,2013/2014,Season onset,8.47820130757499e-06
Delphi-EmpiricalTraj,2013/2014,Season onset,9.38631151589791e-80
Delphi-Stat,2013/2014,Season onset,5.98655619363481e-30
Delphi-Uniform,2013/2014,Season onset,5.80825168572887e-107
LANL-DBM,2013/2014,Season onset,0.557941747757393
ReichLab-KCDE,2013/2014,Season onset,0.036296818671996
ReichLab-KDE,2013/2014,Season onset,0.0088058255988035
ReichLab-SARIMA1,2013/2014,Season onset,1.49590948519828e-27
ReichLab-SARIMA2,2013/2014,Season onset,6.70750279070355e-15
CU-BMA,2014/2015,Season onset,0.145771462909952
CU-EAKFC_SEIRS,2014/2015,Season onset,1.49822321942155e-10
CU-EAKFC_SIRS,2014/2015,Season onset,6.71847768282907e-10
CU-EKF_SEIRS,2014/2015,Season onset,0.139993135565344
CU-EKF_SIRS,2014/2015,Season onset,0.0706138356906363
CU-RHF_SEIRS,2014/2015,Season onset,1.06049335640575e-13
CU-RHF_SIRS,2014/2015,Season onset,3.91740791162371e-11
Delphi-BasisRegression,2014/2015,Season onset,9.05519141554045e-83
Delphi-DeltaDensity1,2014/2015,Season onset,0.000594857608595513
Delphi-DeltaDensity2,2014/2015,Season onset,0.118153549591662
Delphi-EmpiricalBayes1,2014/2015,Season onset,3.40935160617712e-30
Delphi-EmpiricalBayes2,2014/2015,Season onset,2.83722236993116e-38
Delphi-EmpiricalFuture,2014/2015,Season onset,2.28265392745189e-12
Delphi-EmpiricalTraj,2014/2015,Season onset,6.05864312413077e-81
Delphi-Stat,2014/2015,Season onset,5.10229404650399e-21
Delphi-Uniform,2014/2015,Season onset,6.96443523291528e-101
LANL-DBM,2014/2015,Season onset,0.499845885171524
ReichLab-KCDE,2014/2015,Season onset,0.0156059060387425
ReichLab-KDE,2014/2015,Season onset,0.00942136656029309
ReichLab-SARIMA1,2014/2015,Season onset,2.42229347216414e-32
ReichLab-SARIMA2,2014/2015,Season onset,1.80785733796628e-14
CU-BMA,2015/2016,Season onset,0.191644973338773
CU-EAKFC_SEIRS,2015/2016,Season onset,1.34384934305102e-08
CU-EAKFC_SIRS,2015/2016,Season onset,1.03108650073941e-09
CU-EKF_SEIRS,2015/2016,Season onset,0.229444340173206
CU-EKF_SIRS,2015/2016,Season onset,0.0692109423858812
CU-RHF_SEIRS,2015/2016,Season onset,1.00643704853335e-10
CU-RHF_SIRS,2015/2016,Season onset,1.93464425755624e-09
Delphi-BasisRegression,2015/2016,Season onset,4.23442728884994e-113
Delphi-DeltaDensity1,2015/2016,Season onset,1.28423871396506e-07
Delphi-DeltaDensity2,2015/2016,Season onset,0.246488952401711
Delphi-EmpiricalBayes1,2015/2016,Season onset,5.52532966727093e-30
Delphi-EmpiricalBayes2,2015/2016,Season onset,6.66502861439853e-30
Delphi-EmpiricalFuture,2015/2016,Season onset,0.0110920821262262
Delphi-EmpiricalTraj,2015/2016,Season onset,1.45072154291785e-99
Delphi-Stat,2015/2016,Season onset,5.626672490544e-20
Delphi-Uniform,2015/2016,Season onset,1.76798416037902e-127
LANL-DBM,2015/2016,Season onset,0.179498343972492
ReichLab-KCDE,2015/2016,Season onset,5.7276838570374e-08
ReichLab-KDE,2015/2016,Season onset,3.33333391115306e-45
ReichLab-SARIMA1,2015/2016,Season onset,5.865944172844e-20
ReichLab-SARIMA2,2015/2016,Season onset,0.0726201633961322
CU-BMA,2016/2017,Season onset,0.125276993556778
CU-EAKFC_SEIRS,2016/2017,Season onset,1.16993733990641e-15
CU-EAKFC_SIRS,2016/2017,Season onset,2.06907815033194e-15
CU-EKF_SEIRS,2016/2017,Season onset,0.231774521459645
CU-EKF_SIRS,2016/2017,Season onset,0.0077026489068278
CU-RHF_SEIRS,2016/2017,Season onset,1.59282543799142e-19
CU-RHF_SIRS,2016/2017,Season onset,1.06848383069438e-16
Delphi-BasisRegression,2016/2017,Season onset,1.11730171739219e-122
Delphi-DeltaDensity1,2016/2017,Season onset,4.96201259981815e-08
Delphi-DeltaDensity2,2016/2017,Season onset,0.113053490593035
Delphi-EmpiricalBayes1,2016/2017,Season onset,1.85568700593037e-55
Delphi-EmpiricalBayes2,2016/2017,Season onset,9.56774352380528e-60
Delphi-EmpiricalFuture,2016/2017,Season onset,1.64794857949088e-05
Delphi-EmpiricalTraj,2016/2017,Season onset,4.13566895514123e-116
Delphi-Stat,2016/2017,Season onset,2.77764283228058e-32
Delphi-Uniform,2016/2017,Season onset,8.3544869433755e-153
LANL-DBM,2016/2017,Season onset,0.47556227972312
ReichLab-KCDE,2016/2017,Season onset,0.0322080815951118
ReichLab-KDE,2016/2017,Season onset,0.0144053856915406
ReichLab-SARIMA1,2016/2017,Season onset,2.16400232385481e-37
ReichLab-SARIMA2,2016/2017,Season onset,6.93680174188121e-08
CU-BMA,2010/2011,Season peak percentage,0.0928527642190201
CU-EAKFC_SEIRS,2010/2011,Season peak percentage,1.45058860534788e-46
CU-EAKFC_SIRS,2010/2011,Season peak percentage,4.19809513424798e-35
CU-EKF_SEIRS,2010/2011,Season peak percentage,7.27553475472463e-55
CU-EKF_SIRS,2010/2011,Season peak percentage,1.11074270042197e-43
CU-RHF_SEIRS,2010/2011,Season peak percentage,1.89649926861863e-59
CU-RHF_SIRS,2010/2011,Season peak percentage,5.68270864329019e-46
Delphi-BasisRegression,2010/2011,Season peak percentage,2.75274744319278e-240
Delphi-DeltaDensity1,2010/2011,Season peak percentage,0.208936643240966
Delphi-DeltaDensity2,2010/2011,Season peak percentage,0.41406517447855
Delphi-EmpiricalBayes1,2010/2011,Season peak percentage,2.27185082729836e-20
Delphi-EmpiricalBayes2,2010/2011,Season peak percentage,3.75370652074329e-35
Delphi-EmpiricalFuture,2010/2011,Season peak percentage,2.77934902260264e-54
Delphi-EmpiricalTraj,2010/2011,Season peak percentage,5.97369449078016e-145
Delphi-Stat,2010/2011,Season peak percentage,2.376317522794e-22
Delphi-Uniform,2010/2011,Season peak percentage,1.07975884463835e-282
LANL-DBM,2010/2011,Season peak percentage,0.283817553560402
ReichLab-KCDE,2010/2011,Season peak percentage,0.000327864501061712
ReichLab-KDE,2010/2011,Season peak percentage,8.90624022912202e-124
ReichLab-SARIMA1,2010/2011,Season peak percentage,2.1447455205908e-34
ReichLab-SARIMA2,2010/2011,Season peak percentage,1.54572226454337e-31
CU-BMA,2011/2012,Season peak percentage,0.242973314951223
CU-EAKFC_SEIRS,2011/2012,Season peak percentage,4.84786409627832e-41
CU-EAKFC_SIRS,2011/2012,Season peak percentage,3.35459931503044e-29
CU-EKF_SEIRS,2011/2012,Season peak percentage,2.83189321544912e-46
CU-EKF_SIRS,2011/2012,Season peak percentage,1.15147065833885e-36
CU-RHF_SEIRS,2011/2012,Season peak percentage,1.04623315153753e-48
CU-RHF_SIRS,2011/2012,Season peak percentage,1.40886156137069e-40
Delphi-BasisRegression,2011/2012,Season peak percentage,6.9587551673001e-182
Delphi-DeltaDensity1,2011/2012,Season peak percentage,0.289333544403605
Delphi-DeltaDensity2,2011/2012,Season peak percentage,4.78943744570724e-05
Delphi-EmpiricalBayes1,2011/2012,Season peak percentage,0.0200808600162744
Delphi-EmpiricalBayes2,2011/2012,Season peak percentage,8.25555714133266e-05
Delphi-EmpiricalFuture,2011/2012,Season peak percentage,6.56530028346749e-36
Delphi-EmpiricalTraj,2011/2012,Season peak percentage,9.99712059338444e-98
Delphi-Stat,2011/2012,Season peak percentage,1.01967064813997e-11
Delphi-Uniform,2011/2012,Season peak percentage,2.65567116726485e-210
LANL-DBM,2011/2012,Season peak percentage,0.228625174907598
ReichLab-KCDE,2011/2012,Season peak percentage,0.218856655765232
ReichLab-KDE,2011/2012,Season peak percentage,9.85835111270199e-71
ReichLab-SARIMA1,2011/2012,Season peak percentage,2.51803637814101e-43
ReichLab-SARIMA2,2011/2012,Season peak percentage,2.38447595639166e-22
CU-BMA,2012/2013,Season peak percentage,0.201581555245001
CU-EAKFC_SEIRS,2012/2013,Season peak percentage,5.19457099451082e-15
CU-EAKFC_SIRS,2012/2013,Season peak percentage,5.010406924407e-10
