component_model_id,season,target,weight
Delphi-BasisRegression,2016/2017,Season onset,9.61672540481227e-77
Delphi-BasisRegression,2016/2017,Season peak week,9.61672540481227e-77
Delphi-BasisRegression,2016/2017,Season peak percentage,9.61672540481227e-77
Delphi-DeltaDensity1,2016/2017,Season onset,5.26061420975455e-07
Delphi-DeltaDensity1,2016/2017,Season peak week,5.26061420975455e-07
Delphi-DeltaDensity1,2016/2017,Season peak percentage,5.26061420975455e-07
Delphi-DeltaDensity2,2016/2017,Season onset,1.38179241100541e-20
Delphi-DeltaDensity2,2016/2017,Season peak week,1.38179241100541e-20
Delphi-DeltaDensity2,2016/2017,Season peak percentage,1.38179241100541e-20
Delphi-EmpiricalBayes1,2016/2017,Season onset,1.64330876101296e-06
Delphi-EmpiricalBayes1,2016/2017,Season peak week,1.64330876101296e-06
Delphi-EmpiricalBayes1,2016/2017,Season peak percentage,1.64330876101296e-06
Delphi-EmpiricalBayes2,2016/2017,Season onset,0.0003069971334035
Delphi-EmpiricalBayes2,2016/2017,Season peak week,0.0003069971334035
Delphi-EmpiricalBayes2,2016/2017,Season peak percentage,0.0003069971334035
Delphi-EmpiricalFuture,2016/2017,Season onset,0.0176601612684523
Delphi-EmpiricalFuture,2016/2017,Season peak week,0.0176601612684523
Delphi-EmpiricalFuture,2016/2017,Season peak percentage,0.0176601612684523
Delphi-EmpiricalTraj,2016/2017,Season onset,9.67903336342138e-23
Delphi-EmpiricalTraj,2016/2017,Season peak week,9.67903336342138e-23
Delphi-EmpiricalTraj,2016/2017,Season peak percentage,9.67903336342138e-23
Delphi-Stat,2016/2017,Season onset,3.29801895100356e-16
Delphi-Stat,2016/2017,Season peak week,3.29801895100356e-16
Delphi-Stat,2016/2017,Season peak percentage,3.29801895100356e-16
Delphi-Uniform,2016/2017,Season onset,3.84169410412253e-80
Delphi-Uniform,2016/2017,Season peak week,3.84169410412253e-80
Delphi-Uniform,2016/2017,Season peak percentage,3.84169410412253e-80
LANL-DBM,2016/2017,Season onset,0.597716854137417
LANL-DBM,2016/2017,Season peak week,0.597716854137417
LANL-DBM,2016/2017,Season peak percentage,0.597716854137417
ReichLab-KCDE,2016/2017,Season onset,0.22846989491433
ReichLab-KCDE,2016/2017,Season peak week,0.22846989491433
ReichLab-KCDE,2016/2017,Season peak percentage,0.22846989491433
ReichLab-KDE,2016/2017,Season onset,0.0401271360290558
ReichLab-KDE,2016/2017,Season peak week,0.0401271360290558
ReichLab-KDE,2016/2017,Season peak percentage,0.0401271360290558
ReichLab-SARIMA1,2016/2017,Season onset,6.12903881208911e-28
ReichLab-SARIMA1,2016/2017,Season peak week,6.12903881208911e-28
ReichLab-SARIMA1,2016/2017,Season peak percentage,6.12903881208911e-28
ReichLab-SARIMA2,2016/2017,Season onset,0.0429967664599036
ReichLab-SARIMA2,2016/2017,Season peak week,0.0429967664599036
ReichLab-SARIMA2,2016/2017,Season peak percentage,0.0429967664599036
CU-BMA,2010/2011,1 wk ahead,0.000702201494140284
CU-BMA,2010/2011,2 wk ahead,0.000702201494140284
CU-BMA,2010/2011,3 wk ahead,0.000702201494140284
CU-BMA,2010/2011,4 wk ahead,0.000702201494140284
CU-EAKFC_SEIRS,2010/2011,1 wk ahead,0.0239276069629373
CU-EAKFC_SEIRS,2010/2011,2 wk ahead,0.0239276069629373
CU-EAKFC_SEIRS,2010/2011,3 wk ahead,0.0239276069629373
CU-EAKFC_SEIRS,2010/2011,4 wk ahead,0.0239276069629373
CU-EAKFC_SIRS,2010/2011,1 wk ahead,0.000190983875542695
CU-EAKFC_SIRS,2010/2011,2 wk ahead,0.000190983875542695
CU-EAKFC_SIRS,2010/2011,3 wk ahead,0.000190983875542695
CU-EAKFC_SIRS,2010/2011,4 wk ahead,0.000190983875542695
CU-EKF_SEIRS,2010/2011,1 wk ahead,0.23256745108915
CU-EKF_SEIRS,2010/2011,2 wk ahead,0.23256745108915
CU-EKF_SEIRS,2010/2011,3 wk ahead,0.23256745108915
CU-EKF_SEIRS,2010/2011,4 wk ahead,0.23256745108915
CU-EKF_SIRS,2010/2011,1 wk ahead,0.037839665243982
CU-EKF_SIRS,2010/2011,2 wk ahead,0.037839665243982
CU-EKF_SIRS,2010/2011,3 wk ahead,0.037839665243982
CU-EKF_SIRS,2010/2011,4 wk ahead,0.037839665243982
CU-RHF_SEIRS,2010/2011,1 wk ahead,0.0326798355177667
CU-RHF_SEIRS,2010/2011,2 wk ahead,0.0326798355177667
CU-RHF_SEIRS,2010/2011,3 wk ahead,0.0326798355177667
CU-RHF_SEIRS,2010/2011,4 wk ahead,0.0326798355177667
CU-RHF_SIRS,2010/2011,1 wk ahead,0.000308318889148838
CU-RHF_SIRS,2010/2011,2 wk ahead,0.000308318889148838
CU-RHF_SIRS,2010/2011,3 wk ahead,0.000308318889148838
CU-RHF_SIRS,2010/2011,4 wk ahead,0.000308318889148838
Delphi-BasisRegression,2010/2011,1 wk ahead,8.63556962735138e-221
Delphi-BasisRegression,2010/2011,2 wk ahead,8.63556962735138e-221
Delphi-BasisRegression,2010/2011,3 wk ahead,8.63556962735138e-221
Delphi-BasisRegression,2010/2011,4 wk ahead,8.63556962735138e-221
Delphi-DeltaDensity1,2010/2011,1 wk ahead,0.446249998883653
Delphi-DeltaDensity1,2010/2011,2 wk ahead,0.446249998883653
Delphi-DeltaDensity1,2010/2011,3 wk ahead,0.446249998883653
Delphi-DeltaDensity1,2010/2011,4 wk ahead,0.446249998883653
Delphi-DeltaDensity2,2010/2011,1 wk ahead,0.0630659234221453
Delphi-DeltaDensity2,2010/2011,2 wk ahead,0.0630659234221453
Delphi-DeltaDensity2,2010/2011,3 wk ahead,0.0630659234221453
Delphi-DeltaDensity2,2010/2011,4 wk ahead,0.0630659234221453
Delphi-EmpiricalBayes1,2010/2011,1 wk ahead,0.0434256968394169
Delphi-EmpiricalBayes1,2010/2011,2 wk ahead,0.0434256968394169
Delphi-EmpiricalBayes1,2010/2011,3 wk ahead,0.0434256968394169
Delphi-EmpiricalBayes1,2010/2011,4 wk ahead,0.0434256968394169
Delphi-EmpiricalBayes2,2010/2011,1 wk ahead,2.30102423736062e-13
Delphi-EmpiricalBayes2,2010/2011,2 wk ahead,2.30102423736062e-13
Delphi-EmpiricalBayes2,2010/2011,3 wk ahead,2.30102423736062e-13
Delphi-EmpiricalBayes2,2010/2011,4 wk ahead,2.30102423736062e-13
Delphi-EmpiricalFuture,2010/2011,1 wk ahead,1.64310470376279e-86
Delphi-EmpiricalFuture,2010/2011,2 wk ahead,1.64310470376279e-86
Delphi-EmpiricalFuture,2010/2011,3 wk ahead,1.64310470376279e-86
Delphi-EmpiricalFuture,2010/2011,4 wk ahead,1.64310470376279e-86
Delphi-EmpiricalTraj,2010/2011,1 wk ahead,1.64310470376279e-86
Delphi-EmpiricalTraj,2010/2011,2 wk ahead,1.64310470376279e-86
Delphi-EmpiricalTraj,2010/2011,3 wk ahead,1.64310470376279e-86
Delphi-EmpiricalTraj,2010/2011,4 wk ahead,1.64310470376279e-86
Delphi-Stat,2010/2011,1 wk ahead,1.24917537247664e-08
Delphi-Stat,2010/2011,2 wk ahead,1.24917537247664e-08
Delphi-Stat,2010/2011,3 wk ahead,1.24917537247664e-08
Delphi-Stat,2010/2011,4 wk ahead,1.24917537247664e-08
Delphi-Uniform,2010/2011,1 wk ahead,5.27018026742917e-266
Delphi-Uniform,2010/2011,2 wk ahead,5.27018026742917e-266
Delphi-Uniform,2010/2011,3 wk ahead,5.27018026742917e-266
Delphi-Uniform,2010/2011,4 wk ahead,5.27018026742917e-266
LANL-DBM,2010/2011,1 wk ahead,1.16666785432457e-18
LANL-DBM,2010/2011,2 wk ahead,1.16666785432457e-18
LANL-DBM,2010/2011,3 wk ahead,1.16666785432457e-18
LANL-DBM,2010/2011,4 wk ahead,1.16666785432457e-18
ReichLab-KCDE,2010/2011,1 wk ahead,0.1149645811347
ReichLab-KCDE,2010/2011,2 wk ahead,0.1149645811347
ReichLab-KCDE,2010/2011,3 wk ahead,0.1149645811347
ReichLab-KCDE,2010/2011,4 wk ahead,0.1149645811347
ReichLab-KDE,2010/2011,1 wk ahead,3.88887090023693e-58
ReichLab-KDE,2010/2011,2 wk ahead,3.88887090023693e-58
ReichLab-KDE,2010/2011,3 wk ahead,3.88887090023693e-58
ReichLab-KDE,2010/2011,4 wk ahead,3.88887090023693e-58
ReichLab-SARIMA1,2010/2011,1 wk ahead,5.99204339324648e-15
ReichLab-SARIMA1,2010/2011,2 wk ahead,5.99204339324648e-15
ReichLab-SARIMA1,2010/2011,3 wk ahead,5.99204339324648e-15
ReichLab-SARIMA1,2010/2011,4 wk ahead,5.99204339324648e-15
ReichLab-SARIMA2,2010/2011,1 wk ahead,0.0040777241554279
ReichLab-SARIMA2,2010/2011,2 wk ahead,0.0040777241554279
ReichLab-SARIMA2,2010/2011,3 wk ahead,0.0040777241554279
ReichLab-SARIMA2,2010/2011,4 wk ahead,0.0040777241554279
CU-BMA,2011/2012,1 wk ahead,0.00382620609804791
CU-BMA,2011/2012,2 wk ahead,0.00382620609804791
CU-BMA,2011/2012,3 wk ahead,0.00382620609804791
CU-BMA,2011/2012,4 wk ahead,0.00382620609804791
CU-EAKFC_SEIRS,2011/2012,1 wk ahead,0.0326964172740485
CU-EAKFC_SEIRS,2011/2012,2 wk ahead,0.0326964172740485
CU-EAKFC_SEIRS,2011/2012,3 wk ahead,0.0326964172740485
CU-EAKFC_SEIRS,2011/2012,4 wk ahead,0.0326964172740485
CU-EAKFC_SIRS,2011/2012,1 wk ahead,0.000412074476726956
CU-EAKFC_SIRS,2011/2012,2 wk ahead,0.000412074476726956
CU-EAKFC_SIRS,2011/2012,3 wk ahead,0.000412074476726956
CU-EAKFC_SIRS,2011/2012,4 wk ahead,0.000412074476726956
CU-EKF_SEIRS,2011/2012,1 wk ahead,0.188536708312378
CU-EKF_SEIRS,2011/2012,2 wk ahead,0.188536708312378
CU-EKF_SEIRS,2011/2012,3 wk ahead,0.188536708312378
CU-EKF_SEIRS,2011/2012,4 wk ahead,0.188536708312378
CU-EKF_SIRS,2011/2012,1 wk ahead,0.0204676737802254
CU-EKF_SIRS,2011/2012,2 wk ahead,0.0204676737802254
CU-EKF_SIRS,2011/2012,3 wk ahead,0.0204676737802254
CU-EKF_SIRS,2011/2012,4 wk ahead,0.0204676737802254
CU-RHF_SEIRS,2011/2012,1 wk ahead,0.0333267198067343
CU-RHF_SEIRS,2011/2012,2 wk ahead,0.0333267198067343
CU-RHF_SEIRS,2011/2012,3 wk ahead,0.0333267198067343
CU-RHF_SEIRS,2011/2012,4 wk ahead,0.0333267198067343
CU-RHF_SIRS,2011/2012,1 wk ahead,0.000133975746219445
CU-RHF_SIRS,2011/2012,2 wk ahead,0.000133975746219445
CU-RHF_SIRS,2011/2012,3 wk ahead,0.000133975746219445
CU-RHF_SIRS,2011/2012,4 wk ahead,0.000133975746219445
Delphi-BasisRegression,2011/2012,1 wk ahead,3.4574784498167e-203
Delphi-BasisRegression,2011/2012,2 wk ahead,3.4574784498167e-203
Delphi-BasisRegression,2011/2012,3 wk ahead,3.4574784498167e-203
Delphi-BasisRegression,2011/2012,4 wk ahead,3.4574784498167e-203
Delphi-DeltaDensity1,2011/2012,1 wk ahead,0.475422515321913
Delphi-DeltaDensity1,2011/2012,2 wk ahead,0.475422515321913
Delphi-DeltaDensity1,2011/2012,3 wk ahead,0.475422515321913
Delphi-DeltaDensity1,2011/2012,4 wk ahead,0.475422515321913
Delphi-DeltaDensity2,2011/2012,1 wk ahead,0.056626678525515
Delphi-DeltaDensity2,2011/2012,2 wk ahead,0.056626678525515
Delphi-DeltaDensity2,2011/2012,3 wk ahead,0.056626678525515
Delphi-DeltaDensity2,2011/2012,4 wk ahead,0.056626678525515
Delphi-EmpiricalBayes1,2011/2012,1 wk ahead,0.0562596129263222
Delphi-EmpiricalBayes1,2011/2012,2 wk ahead,0.0562596129263222
Delphi-EmpiricalBayes1,2011/2012,3 wk ahead,0.0562596129263222
Delphi-EmpiricalBayes1,2011/2012,4 wk ahead,0.0562596129263222
Delphi-EmpiricalBayes2,2011/2012,1 wk ahead,0.00803574864022573
Delphi-EmpiricalBayes2,2011/2012,2 wk ahead,0.00803574864022573
Delphi-EmpiricalBayes2,2011/2012,3 wk ahead,0.00803574864022573
Delphi-EmpiricalBayes2,2011/2012,4 wk ahead,0.00803574864022573
Delphi-EmpiricalFuture,2011/2012,1 wk ahead,4.10138387533719e-81
Delphi-EmpiricalFuture,2011/2012,2 wk ahead,4.10138387533719e-81
Delphi-EmpiricalFuture,2011/2012,3 wk ahead,4.10138387533719e-81
Delphi-EmpiricalFuture,2011/2012,4 wk ahead,4.10138387533719e-81
Delphi-EmpiricalTraj,2011/2012,1 wk ahead,4.10138387533719e-81
Delphi-EmpiricalTraj,2011/2012,2 wk ahead,4.10138387533719e-81
Delphi-EmpiricalTraj,2011/2012,3 wk ahead,4.10138387533719e-81
Delphi-EmpiricalTraj,2011/2012,4 wk ahead,4.10138387533719e-81
Delphi-Stat,2011/2012,1 wk ahead,1.11541191520982e-07
Delphi-Stat,2011/2012,2 wk ahead,1.11541191520982e-07
Delphi-Stat,2011/2012,3 wk ahead,1.11541191520982e-07
Delphi-Stat,2011/2012,4 wk ahead,1.11541191520982e-07
Delphi-Uniform,2011/2012,1 wk ahead,1.36117478168125e-245
Delphi-Uniform,2011/2012,2 wk ahead,1.36117478168125e-245
Delphi-Uniform,2011/2012,3 wk ahead,1.36117478168125e-245
Delphi-Uniform,2011/2012,4 wk ahead,1.36117478168125e-245
LANL-DBM,2011/2012,1 wk ahead,8.50403801295197e-15
LANL-DBM,2011/2012,2 wk ahead,8.50403801295197e-15
LANL-DBM,2011/2012,3 wk ahead,8.50403801295197e-15
LANL-DBM,2011/2012,4 wk ahead,8.50403801295197e-15
ReichLab-KCDE,2011/2012,1 wk ahead,0.124197066001434
ReichLab-KCDE,2011/2012,2 wk ahead,0.124197066001434
ReichLab-KCDE,2011/2012,3 wk ahead,0.124197066001434
ReichLab-KCDE,2011/2012,4 wk ahead,0.124197066001434
ReichLab-KDE,2011/2012,1 wk ahead,9.6971172507748e-54
ReichLab-KDE,2011/2012,2 wk ahead,9.6971172507748e-54
ReichLab-KDE,2011/2012,3 wk ahead,9.6971172507748e-54
ReichLab-KDE,2011/2012,4 wk ahead,9.6971172507748e-54
ReichLab-SARIMA1,2011/2012,1 wk ahead,7.54803191442233e-21
ReichLab-SARIMA1,2011/2012,2 wk ahead,7.54803191442233e-21
ReichLab-SARIMA1,2011/2012,3 wk ahead,7.54803191442233e-21
ReichLab-SARIMA1,2011/2012,4 wk ahead,7.54803191442233e-21
ReichLab-SARIMA2,2011/2012,1 wk ahead,5.84915490095084e-05
ReichLab-SARIMA2,2011/2012,2 wk ahead,5.84915490095084e-05
ReichLab-SARIMA2,2011/2012,3 wk ahead,5.84915490095084e-05
ReichLab-SARIMA2,2011/2012,4 wk ahead,5.84915490095084e-05
CU-BMA,2012/2013,1 wk ahead,0.00147439459916294
CU-BMA,2012/2013,2 wk ahead,0.00147439459916294
CU-BMA,2012/2013,3 wk ahead,0.00147439459916294
CU-BMA,2012/2013,4 wk ahead,0.00147439459916294
CU-EAKFC_SEIRS,2012/2013,1 wk ahead,0.0464799577565064
CU-EAKFC_SEIRS,2012/2013,2 wk ahead,0.0464799577565064
CU-EAKFC_SEIRS,2012/2013,3 wk ahead,0.0464799577565064
CU-EAKFC_SEIRS,2012/2013,4 wk ahead,0.0464799577565064
CU-EAKFC_SIRS,2012/2013,1 wk ahead,0.000185396338476344
CU-EAKFC_SIRS,2012/2013,2 wk ahead,0.000185396338476344
CU-EAKFC_SIRS,2012/2013,3 wk ahead,0.000185396338476344
CU-EAKFC_SIRS,2012/2013,4 wk ahead,0.000185396338476344
CU-EKF_SEIRS,2012/2013,1 wk ahead,0.212471016253541
CU-EKF_SEIRS,2012/2013,2 wk ahead,0.212471016253541
CU-EKF_SEIRS,2012/2013,3 wk ahead,0.212471016253541
CU-EKF_SEIRS,2012/2013,4 wk ahead,0.212471016253541
CU-EKF_SIRS,2012/2013,1 wk ahead,0.00387417563017291
CU-EKF_SIRS,2012/2013,2 wk ahead,0.00387417563017291
CU-EKF_SIRS,2012/2013,3 wk ahead,0.00387417563017291
CU-EKF_SIRS,2012/2013,4 wk ahead,0.00387417563017291
CU-RHF_SEIRS,2012/2013,1 wk ahead,0.0500930876191424
CU-RHF_SEIRS,2012/2013,2 wk ahead,0.0500930876191424
CU-RHF_SEIRS,2012/2013,3 wk ahead,0.0500930876191424
CU-RHF_SEIRS,2012/2013,4 wk ahead,0.0500930876191424
CU-RHF_SIRS,2012/2013,1 wk ahead,0.00012892682522717
CU-RHF_SIRS,2012/2013,2 wk ahead,0.00012892682522717
CU-RHF_SIRS,2012/2013,3 wk ahead,0.00012892682522717
CU-RHF_SIRS,2012/2013,4 wk ahead,0.00012892682522717
Delphi-BasisRegression,2012/2013,1 wk ahead,3.64743290571271e-287
Delphi-BasisRegression,2012/2013,2 wk ahead,3.64743290571271e-287
Delphi-BasisRegression,2012/2013,3 wk ahead,3.64743290571271e-287
Delphi-BasisRegression,2012/2013,4 wk ahead,3.64743290571271e-287
Delphi-DeltaDensity1,2012/2013,1 wk ahead,0.401935380528968
Delphi-DeltaDensity1,2012/2013,2 wk ahead,0.401935380528968
Delphi-DeltaDensity1,2012/2013,3 wk ahead,0.401935380528968
Delphi-DeltaDensity1,2012/2013,4 wk ahead,0.401935380528968
Delphi-DeltaDensity2,2012/2013,1 wk ahead,0.120859374337386
Delphi-DeltaDensity2,2012/2013,2 wk ahead,0.120859374337386
Delphi-DeltaDensity2,2012/2013,3 wk ahead,0.120859374337386
Delphi-DeltaDensity2,2012/2013,4 wk ahead,0.120859374337386
Delphi-EmpiricalBayes1,2012/2013,1 wk ahead,0.0640080963154688
Delphi-EmpiricalBayes1,2012/2013,2 wk ahead,0.0640080963154688
Delphi-EmpiricalBayes1,2012/2013,3 wk ahead,0.0640080963154688
Delphi-EmpiricalBayes1,2012/2013,4 wk ahead,0.0640080963154688
Delphi-EmpiricalBayes2,2012/2013,1 wk ahead,0.0124902285348265
Delphi-EmpiricalBayes2,2012/2013,2 wk ahead,0.0124902285348265
Delphi-EmpiricalBayes2,2012/2013,3 wk ahead,0.0124902285348265
Delphi-EmpiricalBayes2,2012/2013,4 wk ahead,0.0124902285348265
Delphi-EmpiricalFuture,2012/2013,1 wk ahead,2.10337962914464e-114
Delphi-EmpiricalFuture,2012/2013,2 wk ahead,2.10337962914464e-114
Delphi-EmpiricalFuture,2012/2013,3 wk ahead,2.10337962914464e-114
Delphi-EmpiricalFuture,2012/2013,4 wk ahead,2.10337962914464e-114
Delphi-EmpiricalTraj,2012/2013,1 wk ahead,2.10337962914464e-114
Delphi-EmpiricalTraj,2012/2013,2 wk ahead,2.10337962914464e-114
Delphi-EmpiricalTraj,2012/2013,3 wk ahead,2.10337962914464e-114
Delphi-EmpiricalTraj,2012/2013,4 wk ahead,2.10337962914464e-114
Delphi-Stat,2012/2013,1 wk ahead,1.85587360063974e-10
Delphi-Stat,2012/2013,2 wk ahead,1.85587360063974e-10
Delphi-Stat,2012/2013,3 wk ahead,1.85587360063974e-10
Delphi-Stat,2012/2013,4 wk ahead,1.85587360063974e-10
Delphi-Uniform,2012/2013,1 wk ahead,0
Delphi-Uniform,2012/2013,2 wk ahead,0
Delphi-Uniform,2012/2013,3 wk ahead,0
Delphi-Uniform,2012/2013,4 wk ahead,0
LANL-DBM,2012/2013,1 wk ahead,2.44999900773534e-18
LANL-DBM,2012/2013,2 wk ahead,2.44999900773534e-18
LANL-DBM,2012/2013,3 wk ahead,2.44999900773534e-18
LANL-DBM,2012/2013,4 wk ahead,2.44999900773534e-18
ReichLab-KCDE,2012/2013,1 wk ahead,0.0827281949422723
ReichLab-KCDE,2012/2013,2 wk ahead,0.0827281949422723
ReichLab-KCDE,2012/2013,3 wk ahead,0.0827281949422723
ReichLab-KCDE,2012/2013,4 wk ahead,0.0827281949422723
ReichLab-KDE,2012/2013,1 wk ahead,4.32081326827411e-72
ReichLab-KDE,2012/2013,2 wk ahead,4.32081326827411e-72
ReichLab-KDE,2012/2013,3 wk ahead,4.32081326827411e-72
ReichLab-KDE,2012/2013,4 wk ahead,4.32081326827411e-72
ReichLab-SARIMA1,2012/2013,1 wk ahead,4.28906624521204e-20
ReichLab-SARIMA1,2012/2013,2 wk ahead,4.28906624521204e-20
ReichLab-SARIMA1,2012/2013,3 wk ahead,4.28906624521204e-20
ReichLab-SARIMA1,2012/2013,4 wk ahead,4.28906624521204e-20
ReichLab-SARIMA2,2012/2013,1 wk ahead,0.00327177013326175
ReichLab-SARIMA2,2012/2013,2 wk ahead,0.00327177013326175
ReichLab-SARIMA2,2012/2013,3 wk ahead,0.00327177013326175
ReichLab-SARIMA2,2012/2013,4 wk ahead,0.00327177013326175
CU-BMA,2013/2014,1 wk ahead,0.00422364853709573
CU-BMA,2013/2014,2 wk ahead,0.00422364853709573
CU-BMA,2013/2014,3 wk ahead,0.00422364853709573
CU-BMA,2013/2014,4 wk ahead,0.00422364853709573
CU-EAKFC_SEIRS,2013/2014,1 wk ahead,0.0298103402966371
CU-EAKFC_SEIRS,2013/2014,2 wk ahead,0.0298103402966371
CU-EAKFC_SEIRS,2013/2014,3 wk ahead,0.0298103402966371
CU-EAKFC_SEIRS,2013/2014,4 wk ahead,0.0298103402966371
CU-EAKFC_SIRS,2013/2014,1 wk ahead,0.000849657781557262
CU-EAKFC_SIRS,2013/2014,2 wk ahead,0.000849657781557262
CU-EAKFC_SIRS,2013/2014,3 wk ahead,0.000849657781557262
CU-EAKFC_SIRS,2013/2014,4 wk ahead,0.000849657781557262
CU-EKF_SEIRS,2013/2014,1 wk ahead,0.181584348857166
CU-EKF_SEIRS,2013/2014,2 wk ahead,0.181584348857166
CU-EKF_SEIRS,2013/2014,3 wk ahead,0.181584348857166
CU-EKF_SEIRS,2013/2014,4 wk ahead,0.181584348857166
CU-EKF_SIRS,2013/2014,1 wk ahead,0.00947734469524575
CU-EKF_SIRS,2013/2014,2 wk ahead,0.00947734469524575
CU-EKF_SIRS,2013/2014,3 wk ahead,0.00947734469524575
CU-EKF_SIRS,2013/2014,4 wk ahead,0.00947734469524575
CU-RHF_SEIRS,2013/2014,1 wk ahead,0.067769312103328
CU-RHF_SEIRS,2013/2014,2 wk ahead,0.067769312103328
CU-RHF_SEIRS,2013/2014,3 wk ahead,0.067769312103328
CU-RHF_SEIRS,2013/2014,4 wk ahead,0.067769312103328
CU-RHF_SIRS,2013/2014,1 wk ahead,3.63238541555929e-05
CU-RHF_SIRS,2013/2014,2 wk ahead,3.63238541555929e-05
CU-RHF_SIRS,2013/2014,3 wk ahead,3.63238541555929e-05
CU-RHF_SIRS,2013/2014,4 wk ahead,3.63238541555929e-05
Delphi-BasisRegression,2013/2014,1 wk ahead,1.33133872356371e-230
Delphi-BasisRegression,2013/2014,2 wk ahead,1.33133872356371e-230
Delphi-BasisRegression,2013/2014,3 wk ahead,1.33133872356371e-230
Delphi-BasisRegression,2013/2014,4 wk ahead,1.33133872356371e-230
Delphi-DeltaDensity1,2013/2014,1 wk ahead,0.426968970750646
Delphi-DeltaDensity1,2013/2014,2 wk ahead,0.426968970750646
Delphi-DeltaDensity1,2013/2014,3 wk ahead,0.426968970750646
Delphi-DeltaDensity1,2013/2014,4 wk ahead,0.426968970750646
Delphi-DeltaDensity2,2013/2014,1 wk ahead,0.100588113544048
Delphi-DeltaDensity2,2013/2014,2 wk ahead,0.100588113544048
Delphi-DeltaDensity2,2013/2014,3 wk ahead,0.100588113544048
Delphi-DeltaDensity2,2013/2014,4 wk ahead,0.100588113544048
Delphi-EmpiricalBayes1,2013/2014,1 wk ahead,0.054562981090683
Delphi-EmpiricalBayes1,2013/2014,2 wk ahead,0.054562981090683
Delphi-EmpiricalBayes1,2013/2014,3 wk ahead,0.054562981090683
Delphi-EmpiricalBayes1,2013/2014,4 wk ahead,0.054562981090683
Delphi-EmpiricalBayes2,2013/2014,1 wk ahead,0.00785524050462512
Delphi-EmpiricalBayes2,2013/2014,2 wk ahead,0.00785524050462512
Delphi-EmpiricalBayes2,2013/2014,3 wk ahead,0.00785524050462512
Delphi-EmpiricalBayes2,2013/2014,4 wk ahead,0.00785524050462512
Delphi-EmpiricalFuture,2013/2014,1 wk ahead,8.83660098061144e-95
Delphi-EmpiricalFuture,2013/2014,2 wk ahead,8.83660098061144e-95
Delphi-EmpiricalFuture,2013/2014,3 wk ahead,8.83660098061144e-95
Delphi-EmpiricalFuture,2013/2014,4 wk ahead,8.83660098061144e-95
Delphi-EmpiricalTraj,2013/2014,1 wk ahead,8.83660098061144e-95
Delphi-EmpiricalTraj,2013/2014,2 wk ahead,8.83660098061144e-95
Delphi-EmpiricalTraj,2013/2014,3 wk ahead,8.83660098061144e-95
Delphi-EmpiricalTraj,2013/2014,4 wk ahead,8.83660098061144e-95
Delphi-Stat,2013/2014,1 wk ahead,3.25678410646743e-09
Delphi-Stat,2013/2014,2 wk ahead,3.25678410646743e-09
Delphi-Stat,2013/2014,3 wk ahead,3.25678410646743e-09
Delphi-Stat,2013/2014,4 wk ahead,3.25678410646743e-09
Delphi-Uniform,2013/2014,1 wk ahead,3.29751198465855e-278
Delphi-Uniform,2013/2014,2 wk ahead,3.29751198465855e-278
Delphi-Uniform,2013/2014,3 wk ahead,3.29751198465855e-278
Delphi-Uniform,2013/2014,4 wk ahead,3.29751198465855e-278
LANL-DBM,2013/2014,1 wk ahead,9.57004051803088e-13
LANL-DBM,2013/2014,2 wk ahead,9.57004051803088e-13
LANL-DBM,2013/2014,3 wk ahead,9.57004051803088e-13
LANL-DBM,2013/2014,4 wk ahead,9.57004051803088e-13
ReichLab-KCDE,2013/2014,1 wk ahead,0.116262409665125
ReichLab-KCDE,2013/2014,2 wk ahead,0.116262409665125
ReichLab-KCDE,2013/2014,3 wk ahead,0.116262409665125
ReichLab-KCDE,2013/2014,4 wk ahead,0.116262409665125
ReichLab-KDE,2013/2014,1 wk ahead,3.48417184101607e-59
ReichLab-KDE,2013/2014,2 wk ahead,3.48417184101607e-59
ReichLab-KDE,2013/2014,3 wk ahead,3.48417184101607e-59
ReichLab-KDE,2013/2014,4 wk ahead,3.48417184101607e-59
ReichLab-SARIMA1,2013/2014,1 wk ahead,1.83512761820523e-19
ReichLab-SARIMA1,2013/2014,2 wk ahead,1.83512761820523e-19
ReichLab-SARIMA1,2013/2014,3 wk ahead,1.83512761820523e-19
ReichLab-SARIMA1,2013/2014,4 wk ahead,1.83512761820523e-19
ReichLab-SARIMA2,2013/2014,1 wk ahead,1.13050619473088e-05
ReichLab-SARIMA2,2013/2014,2 wk ahead,1.13050619473088e-05
ReichLab-SARIMA2,2013/2014,3 wk ahead,1.13050619473088e-05
ReichLab-SARIMA2,2013/2014,4 wk ahead,1.13050619473088e-05
CU-BMA,2014/2015,1 wk ahead,0.00389283518676097
CU-BMA,2014/2015,2 wk ahead,0.00389283518676097
CU-BMA,2014/2015,3 wk ahead,0.00389283518676097
CU-BMA,2014/2015,4 wk ahead,0.00389283518676097
CU-EAKFC_SEIRS,2014/2015,1 wk ahead,0.0110161223387385
CU-EAKFC_SEIRS,2014/2015,2 wk ahead,0.0110161223387385
CU-EAKFC_SEIRS,2014/2015,3 wk ahead,0.0110161223387385
CU-EAKFC_SEIRS,2014/2015,4 wk ahead,0.0110161223387385
CU-EAKFC_SIRS,2014/2015,1 wk ahead,0.000563291782294164
CU-EAKFC_SIRS,2014/2015,2 wk ahead,0.000563291782294164
CU-EAKFC_SIRS,2014/2015,3 wk ahead,0.000563291782294164
