component_model_id,season,location,target,weight
CU-EAKFC_SIRS,2011/2012,HHS Region 4,3 wk ahead,2.63769915039185e-23
CU-EKF_SEIRS,2011/2012,HHS Region 4,3 wk ahead,0.0109674471843884
CU-EKF_SIRS,2011/2012,HHS Region 4,3 wk ahead,9.91148449642982e-17
CU-RHF_SEIRS,2011/2012,HHS Region 4,3 wk ahead,0.227492625774198
CU-RHF_SIRS,2011/2012,HHS Region 4,3 wk ahead,3.05397534768409e-34
Delphi-BasisRegression,2011/2012,HHS Region 4,3 wk ahead,3.92199708233302e-51
Delphi-DeltaDensity1,2011/2012,HHS Region 4,3 wk ahead,0.308960578023804
Delphi-DeltaDensity2,2011/2012,HHS Region 4,3 wk ahead,4.64089556997645e-09
Delphi-EmpiricalBayes1,2011/2012,HHS Region 4,3 wk ahead,7.53137628319594e-28
Delphi-EmpiricalBayes2,2011/2012,HHS Region 4,3 wk ahead,5.12615164946504e-134
Delphi-EmpiricalFuture,2011/2012,HHS Region 4,3 wk ahead,5.79626616021711e-212
Delphi-EmpiricalTraj,2011/2012,HHS Region 4,3 wk ahead,5.79626616021711e-212
Delphi-Stat,2011/2012,HHS Region 4,3 wk ahead,5.11214375414675e-30
Delphi-Uniform,2011/2012,HHS Region 4,3 wk ahead,0
LANL-DBM,2011/2012,HHS Region 4,3 wk ahead,4.31553197788321e-47
ReichLab-KCDE,2011/2012,HHS Region 4,3 wk ahead,6.11496876292417e-30
ReichLab-KDE,2011/2012,HHS Region 4,3 wk ahead,5.19012495218915e-162
ReichLab-SARIMA1,2011/2012,HHS Region 4,3 wk ahead,4.31833261634288e-56
ReichLab-SARIMA2,2011/2012,HHS Region 4,3 wk ahead,0.288053945955498
CU-BMA,2012/2013,HHS Region 4,3 wk ahead,0.0102250864836771
CU-EAKFC_SEIRS,2012/2013,HHS Region 4,3 wk ahead,0.243143423275674
CU-EAKFC_SIRS,2012/2013,HHS Region 4,3 wk ahead,1.1650795969607e-09
CU-EKF_SEIRS,2012/2013,HHS Region 4,3 wk ahead,0.00209945511886352
CU-EKF_SIRS,2012/2013,HHS Region 4,3 wk ahead,4.07659942719725e-12
CU-RHF_SEIRS,2012/2013,HHS Region 4,3 wk ahead,0.353871671589438
CU-RHF_SIRS,2012/2013,HHS Region 4,3 wk ahead,5.57904582480074e-32
Delphi-BasisRegression,2012/2013,HHS Region 4,3 wk ahead,3.5815803221597e-47
Delphi-DeltaDensity1,2012/2013,HHS Region 4,3 wk ahead,0.169046116459491
Delphi-DeltaDensity2,2012/2013,HHS Region 4,3 wk ahead,0.0424038016426539
Delphi-EmpiricalBayes1,2012/2013,HHS Region 4,3 wk ahead,1.02703511635971e-07
Delphi-EmpiricalBayes2,2012/2013,HHS Region 4,3 wk ahead,7.31413464013086e-119
Delphi-EmpiricalFuture,2012/2013,HHS Region 4,3 wk ahead,1.58335647560881e-271
Delphi-EmpiricalTraj,2012/2013,HHS Region 4,3 wk ahead,1.58335647560881e-271
Delphi-Stat,2012/2013,HHS Region 4,3 wk ahead,3.2790315030261e-29
Delphi-Uniform,2012/2013,HHS Region 4,3 wk ahead,0
LANL-DBM,2012/2013,HHS Region 4,3 wk ahead,3.05701470203066e-40
ReichLab-KCDE,2012/2013,HHS Region 4,3 wk ahead,2.32949614496882e-29
ReichLab-KDE,2012/2013,HHS Region 4,3 wk ahead,3.33329042421459e-183
ReichLab-SARIMA1,2012/2013,HHS Region 4,3 wk ahead,4.68820424741819e-53
ReichLab-SARIMA2,2012/2013,HHS Region 4,3 wk ahead,0.179210341557534
CU-BMA,2013/2014,HHS Region 4,3 wk ahead,2.31519033710053e-08
CU-EAKFC_SEIRS,2013/2014,HHS Region 4,3 wk ahead,0.00861135019429481
CU-EAKFC_SIRS,2013/2014,HHS Region 4,3 wk ahead,2.6512517164852e-10
CU-EKF_SEIRS,2013/2014,HHS Region 4,3 wk ahead,0.186596538249188
CU-EKF_SIRS,2013/2014,HHS Region 4,3 wk ahead,3.4429155773306e-08
CU-RHF_SEIRS,2013/2014,HHS Region 4,3 wk ahead,0.341190986364989
CU-RHF_SIRS,2013/2014,HHS Region 4,3 wk ahead,1.04279161833147e-17
Delphi-BasisRegression,2013/2014,HHS Region 4,3 wk ahead,1.50425381413707e-34
Delphi-DeltaDensity1,2013/2014,HHS Region 4,3 wk ahead,0.223197913138124
Delphi-DeltaDensity2,2013/2014,HHS Region 4,3 wk ahead,0.0387923269255299
Delphi-EmpiricalBayes1,2013/2014,HHS Region 4,3 wk ahead,1.57321077512066e-15
Delphi-EmpiricalBayes2,2013/2014,HHS Region 4,3 wk ahead,1.78307389277838e-103
Delphi-EmpiricalFuture,2013/2014,HHS Region 4,3 wk ahead,2.55189650257441e-155
Delphi-EmpiricalTraj,2013/2014,HHS Region 4,3 wk ahead,2.55189650257441e-155
Delphi-Stat,2013/2014,HHS Region 4,3 wk ahead,1.27011310073863e-19
Delphi-Uniform,2013/2014,HHS Region 4,3 wk ahead,0
LANL-DBM,2013/2014,HHS Region 4,3 wk ahead,1.11425286518132e-36
ReichLab-KCDE,2013/2014,HHS Region 4,3 wk ahead,1.50701499357426e-16
ReichLab-KDE,2013/2014,HHS Region 4,3 wk ahead,2.99202679735904e-111
ReichLab-SARIMA1,2013/2014,HHS Region 4,3 wk ahead,1.3130775960447e-36
ReichLab-SARIMA2,2013/2014,HHS Region 4,3 wk ahead,0.201610827281689
CU-BMA,2014/2015,HHS Region 4,3 wk ahead,0.00874154076065814
CU-EAKFC_SEIRS,2014/2015,HHS Region 4,3 wk ahead,0.152870161127859
CU-EAKFC_SIRS,2014/2015,HHS Region 4,3 wk ahead,1.02664884202641e-12
CU-EKF_SEIRS,2014/2015,HHS Region 4,3 wk ahead,0.00111641044985499
CU-EKF_SIRS,2014/2015,HHS Region 4,3 wk ahead,2.18585105239974e-11
CU-RHF_SEIRS,2014/2015,HHS Region 4,3 wk ahead,0.394257950809888
CU-RHF_SIRS,2014/2015,HHS Region 4,3 wk ahead,1.39771471032759e-19
Delphi-BasisRegression,2014/2015,HHS Region 4,3 wk ahead,2.86958461091954e-46
Delphi-DeltaDensity1,2014/2015,HHS Region 4,3 wk ahead,0.280008035217472
Delphi-DeltaDensity2,2014/2015,HHS Region 4,3 wk ahead,8.43376458306223e-18
Delphi-EmpiricalBayes1,2014/2015,HHS Region 4,3 wk ahead,4.71271628778266e-50
Delphi-EmpiricalBayes2,2014/2015,HHS Region 4,3 wk ahead,6.09497204790859e-242
Delphi-EmpiricalFuture,2014/2015,HHS Region 4,3 wk ahead,3.94616976333254e-270
Delphi-EmpiricalTraj,2014/2015,HHS Region 4,3 wk ahead,3.94616976333254e-270
Delphi-Stat,2014/2015,HHS Region 4,3 wk ahead,5.464836848525e-36
Delphi-Uniform,2014/2015,HHS Region 4,3 wk ahead,0
LANL-DBM,2014/2015,HHS Region 4,3 wk ahead,3.67670533998752e-37
ReichLab-KCDE,2014/2015,HHS Region 4,3 wk ahead,1.71968114469441e-29
ReichLab-KDE,2014/2015,HHS Region 4,3 wk ahead,2.82628462651135e-180
ReichLab-SARIMA1,2014/2015,HHS Region 4,3 wk ahead,2.9618093713534e-34
ReichLab-SARIMA2,2014/2015,HHS Region 4,3 wk ahead,0.163005901611383
CU-BMA,2015/2016,HHS Region 4,3 wk ahead,7.060801996024e-11
CU-EAKFC_SEIRS,2015/2016,HHS Region 4,3 wk ahead,0.103300200721614
CU-EAKFC_SIRS,2015/2016,HHS Region 4,3 wk ahead,9.4005621571645e-14
CU-EKF_SEIRS,2015/2016,HHS Region 4,3 wk ahead,0.100048325635992
CU-EKF_SIRS,2015/2016,HHS Region 4,3 wk ahead,7.69481240223578e-08
CU-RHF_SEIRS,2015/2016,HHS Region 4,3 wk ahead,0.29650603222278
CU-RHF_SIRS,2015/2016,HHS Region 4,3 wk ahead,3.50135428071406e-13
Delphi-BasisRegression,2015/2016,HHS Region 4,3 wk ahead,4.39896566865672e-14
Delphi-DeltaDensity1,2015/2016,HHS Region 4,3 wk ahead,0.225846004786171
Delphi-DeltaDensity2,2015/2016,HHS Region 4,3 wk ahead,5.93560336270346e-09
Delphi-EmpiricalBayes1,2015/2016,HHS Region 4,3 wk ahead,4.86223318792673e-05
Delphi-EmpiricalBayes2,2015/2016,HHS Region 4,3 wk ahead,5.1818831538265e-48
Delphi-EmpiricalFuture,2015/2016,HHS Region 4,3 wk ahead,3.55086501665455e-104
Delphi-EmpiricalTraj,2015/2016,HHS Region 4,3 wk ahead,3.55086501665455e-104
Delphi-Stat,2015/2016,HHS Region 4,3 wk ahead,2.00821066289812e-14
Delphi-Uniform,2015/2016,HHS Region 4,3 wk ahead,9.02298616269678e-243
LANL-DBM,2015/2016,HHS Region 4,3 wk ahead,8.01986962828065e-30
ReichLab-KCDE,2015/2016,HHS Region 4,3 wk ahead,3.5191149992665e-12
ReichLab-KDE,2015/2016,HHS Region 4,3 wk ahead,1.66918061751105e-72
ReichLab-SARIMA1,2015/2016,HHS Region 4,3 wk ahead,9.81175819640633e-26
ReichLab-SARIMA2,2015/2016,HHS Region 4,3 wk ahead,0.2742507313432
CU-BMA,2016/2017,HHS Region 4,3 wk ahead,1.0120559624705e-20
CU-EAKFC_SEIRS,2016/2017,HHS Region 4,3 wk ahead,0.3873227312716
CU-EAKFC_SIRS,2016/2017,HHS Region 4,3 wk ahead,2.21970581801642e-11
CU-EKF_SEIRS,2016/2017,HHS Region 4,3 wk ahead,1.41590128208254e-06
CU-EKF_SIRS,2016/2017,HHS Region 4,3 wk ahead,5.4947034804589e-12
CU-RHF_SEIRS,2016/2017,HHS Region 4,3 wk ahead,0.0231226108323897
CU-RHF_SIRS,2016/2017,HHS Region 4,3 wk ahead,9.47063014962552e-23
Delphi-BasisRegression,2016/2017,HHS Region 4,3 wk ahead,1.75586197000779e-24
Delphi-DeltaDensity1,2016/2017,HHS Region 4,3 wk ahead,0.33047484952219
Delphi-DeltaDensity2,2016/2017,HHS Region 4,3 wk ahead,0.00159034354130962
Delphi-EmpiricalBayes1,2016/2017,HHS Region 4,3 wk ahead,0.0260499357524728
Delphi-EmpiricalBayes2,2016/2017,HHS Region 4,3 wk ahead,8.46692818710188e-101
Delphi-EmpiricalFuture,2016/2017,HHS Region 4,3 wk ahead,5.09733601940763e-134
Delphi-EmpiricalTraj,2016/2017,HHS Region 4,3 wk ahead,5.09733601940763e-134
Delphi-Stat,2016/2017,HHS Region 4,3 wk ahead,8.77716688554806e-18
Delphi-Uniform,2016/2017,HHS Region 4,3 wk ahead,0
LANL-DBM,2016/2017,HHS Region 4,3 wk ahead,2.30038771481055e-43
ReichLab-KCDE,2016/2017,HHS Region 4,3 wk ahead,1.78930547466489e-19
ReichLab-KDE,2016/2017,HHS Region 4,3 wk ahead,2.64661098600565e-93
ReichLab-SARIMA1,2016/2017,HHS Region 4,3 wk ahead,1.06426650978828e-32
ReichLab-SARIMA2,2016/2017,HHS Region 4,3 wk ahead,0.231438113151065
CU-BMA,2010/2011,HHS Region 5,3 wk ahead,3.21649368068766e-37
CU-EAKFC_SEIRS,2010/2011,HHS Region 5,3 wk ahead,9.8687506076638e-05
CU-EAKFC_SIRS,2010/2011,HHS Region 5,3 wk ahead,1.74660190025261e-23
CU-EKF_SEIRS,2010/2011,HHS Region 5,3 wk ahead,0.267600102563902
CU-EKF_SIRS,2010/2011,HHS Region 5,3 wk ahead,1.32003535714252e-25
CU-RHF_SEIRS,2010/2011,HHS Region 5,3 wk ahead,0.0257367406644027
CU-RHF_SIRS,2010/2011,HHS Region 5,3 wk ahead,6.62024623488512e-53
Delphi-BasisRegression,2010/2011,HHS Region 5,3 wk ahead,0.0943748148324172
Delphi-DeltaDensity1,2010/2011,HHS Region 5,3 wk ahead,0.612189654433202
Delphi-DeltaDensity2,2010/2011,HHS Region 5,3 wk ahead,3.80263099869378e-42
Delphi-EmpiricalBayes1,2010/2011,HHS Region 5,3 wk ahead,1.16405687621325e-123
Delphi-EmpiricalBayes2,2010/2011,HHS Region 5,3 wk ahead,4.35339466588235e-99
Delphi-EmpiricalFuture,2010/2011,HHS Region 5,3 wk ahead,1.12841518455231e-199
Delphi-EmpiricalTraj,2010/2011,HHS Region 5,3 wk ahead,1.12841518455231e-199
Delphi-Stat,2010/2011,HHS Region 5,3 wk ahead,6.40627540144186e-33
Delphi-Uniform,2010/2011,HHS Region 5,3 wk ahead,0
LANL-DBM,2010/2011,HHS Region 5,3 wk ahead,3.57970783540538e-87
ReichLab-KCDE,2010/2011,HHS Region 5,3 wk ahead,4.86982582958216e-83
ReichLab-KDE,2010/2011,HHS Region 5,3 wk ahead,9.85068974874619e-129
ReichLab-SARIMA1,2010/2011,HHS Region 5,3 wk ahead,2.10545345539728e-73
ReichLab-SARIMA2,2010/2011,HHS Region 5,3 wk ahead,2.70275004161555e-18
CU-BMA,2011/2012,HHS Region 5,3 wk ahead,2.94078570714075e-29
CU-EAKFC_SEIRS,2011/2012,HHS Region 5,3 wk ahead,0.000273157424455913
CU-EAKFC_SIRS,2011/2012,HHS Region 5,3 wk ahead,2.43971835601556e-21
CU-EKF_SEIRS,2011/2012,HHS Region 5,3 wk ahead,0.147880299198678
CU-EKF_SIRS,2011/2012,HHS Region 5,3 wk ahead,5.13230583663294e-22
CU-RHF_SEIRS,2011/2012,HHS Region 5,3 wk ahead,0.0806249270725706
CU-RHF_SIRS,2011/2012,HHS Region 5,3 wk ahead,7.23453366056227e-40
Delphi-BasisRegression,2011/2012,HHS Region 5,3 wk ahead,0.155859220503796
Delphi-DeltaDensity1,2011/2012,HHS Region 5,3 wk ahead,0.615362395800485
Delphi-DeltaDensity2,2011/2012,HHS Region 5,3 wk ahead,8.14350200358748e-31
Delphi-EmpiricalBayes1,2011/2012,HHS Region 5,3 wk ahead,5.27092556644961e-91
Delphi-EmpiricalBayes2,2011/2012,HHS Region 5,3 wk ahead,5.40205609502549e-80
Delphi-EmpiricalFuture,2011/2012,HHS Region 5,3 wk ahead,3.77099835135508e-150
Delphi-EmpiricalTraj,2011/2012,HHS Region 5,3 wk ahead,3.77099835135508e-150
Delphi-Stat,2011/2012,HHS Region 5,3 wk ahead,8.38916772564933e-24
Delphi-Uniform,2011/2012,HHS Region 5,3 wk ahead,0
LANL-DBM,2011/2012,HHS Region 5,3 wk ahead,1.08315632797561e-60
ReichLab-KCDE,2011/2012,HHS Region 5,3 wk ahead,5.32515888477796e-56
ReichLab-KDE,2011/2012,HHS Region 5,3 wk ahead,3.26255904210244e-95
ReichLab-SARIMA1,2011/2012,HHS Region 5,3 wk ahead,1.60896720609334e-65
ReichLab-SARIMA2,2011/2012,HHS Region 5,3 wk ahead,1.43578140244646e-14
CU-BMA,2012/2013,HHS Region 5,3 wk ahead,3.14103338340731e-11
CU-EAKFC_SEIRS,2012/2013,HHS Region 5,3 wk ahead,3.00730457617872e-07
CU-EAKFC_SIRS,2012/2013,HHS Region 5,3 wk ahead,1.49736764400824e-15
CU-EKF_SEIRS,2012/2013,HHS Region 5,3 wk ahead,0.0521519206204424
CU-EKF_SIRS,2012/2013,HHS Region 5,3 wk ahead,2.12101829978364e-11
CU-RHF_SEIRS,2012/2013,HHS Region 5,3 wk ahead,0.12614821806242
CU-RHF_SIRS,2012/2013,HHS Region 5,3 wk ahead,1.14465552614449e-32
Delphi-BasisRegression,2012/2013,HHS Region 5,3 wk ahead,0.275161866848602
Delphi-DeltaDensity1,2012/2013,HHS Region 5,3 wk ahead,0.546513586715717
Delphi-DeltaDensity2,2012/2013,HHS Region 5,3 wk ahead,4.447948582303e-07
Delphi-EmpiricalBayes1,2012/2013,HHS Region 5,3 wk ahead,2.1006164591254e-82
Delphi-EmpiricalBayes2,2012/2013,HHS Region 5,3 wk ahead,3.80346246633235e-90
Delphi-EmpiricalFuture,2012/2013,HHS Region 5,3 wk ahead,1.56156493903565e-151
Delphi-EmpiricalTraj,2012/2013,HHS Region 5,3 wk ahead,1.56156493903565e-151
Delphi-Stat,2012/2013,HHS Region 5,3 wk ahead,1.04402154259791e-18
Delphi-Uniform,2012/2013,HHS Region 5,3 wk ahead,0
LANL-DBM,2012/2013,HHS Region 5,3 wk ahead,5.67863571797964e-49
ReichLab-KCDE,2012/2013,HHS Region 5,3 wk ahead,1.15186259991283e-53
ReichLab-KDE,2012/2013,HHS Region 5,3 wk ahead,7.87433040419312e-94
ReichLab-SARIMA1,2012/2013,HHS Region 5,3 wk ahead,1.10316947869381e-58
ReichLab-SARIMA2,2012/2013,HHS Region 5,3 wk ahead,2.36621748807461e-05
CU-BMA,2013/2014,HHS Region 5,3 wk ahead,1.40711098981995e-23
CU-EAKFC_SEIRS,2013/2014,HHS Region 5,3 wk ahead,1.07793615828655e-05
CU-EAKFC_SIRS,2013/2014,HHS Region 5,3 wk ahead,3.90671796712748e-15
CU-EKF_SEIRS,2013/2014,HHS Region 5,3 wk ahead,0.102967363465839
CU-EKF_SIRS,2013/2014,HHS Region 5,3 wk ahead,4.37841611299804e-15
CU-RHF_SEIRS,2013/2014,HHS Region 5,3 wk ahead,0.128350111347308
CU-RHF_SIRS,2013/2014,HHS Region 5,3 wk ahead,2.13105352605321e-26
Delphi-BasisRegression,2013/2014,HHS Region 5,3 wk ahead,0.094717400985984
Delphi-DeltaDensity1,2013/2014,HHS Region 5,3 wk ahead,0.673954344839275
Delphi-DeltaDensity2,2013/2014,HHS Region 5,3 wk ahead,3.05967380256561e-20
Delphi-EmpiricalBayes1,2013/2014,HHS Region 5,3 wk ahead,6.31541751690837e-56
Delphi-EmpiricalBayes2,2013/2014,HHS Region 5,3 wk ahead,2.90560588501346e-67
Delphi-EmpiricalFuture,2013/2014,HHS Region 5,3 wk ahead,1.38326294585958e-92
Delphi-EmpiricalTraj,2013/2014,HHS Region 5,3 wk ahead,1.38326294585958e-92
Delphi-Stat,2013/2014,HHS Region 5,3 wk ahead,2.82226064299559e-15
Delphi-Uniform,2013/2014,HHS Region 5,3 wk ahead,1.07062816490771e-246
LANL-DBM,2013/2014,HHS Region 5,3 wk ahead,2.76948305577214e-35
ReichLab-KCDE,2013/2014,HHS Region 5,3 wk ahead,2.28928924331318e-34
ReichLab-KDE,2013/2014,HHS Region 5,3 wk ahead,2.98381518105467e-57
ReichLab-SARIMA1,2013/2014,HHS Region 5,3 wk ahead,5.85312550536035e-44
ReichLab-SARIMA2,2013/2014,HHS Region 5,3 wk ahead,2.01433255065154e-21
CU-BMA,2014/2015,HHS Region 5,3 wk ahead,2.28155161480145e-09
CU-EAKFC_SEIRS,2014/2015,HHS Region 5,3 wk ahead,0.0675405178743483
CU-EAKFC_SIRS,2014/2015,HHS Region 5,3 wk ahead,1.16412159355415e-10
CU-EKF_SEIRS,2014/2015,HHS Region 5,3 wk ahead,0.101582949696622
CU-EKF_SIRS,2014/2015,HHS Region 5,3 wk ahead,1.3003047262466e-12
CU-RHF_SEIRS,2014/2015,HHS Region 5,3 wk ahead,1.05139340536776e-05
CU-RHF_SIRS,2014/2015,HHS Region 5,3 wk ahead,8.35428055045819e-21
Delphi-BasisRegression,2014/2015,HHS Region 5,3 wk ahead,0.14632607682426
Delphi-DeltaDensity1,2014/2015,HHS Region 5,3 wk ahead,0.684539939270336
Delphi-DeltaDensity2,2014/2015,HHS Region 5,3 wk ahead,2.034118472854e-21
Delphi-EmpiricalBayes1,2014/2015,HHS Region 5,3 wk ahead,8.69602375655222e-41
Delphi-EmpiricalBayes2,2014/2015,HHS Region 5,3 wk ahead,5.01499457631063e-39
Delphi-EmpiricalFuture,2014/2015,HHS Region 5,3 wk ahead,3.09979011845607e-77
Delphi-EmpiricalTraj,2014/2015,HHS Region 5,3 wk ahead,3.09979011845607e-77
Delphi-Stat,2014/2015,HHS Region 5,3 wk ahead,1.11577659424757e-12
Delphi-Uniform,2014/2015,HHS Region 5,3 wk ahead,1.01739297856072e-202
LANL-DBM,2014/2015,HHS Region 5,3 wk ahead,1.00422687158326e-20
ReichLab-KCDE,2014/2015,HHS Region 5,3 wk ahead,1.3018746204211e-29
ReichLab-KDE,2014/2015,HHS Region 5,3 wk ahead,1.11526258148811e-45
ReichLab-SARIMA1,2014/2015,HHS Region 5,3 wk ahead,2.8562098047077e-30
ReichLab-SARIMA2,2014/2015,HHS Region 5,3 wk ahead,9.54846999573855e-19
CU-BMA,2015/2016,HHS Region 5,3 wk ahead,1.59516473047373e-15
CU-EAKFC_SEIRS,2015/2016,HHS Region 5,3 wk ahead,1.84083492410417e-05
CU-EAKFC_SIRS,2015/2016,HHS Region 5,3 wk ahead,1.03486117471659e-16
CU-EKF_SEIRS,2015/2016,HHS Region 5,3 wk ahead,0.0921557723130312
CU-EKF_SIRS,2015/2016,HHS Region 5,3 wk ahead,6.27402530151616e-16
CU-RHF_SEIRS,2015/2016,HHS Region 5,3 wk ahead,0.154021836379818
CU-RHF_SIRS,2015/2016,HHS Region 5,3 wk ahead,1.08378214785146e-30
Delphi-BasisRegression,2015/2016,HHS Region 5,3 wk ahead,0.16601935754178
Delphi-DeltaDensity1,2015/2016,HHS Region 5,3 wk ahead,0.587784616656776
Delphi-DeltaDensity2,2015/2016,HHS Region 5,3 wk ahead,7.46917405969157e-23
Delphi-EmpiricalBayes1,2015/2016,HHS Region 5,3 wk ahead,9.55354030222674e-74
Delphi-EmpiricalBayes2,2015/2016,HHS Region 5,3 wk ahead,1.29578004017338e-49
Delphi-EmpiricalFuture,2015/2016,HHS Region 5,3 wk ahead,2.62942266834054e-120
Delphi-EmpiricalTraj,2015/2016,HHS Region 5,3 wk ahead,2.62942266834054e-120
Delphi-Stat,2015/2016,HHS Region 5,3 wk ahead,3.5178020697989e-19
Delphi-Uniform,2015/2016,HHS Region 5,3 wk ahead,1.07537340342514e-318
LANL-DBM,2015/2016,HHS Region 5,3 wk ahead,8.51474904336002e-45
ReichLab-KCDE,2015/2016,HHS Region 5,3 wk ahead,5.85021550482291e-42
ReichLab-KDE,2015/2016,HHS Region 5,3 wk ahead,1.58409902927693e-70
ReichLab-SARIMA1,2015/2016,HHS Region 5,3 wk ahead,1.63159624794333e-41
ReichLab-SARIMA2,2015/2016,HHS Region 5,3 wk ahead,8.75935221451218e-09
CU-BMA,2016/2017,HHS Region 5,3 wk ahead,3.58572652466094e-22
CU-EAKFC_SEIRS,2016/2017,HHS Region 5,3 wk ahead,0.12563424625578
CU-EAKFC_SIRS,2016/2017,HHS Region 5,3 wk ahead,2.84217542322749e-08
CU-EKF_SEIRS,2016/2017,HHS Region 5,3 wk ahead,2.81087891053424e-05
CU-EKF_SIRS,2016/2017,HHS Region 5,3 wk ahead,7.49602568450546e-14
CU-RHF_SEIRS,2016/2017,HHS Region 5,3 wk ahead,0.123313313044505
CU-RHF_SIRS,2016/2017,HHS Region 5,3 wk ahead,2.65542863875703e-22
Delphi-BasisRegression,2016/2017,HHS Region 5,3 wk ahead,0.162650055953774
Delphi-DeltaDensity1,2016/2017,HHS Region 5,3 wk ahead,0.588365748559111
Delphi-DeltaDensity2,2016/2017,HHS Region 5,3 wk ahead,9.98370348392167e-27
Delphi-EmpiricalBayes1,2016/2017,HHS Region 5,3 wk ahead,1.57712998580282e-62
Delphi-EmpiricalBayes2,2016/2017,HHS Region 5,3 wk ahead,3.27566671851583e-58
Delphi-EmpiricalFuture,2016/2017,HHS Region 5,3 wk ahead,6.06642446574156e-101
Delphi-EmpiricalTraj,2016/2017,HHS Region 5,3 wk ahead,6.06642446574156e-101
Delphi-Stat,2016/2017,HHS Region 5,3 wk ahead,6.51254775887803e-17
Delphi-Uniform,2016/2017,HHS Region 5,3 wk ahead,1.61510635424745e-265
LANL-DBM,2016/2017,HHS Region 5,3 wk ahead,7.8738172708935e-50
ReichLab-KCDE,2016/2017,HHS Region 5,3 wk ahead,8.82224004662976e-36
ReichLab-KDE,2016/2017,HHS Region 5,3 wk ahead,2.77905324257345e-60
ReichLab-SARIMA1,2016/2017,HHS Region 5,3 wk ahead,4.1729139641206e-37
ReichLab-SARIMA2,2016/2017,HHS Region 5,3 wk ahead,8.49897589560509e-06
CU-BMA,2010/2011,HHS Region 6,3 wk ahead,1.19555851243447e-69
CU-EAKFC_SEIRS,2010/2011,HHS Region 6,3 wk ahead,5.39167381877165e-07
CU-EAKFC_SIRS,2010/2011,HHS Region 6,3 wk ahead,6.26350375097488e-10
CU-EKF_SEIRS,2010/2011,HHS Region 6,3 wk ahead,0.311528213995608
CU-EKF_SIRS,2010/2011,HHS Region 6,3 wk ahead,0.000199846992055041
CU-RHF_SEIRS,2010/2011,HHS Region 6,3 wk ahead,0.494690026874586
CU-RHF_SIRS,2010/2011,HHS Region 6,3 wk ahead,0.15592078831735
Delphi-BasisRegression,2010/2011,HHS Region 6,3 wk ahead,6.4475647738413e-25
Delphi-DeltaDensity1,2010/2011,HHS Region 6,3 wk ahead,1.73206848330662e-16
Delphi-DeltaDensity2,2010/2011,HHS Region 6,3 wk ahead,7.82448784723324e-11
Delphi-EmpiricalBayes1,2010/2011,HHS Region 6,3 wk ahead,0.037660582404375
Delphi-EmpiricalBayes2,2010/2011,HHS Region 6,3 wk ahead,1.54404870903823e-09
Delphi-EmpiricalFuture,2010/2011,HHS Region 6,3 wk ahead,2.16293540757409e-160
Delphi-EmpiricalTraj,2010/2011,HHS Region 6,3 wk ahead,2.16293540757409e-160
Delphi-Stat,2010/2011,HHS Region 6,3 wk ahead,1.50512387990451e-26
Delphi-Uniform,2010/2011,HHS Region 6,3 wk ahead,3.34444492111404e-259
LANL-DBM,2010/2011,HHS Region 6,3 wk ahead,5.97341243772891e-87
ReichLab-KCDE,2010/2011,HHS Region 6,3 wk ahead,4.95780556220432e-68
ReichLab-KDE,2010/2011,HHS Region 6,3 wk ahead,3.57970182753222e-221
ReichLab-SARIMA1,2010/2011,HHS Region 6,3 wk ahead,3.94168083143636e-156
ReichLab-SARIMA2,2010/2011,HHS Region 6,3 wk ahead,4.22304286134192e-137
CU-BMA,2011/2012,HHS Region 6,3 wk ahead,3.92026455488173e-70
CU-EAKFC_SEIRS,2011/2012,HHS Region 6,3 wk ahead,6.72634791383226e-14
CU-EAKFC_SIRS,2011/2012,HHS Region 6,3 wk ahead,2.05707572807045e-17
CU-EKF_SEIRS,2011/2012,HHS Region 6,3 wk ahead,0.471404499395893
CU-EKF_SIRS,2011/2012,HHS Region 6,3 wk ahead,0.0746611640743041
CU-RHF_SEIRS,2011/2012,HHS Region 6,3 wk ahead,0.370961679773114
CU-RHF_SIRS,2011/2012,HHS Region 6,3 wk ahead,6.4292661300509e-08
Delphi-BasisRegression,2011/2012,HHS Region 6,3 wk ahead,0.000479422504787542
Delphi-DeltaDensity1,2011/2012,HHS Region 6,3 wk ahead,0.038256132895725
Delphi-DeltaDensity2,2011/2012,HHS Region 6,3 wk ahead,0.000953902822067856
Delphi-EmpiricalBayes1,2011/2012,HHS Region 6,3 wk ahead,0.0432831342413561
Delphi-EmpiricalBayes2,2011/2012,HHS Region 6,3 wk ahead,5.26463157448245e-16
Delphi-EmpiricalFuture,2011/2012,HHS Region 6,3 wk ahead,5.94625909576697e-137
Delphi-EmpiricalTraj,2011/2012,HHS Region 6,3 wk ahead,5.94625909576697e-137
Delphi-Stat,2011/2012,HHS Region 6,3 wk ahead,2.34754899385078e-14
Delphi-Uniform,2011/2012,HHS Region 6,3 wk ahead,3.0258821312326e-228
LANL-DBM,2011/2012,HHS Region 6,3 wk ahead,4.6043440672252e-87
ReichLab-KCDE,2011/2012,HHS Region 6,3 wk ahead,9.21215576707505e-63
ReichLab-KDE,2011/2012,HHS Region 6,3 wk ahead,1.86014012005178e-218
ReichLab-SARIMA1,2011/2012,HHS Region 6,3 wk ahead,8.10058289729928e-163
ReichLab-SARIMA2,2011/2012,HHS Region 6,3 wk ahead,2.83506482819859e-136
